ID	Host_Optatus	Unrelated	IDNum	HostParents	HostParentShort	HostCommon	EggGens	EggClade	Gens	GensEvidence	Species	Species_Latin	Shape	SpeciesShort	Sex	Plumage	MeanCoverage	MedianCoverage	Coverage_mtDNA	Coverage_Ratio_mtDNAAutosomes	Raw_Reads_M	Mapped_Reads_M	Percent_Reads_Mapped	Raw_Bases_Gb	Mapped_Bases_Gb	Bases_Mapped_Percent	Latitude	Longitude	Age	Source	Sampling_Year	Country	Habitat	Hap
243_CC_ORW_CHN_F	1	0	243	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	A. orientalis	E2	light_white_with_black_spots	Observed	Common cuckoo	C. c. canorus	21	CC	F	Missing	12.53	11	1429.73	124.1085069	145.808728	143.542548	0.984457858	21.8713092	21.48914061	0.982526488	47.53333333	124.5166667	Young	Blood	2019	CHN	Croplands	W3
244_CC_ORW_CHN_M	1	1	244	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	A. orientalis	E2	light_white_with_black_spots	Observed	Common cuckoo	C. c. canorus	21	CC	M	Missing	10.38	9	1275.33	133.6823899	132.887836	113.32446	0.852782793	19.9331754	16.97737763	0.851714656	47.58333333	124.5666667	Young	Blood	2019	CHN	Croplands	W3
245_CB_OMR_CHN_F	1	1	245	Copsychus_saularis	Co. saularis	Oriental Magpie-Robin	Co. saularis	E7	light_red_with_spots	Observed	Common cuckoo	C. c. bakeri	22	CC	F	Missing	13.04	12	9606.98	816.2259983	134.150582	133.296626	0.993634347	20.1225873	19.94588904	0.991218909	26.16666667	105.4	Young	Tissue	2019	CHN	Edge	W5
250_CC_MWB_RUS_M	1	1	250	Emberiza_cioides	E. cioides	Meadow Bunting	E. cioides	E6	gens Emberiza cioides	Observed	Common Cuckoo	C. c. canorus	21	CC	M	Missing	9.03	9	2867.89	345.5289157	98.605034	98.027236	0.994140279	14.7907551	14.68845212	0.993083316	43.95	131.5333	Young	Tissue	2018	RUS	Savannas	W6
252_CC_SRT_RUS_F	1	1	252	Carpodacus_erythrinus	Ca. erythrinus	Common Rosefinch	C. calliope	E1	gens Luscinia calliope	Observed	Common Cuckoo	C. c. canorus	21	CC	F	Missing	13.85	13	24.93	1.838495575	149.336388	148.268398	0.992848428	22.4004582	22.20493266	0.99127136	62.28333	88.96667	Adult	Blood	2020	RUS	Forest	W2
254_CC_SRT_RUS_M	1	1	254	Luscinia_svecica	Lu. svecica	Bluethroat	C. calliope	E1	gens Luscinia calliope	Observed	Common Cuckoo	C. c. canorus	21	CC	M	Missing	10.05	9	1714.46	182.5835996	109.42018	108.493872	0.991534395	16.413027	16.21771657	0.98810028	62.28333	88.96667	Young	Tissue	2017	RUS	Forest	W2
255_CC_SRT_RUS_M	1	1	255	Calliope_calliope	C. calliope	Siberian Rubythroat	C. calliope	E1	gens Luscinia calliope	Observed	Common Cuckoo	C. c. canorus	21	CC	M	Missing	13.39	12	641.34	51.3072	143.459106	142.215898	0.99133406	21.5188659	21.28117269	0.988954194	62.28333	88.96667	Young	Feather	2017	RUS	Forest	W2
256_CC_SRT_RUS_F	1	1	256	Luscinia_svecica	Lu. svecica	Bluethroat	C. calliope	E1	gens Luscinia calliope	Observed	Common Cuckoo	C. c. canorus	21	CC	F	Missing	13.51	12	505.11	40.86650485	135.571698	133.960142	0.988112888	20.3357547	20.04914493	0.985906116	62.28333	88.96667	Young	Tissue	2018	RUS	Forest	W2
258_CC_SRT_RUS_F	1	1	258	Calliope_calliope	C. calliope	Siberian Rubythroat	C. calliope	E1	gens Luscinia calliope	Observed	Common Cuckoo	C. c. canorus	21	CC	F	Missing	12.86	12	17.55	1.388449367	137.93247	137.055984	0.993645543	20.6898705	20.52817618	0.992184856	62.28333	88.96667	Young	Blood	2020	RUS	Forest	W2
259_CC_SRT_RUS_F	1	1	259	Larvivora_sibilans	La. sibilans	Rufous-tailed Robin	C. calliope	E1	gens Luscinia calliope	Observed	Common Cuckoo	C. c. canorus	21	CC	F	Missing	12.9	12	702.54	57.67980296	137.881	137.109998	0.994408207	20.68215	20.53513551	0.992891721	51.31667	143.2333	Young	Tissue	2010	RUS	Savannas	W2
260_CC_SRT_RUS_F	1	1	260	Calliope_calliope	C. calliope	Siberian Rubythroat	C. calliope	E1	gens Luscinia calliope	Observed	Common Cuckoo	C. c. canorus	21	CC	F	Missing	13.8	13	1011.74	79.79022082	143.56112	142.864474	0.995147391	21.534168	21.38372638	0.993013818	51.03333	142.7833	Young	Tissue	2010	RUS	Savannas	W2
261_CC_BFB_RUS_F	1	1	261	Emberiza_spodocephala	E. spodocephala	Black-faced Bunting	O. personatus	E9	gens Ocyris personatus	Observed	Common Cuckoo	C. c. canorus	21	CC	F	Missing	10.14	10	1525.17	158.0487047	108.969054	108.292516	0.993791467	16.3453581	16.22277508	0.992500438	46.85	142.7	Young	Tissue	2010	RUS	Savannas	W6
262_CC_BFB_RUS_M	1	1	262	Emberiza_spodocephala	E. spodocephala	Black-faced Bunting	O. personatus	E9	gens Ocyris personatus	Observed	Common Cuckoo	C. c. canorus	21	CC	M	Missing	11.18	11	3388.95	330.3070175	122.766452	122.029136	0.993994157	18.4149678	18.28580784	0.992986142	50.81667	142.6333	Young	Tissue	2017	RUS	Savannas	W6
264_CC_DRD_RUS_M	1	1	264	Phoenicurus_auroreus	P. auroreus	Daurian Redstart	P. auroreus	E3	gens Phoenicurus auroreus	Observed	Common Cuckoo	C. c. canorus	21	CC	M	Missing	9.67	9	2113.95	264.5744681	106.425664	105.219198	0.988663768	15.9638496	15.74208103	0.986108077	43.96667	131.4667	Young	Tissue	2018	RUS	Savannas	W2
265_CC_DRD_RUS_M	1	1	265	Phoenicurus_auroreus	P. auroreus	Daurian Redstart	P. auroreus	E3	gens Phoenicurus auroreus	Observed	Common Cuckoo	C. c. canorus	21	CC	M	Missing	10.9	10	467.74	46.31089109	108.518426	107.807466	0.993448486	16.2777639	16.14783807	0.992018201	43.96667	131.4667	Young	Tissue	2018	RUS	Savannas	W2
266_CC_DRD_RUS_M	1	1	266	Phoenicurus_auroreus	P. auroreus	Daurian Redstart	P. auroreus	E3	gens Phoenicurus auroreus	Observed	Common Cuckoo	C. c. canorus	21	CC	M	Missing	9.64	8	2113.64	266.8737374	96.977292	96.03189	0.990251305	14.5465938	14.35902139	0.987105407	43.96667	131.4667	Young	Tissue	2019	RUS	Savannas	W2
267_CC_DRD_RUS_M	1	0	267	Phoenicurus_auroreus	P. auroreus	Daurian Redstart	P. auroreus	E3	gens Phoenicurus auroreus	Observed	Common Cuckoo	C. c. canorus	21	CC	M	Missing	13.23	12	973.2	77.6076555	139.786548	138.38345	0.989962568	20.9679822	20.7119762	0.987790623	43.96667	131.45	Young	Feather	2019	RUS	Savannas	W2
268_CC_TBW_RUS_M	1	1	268	Arundinax_aedon	Ar. aedon	Thick-billed Warbler	Ar. aedon	E6	gens Phragmaticola aedon	Observed	Common Cuckoo	C. c. canorus	21	CC	M	Missing	10.29	9	1769.18	204.0576701	111.441948	110.66366	0.993016202	16.7162922	16.46341067	0.984872152	44.75	132.7833	Young	Tissue	2017	RUS	Savannas	W7
269_CC_TBW_RUS_F	1	0	269	Arundinax_aedon	Ar. aedon	Thick-billed Warbler	Ar. aedon	E6	gens Phragmaticola aedon	Observed	Common Cuckoo	C. c. canorus	21	CC	F	Missing	10.71	10	4292.55	438.0153061	106.430838	105.798034	0.994054317	15.9646257	15.84102244	0.992257679	44.73333	132.7833	Young	Tissue	2018	RUS	Edge	W7
270_CC_TBW_RUS_F	1	1	270	Arundinax_aedon	Ar. aedon	Thick-billed Warbler	Ar. aedon	E6	gens Phragmaticola aedon	Observed	Common Cuckoo	C. c. canorus	21	CC	F	Missing	14.71	14	1458.18	104.1557143	158.31066	157.38538	0.994155289	23.746599	23.56917454	0.992528426	44.75	132.7833	Young	Tissue	2018	RUS	Savannas	W7
271_CC_TBW_RUS_M	1	1	271	Arundinax_aedon	Ar. aedon	Thick-billed Warbler	Ar. aedon	E6	gens Phragmaticola aedon	Observed	Common Cuckoo	C. c. canorus	21	CC	M	Missing	11.61	11	1709.33	155.3936364	116.605582	115.942788	0.994315932	17.4908373	17.3689034	0.993028699	44.75	132.7833	Young	Tissue	2018	RUS	Savannas	W7
272_CC_TBW_RUS_F	1	1	272	Arundinax_aedon	Ar. aedon	Thick-billed Warbler	Ar. aedon	E6	gens Phragmaticola aedon	Observed	Common Cuckoo	C. c. canorus	21	CC	F	Missing	11.36	11	4505.41	436.5707364	113.726422	113.147698	0.994911262	17.0589633	16.95231799	0.993748429	44.73333	132.7833	Young	Tissue	2019	RUS	Edge	W7
273_CC_TBW_RUS_F	1	1	273	Arundinax_aedon	Ar. aedon	Thick-billed Warbler	Ar. aedon	E6	gens Phragmaticola aedon	Observed	Common Cuckoo	C. c. canorus	21	CC	F	Missing	11.13	10	1453.9	139.1291866	111.450994	110.762668	0.993823958	16.7176491	16.58639161	0.992148568	44.73333	132.7833	Young	Tissue	2019	RUS	Edge	W7
303_CC_UNK_RUS_M	1	1	303	Acrocephalus_scirpaceus	A. scirpaceus	Reed Warbler	A. scirpaceus	E5	NA	Observed	Common Cuckoo	C. c. canorus	21	CC	M	Missing	14.67	14	31.79	2.219972067	148.251784	147.261308	0.993318961	22.2377676	22.05915966	0.991968261	54.730553	21.220726	Adult	Blood	2020	RUS	Forest	W7
304_CC_UNK_RUS_F	1	1	304	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	A. arundinaceus	E2	NA	Observed	Common Cuckoo	C. c. canorus	21	CC	F	grey	12.97	12	22.49	1.789180589	131.889792	130.9903	0.993179973	19.7834688	19.62488784	0.991984168	51.135816	40.183102	Adult	Blood	2020	RUS	Forest	W7
309_CO_ACW_RUS_F	1	1	309	Phylloscopus_borealis	Ph. borealis	Arctic Warbler	Ph. borealis	E10	Phylloscopus borealis	Observed	Oriental Cuckoo	C. optatus	24	CO	F	Missing	10.48	9	472.17	51.10064935	111.064628	109.871414	0.98925658	16.6596942	16.37171471	0.982713999	62.28333	88.96667	Young	Embryo	2016	RUS	Forest	NA
313_CO_ACW_RUS_M	1	0	313	Phylloscopus_collybita_tristis	Ph. collybita	Siberian Chiffchaff	Ph. borealis	E10	Phylloscopus borealis	Observed	Oriental Cuckoo	C. optatus	24	CO	M	Missing	13.49	11	16.82	1.272314675	141.494062	140.052822	0.989814131	21.2241093	20.96489667	0.987786878	62.28333	88.96667	Young	Blood	2020	RUS	Forest	NA
318_CO_SCC_RUS_F	1	1	318	Phylloscopus_collybita_tristis	Ph. collybita	Siberian Chiffchaff	Ph. collybita	E11	Phylloscopus collybita tristis	Observed	Oriental Cuckoo	C. optatus	24	CO	F	Missing	13.03	12	3315.53	265.8805132	133.90378	132.684564	0.990894835	20.085567	19.85711845	0.988626234	62.28333	88.96667	Young	Embryo	2018	RUS	Forest	NA
320_CO_SCC_RUS_F	1	1	320	Phylloscopus_borealis	Ph. borealis	Arctic Warbler	Ph. collybita	E11	Phylloscopus collybita tristis	Observed	Oriental Cuckoo	C. optatus	24	CO	F	Missing	14.53	14	28.41	2.020625889	146.782778	145.765988	0.993072825	22.0174167	21.83055368	0.991512945	62.28333	88.96667	Young	Blood	2020	RUS	Forest	NA
322_CO_SCC_RUS_M	1	1	322	Phylloscopus_collybita_tristis	Ph. collybita	Siberian Chiffchaff	Ph. collybita	E11	Phylloscopus collybita tristis	Observed	Oriental Cuckoo	C. optatus	24	CO	M	Missing	14.01	13	680.33	52.33307692	140.937754	140.10262	0.994074448	21.1406631	20.94536512	0.990761975	57.58333	62.71667	Young	Embryo	2003	RUS	Forest	NA
323_CO_SCC_RUS_M	1	1	323	Phylloscopus_collybita_tristis	Ph. collybita	Siberian Chiffchaff	Ph. collybita	E11	Phylloscopus collybita tristis	Observed	Oriental Cuckoo	C. optatus	24	CO	M	Missing	12.78	11	541.53	46.36386986	131.596686	130.602816	0.992447606	19.7395029	19.51927086	0.988843081	57.56667	62.68333	Young	Growing Feather	2003	RUS	Edge	NA
324_CO_SCC_RUS_F	1	1	324	Phylloscopus_collybita_tristis	Ph. collybita	Siberian Chiffchaff	Ph. collybita	E11	Phylloscopus collybita tristis	Observed	Oriental Cuckoo	C. optatus	24	CO	F	Missing	12.65	11	336.76	29.54035088	135.800284	132.13202	0.972987803	20.3700426	19.75793474	0.969950585	57.58333	62.68333	Young	Growing Feather	2003	RUS	Forest	NA
332_CO_SCC_RUS_M	1	0	332	Phylloscopus_borealis	Ph. borealis	Arctic Warbler	Ph. borealis	E10	NA	NA	Oriental Cuckoo	C. optatus	24	CO	M	Missing	14.07	12	1396.97	105.1143717	143.189526	141.96809	0.991469795	21.4784289	21.24190288	0.988987741	62.28333	88.96667	Young	Growing Feather	2017	RUS	Forest	NA
333_CO_SCC_RUS_F	1	1	333	Phylloscopus_collybita_tristis	Ph. collybita	Siberian Chiffchaff	Ph. collybita	E11	NA	NA	Oriental Cuckoo	C. optatus	24	CO	F	Missing	13.42	12	1196.62	93.85254902	145.040006	143.556874	0.989774325	21.7560009	21.47095033	0.986897842	62.28333	88.96667	Young	Growing Feather	2017	RUS	Forest	NA
334_CO_SCC_RUS_F	1	1	334	Phylloscopus_borealis	Ph. borealis	Arctic Warbler	Ph. borealis	E10	NA	NA	Oriental Cuckoo	C. optatus	24	CO	F	Missing	16.87	15	1893.52	117.7562189	186.581962	185.047308	0.991774907	27.9872943	27.67788205	0.988944546	62.28333	88.96667	Young	Growing Feather	2017	RUS	Forest	NA
335_CO_SCC_RUS_F	1	1	335	Phylloscopus_collybita_tristis	Ph. collybita	Siberian Chiffchaff	Ph. collybita	E11	NA	NA	Oriental Cuckoo	C. optatus	24	CO	F	Missing	14.97	13	1313.02	92.72740113	160.597526	159.21591	0.991397028	24.0896289	23.81620636	0.988649782	62.28333	88.96667	Young	Growing Feather	2017	RUS	Forest	NA
336_CO_SCC_RUS_F	1	0	336	Phylloscopus_borealis	Ph. borealis	Arctic Warbler	Ph. borealis	E10	NA	NA	Oriental Cuckoo	C. optatus	24	CO	F	Missing	16.3	14	2111.31	136.5659767	178.373698	176.540678	0.989723709	26.7560547	26.4043901	0.986856635	62.28333	88.96667	Young	Growing Feather	2017	RUS	Forest	NA
337_CO_SCC_RUS_M	1	0	337	Phylloscopus_borealis	Ph. borealis	Arctic Warbler	Ph. borealis	E10	NA	NA	Oriental Cuckoo	C. optatus	24	CO	M	Missing	14.52	12	2742.06	200.150365	159.838656	158.089662	0.989057753	23.9757984	23.63909265	0.985956432	62.28333	88.96667	Young	Growing Feather	2017	RUS	Forest	NA
338_CO_SCC_RUS_M	1	1	338	Phylloscopus_borealis	Ph. borealis	Arctic Warbler	Ph. borealis	E10	NA	NA	Oriental Cuckoo	C. optatus	24	CO	M	Missing	13.53	12	1109.92	86.37509728	143.246962	142.05771	0.99169789	21.4870443	21.24178984	0.988585938	62.28333	88.96667	Young	Growing Feather	2017	RUS	Forest	NA
339_CO_SCC_RUS_M	1	0	339	Phylloscopus_borealis	Ph. borealis	Arctic Warbler	Ph. borealis	E10	NA	NA	Oriental Cuckoo	C. optatus	24	CO	M	Missing	12.9	11	1340.73	109.091131	136.407984	135.19359	0.991097339	20.4611976	20.22105159	0.988263345	62.28333	88.96667	Young	Growing Feather	2017	RUS	Forest	NA
340_CO_SCC_RUS_M	1	1	340	Phylloscopus_trochiloides	Ph. trochiloides	Greenish Warbler	Ph. trochiloides	E2	NA	NA	Oriental Cuckoo	C. optatus	24	CO	M	Missing	14.35	13	19.2	1.389290883	157.828286	156.15551	0.989401291	23.6742429	23.38104343	0.987615255	62.28333	88.96667	Young	Blood	2020	RUS	Forest	NA
341_CO_SCC_RUS_M	1	1	341	Phylloscopus_humei	Ph. humei	Hume's Warbler	Ph. humei	E5	NA	NA	Oriental Cuckoo	C. optatus	24	CO	M	Missing	14.78	13	1616.48	114.8068182	164.548764	163.15842	0.991550566	24.6823146	24.39776461	0.988471503	52.03333	89.66667	Young	Growing Feather	2019	RUS	Forest	NA
343_CO_SCC_RUS_M	1	1	343	Phylloscopus_collybita_tristis	Ph. collybita	Siberian Chiffchaff	Ph. collybita	E11	NA	NA	Oriental Cuckoo	C. optatus	24	CO	M	Missing	14.16	13	1047.07	77.38876571	155.606386	154.210512	0.991029456	23.3409579	23.06718634	0.988270766	52.03333	89.66667	Young	Growing Feather	2019	RUS	Forest	NA
344_CO_SCC_RUS_M	1	1	344	Phylloscopus_trochiloides	Ph. trochiloides	Greenish Warbler	Ph. trochiloides	E2	NA	NA	Oriental Cuckoo	C. optatus	24	CO	M	Missing	13.04	13	32.49	2.540265833	135.101228	134.260862	0.993779731	20.2651842	20.12401672	0.99303399	52.05	89.58333	Young	Blood	2020	RUS	Forest	NA
346_CO_YBW_RUS_F	1	1	346	Phylloscopus_inornatus	Ph. inornatus	Yellow-browed Warbler	Ph. inornatus	E5	Phylloscopus inornatus	Observed	Oriental Cuckoo	C. optatus	24	CO	F	Missing	10.8	10	624.51	64.85046729	109.330606	108.701544	0.994246241	16.3995909	16.26809221	0.991981587	54.33333	109.7667	Young	Embryo	2005	RUS	Forest	NA
347_CO_YBW_RUS_M	1	1	347	Phylloscopus_inornatus	Ph. inornatus	Yellow-browed Warbler	Ph. inornatus	E5	Phylloscopus inornatus	Observed	Oriental Cuckoo	C. optatus	24	CO	M	Missing	13.85	12	286.97	21.75663381	140.969118	139.695846	0.990967724	21.1453677	20.89482328	0.988151333	54.33333	109.7667	Young	Embryo	2005	RUS	Forest	NA
348_CO_YBW_RUS_F	1	1	348	Phylloscopus_inornatus	Ph. inornatus	Yellow-browed Warbler	Ph. inornatus	E5	Phylloscopus inornatus	Observed	Oriental Cuckoo	C. optatus	24	CO	F	Missing	10.79	10	4377.05	500.2342857	110.460944	109.90662	0.99498172	16.5691416	16.43501691	0.991905151	54.33333	109.8	Young	Embryo	2012	RUS	Savannas	NA
349_CO_YBW_RUS_M	1	0	349	Phylloscopus_inornatus	Ph. inornatus	Yellow-browed Warbler	Ph. inornatus	E5	Phylloscopus inornatus	Observed	Oriental Cuckoo	C. optatus	24	CO	M	Missing	12.26	12	5052.67	531.86	127.015988	125.955336	0.991649461	19.0523982	18.82454052	0.988040472	54.33333	109.8167	Young	Embryo	2012	RUS	Savannas	NA
350_CO_YBW_RUS_M	1	0	350	Phylloscopus_inornatus	Ph. inornatus	Yellow-browed Warbler	Ph. inornatus	E5	Phylloscopus inornatus	Observed	Oriental Cuckoo	C. optatus	24	CO	M	Missing	13.45	12	1599.7	124.2003106	139.219636	138.165322	0.992426973	20.8829454	20.69243845	0.990877391	54.33333	109.7667	Young	Embryo	2012	RUS	Forest	NA
351_CO_YBW_RUS_M	1	0	351	Phylloscopus_inornatus	Ph. inornatus	Yellow-browed Warbler	Ph. inornatus	E5	Phylloscopus inornatus	Observed	Oriental Cuckoo	C. optatus	24	CO	M	Missing	18.9	18	1261.06	69.25096101	192.659542	191.273196	0.992804166	28.8989313	28.64844467	0.991332322	54.35	109.7833	Young	Embryo	2012	RUS	Savannas	NA
352_CO_YBW_RUS_F	1	0	352	Phylloscopus_inornatus	Ph. inornatus	Yellow-browed Warbler	Ph. inornatus	E5	Phylloscopus inornatus	Observed	Oriental Cuckoo	C. optatus	24	CO	F	Missing	13.91	12	770.55	58.50797267	147.464994	145.88993	0.989319065	22.1197491	21.81763303	0.986341795	54.35	109.7833	Young	Growing Feather	2012	RUS	Savannas	NA
353_CO_YBW_RUS_F	1	1	353	Phylloscopus_inornatus	Ph. inornatus	Yellow-browed Warbler	Ph. inornatus	E5	Phylloscopus inornatus	Observed	Oriental Cuckoo	C. optatus	24	CO	F	Missing	14.21	13	958.87	69.23249097	140.41092	139.309966	0.992159057	21.061638	20.85582518	0.990228072	54.35	109.7833	Young	Embryo	2012	RUS	Savannas	NA
354_CO_YBW_RUS_F	1	1	354	Phylloscopus_proregulus	Ph. proregulus	Pallas's Leaf Warbler	Ph. inornatus	E5	Phylloscopus inornatus	Observed	Oriental Cuckoo	C. optatus	24	CO	F	Missing	14.13	13	879.77	65.65447761	144.367882	143.297544	0.992586038	21.6551823	21.43756603	0.989950846	54.35	109.7833	Young	Growing Feather	2012	RUS	Savannas	NA
355_CO_YBW_RUS_F	1	1	355	Phylloscopus_inornatus	Ph. inornatus	Yellow-browed Warbler	Ph. inornatus	E5	Phylloscopus inornatus	Observed	Oriental Cuckoo	C. optatus	24	CO	F	Missing	13.9	13	1004.06	76.70435447	141.711964	140.607374	0.992205386	21.2567946	21.04195219	0.989893001	62.28333	88.95	Young	Embryo	2018	RUS	Forest	NA
358_CO_PLW_RUS_F	1	1	358	Phylloscopus_tenellipes	Ph. tenellipes	Pale-legged Leaf Warbler	Ph. proregulus	E2	Phylloscopus proregulus	Observed	Oriental Cuckoo	C. optatus	24	CO	F	Missing	12.62	10	642.21	53.96722689	134.584324	132.963568	0.98795732	20.1876486	19.86684498	0.984108916	43.58333	131.5	Young	Growing Feather	2015	RUS	Forest	NA
359_CO_PLW_RUS_M	1	1	359	Phylloscopus_schwarzi	Ph. schwarzi	Radde's Warbler	Ph. proregulus	E2	Phylloscopus proregulus	Observed	Oriental Cuckoo	C. optatus	24	CO	M	Missing	13.93	13	700.88	52.53973013	142.458696	141.439836	0.992848032	21.3688044	21.17767071	0.99105548	51.21667	143.0833	Young	Embryo	2010	RUS	Savannas	NA
360_CO_PLW_RUS_F	1	1	360	Tarsiger_cyanurus	T. cyanurus	Red-flanked Bluetail	Ph. proregulus	E2	Phylloscopus proregulus	Observed	Oriental Cuckoo	C. optatus	24	CO	F	Missing	10.74	10	801.22	84.07345226	109.399588	108.683892	0.993457964	16.4099382	16.23807581	0.989526932	51.21667	143.1	Young	Embryo	2010	RUS	Savannas	NA
361_CO_PLW_RUS_M	1	1	361	Phylloscopus_proregulus	Ph. proregulus	Pallas's Leaf Warbler	Ph. proregulus	E2	Phylloscopus proregulus	Observed	Oriental Cuckoo	C. optatus	24	CO	M	Missing	13.68	13	1309.21	101.5678821	138.766982	137.88206	0.993622964	20.8150473	20.65024741	0.992082656	51.06667	142.75	Young	Embryo	2011	RUS	Savannas	NA
410_CC_GRW_HUN_F	1	1	410	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	A. arundinaceus	E2	NA	HostParents	Common Cuckoo	C. c. canorus	21	CC	F	rufous	17.44	15	497.17	186.906015	236.525906	234.22179	0.990258505	35.4788859	34.08332567	0.960665049	47.12	19.1	Adult	Blood	2014	HUN	Croplands	W4
411_CC_GRW_HUN_F	1	1	411	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	A. arundinaceus	E2	NA	HostParents	Common Cuckoo	C. c. canorus	21	CC	F	rufous	8.53	7	624.83	156.9924623	137.154856	136.220486	0.993187481	20.5732284	19.75380539	0.960170422	47.12	19.1	Adult	Blood	2014	HUN	Croplands	W4
412_CC_GRW_HUN_F	1	1	412	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	A. arundinaceus	E2	NA	HostParents	Common Cuckoo	C. c. canorus	21	CC	F	rufous	14.35	13	973.17	484.1641791	184.303428	183.028468	0.993082277	27.6455142	26.91451736	0.973558211	47.12	19.1	Adult	Blood	2014	HUN	Croplands	W4
413_CC_GRW_HUN_F	1	1	413	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	A. arundinaceus	E2	NA	HostParents	Common Cuckoo	C. c. canorus	21	CC	F	rufous	7.29	6	2893.25	396.8792867	97.447336	96.668516	0.992007786	14.6171004	14.40214312	0.985294123	47.12	19.1	Adult	Blood	2015	HUN	Croplands	W4
414_CC_GRW_HUN_F	1	1	414	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	A. arundinaceus	E2	NA	HostParents	Common Cuckoo	C. c. canorus	21	CC	F	rufous	12.98	12	1.38	69	183.889138	182.499244	0.992441674	27.5833707	26.88744807	0.974770211	47.12	19.1	Adult	Blood	2015	HUN	Croplands	W4
415_CC_GRW_HUN_F	1	1	415	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	A. arundinaceus	E2	NA	HostParents	Common Cuckoo	C. c. canorus	21	CC	F	rufous	13.94	13	87.27	6.260401722	194.228322	192.39847	0.990578861	29.1342483	28.74762142	0.986729471	47.12	19.1	Adult	Blood	2019	HUN	Croplands	W4
416_CC_GRW_HUN_F	1	1	416	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	A. arundinaceus	E2	NA	HostParents	Common Cuckoo	C. c. canorus	21	CC	F	rufous	15.71	14	98.2	6.250795672	220.70094	217.404672	0.985064549	33.105141	32.48531344	0.981277	47.12	19.1	Adult	Blood	2021	HUN	Croplands	W4
417_CC_GRW_HUN_F	1	1	417	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	A. arundinaceus	E2	NA	HostParents	Common Cuckoo	C. c. canorus	21	CC	F	grey	7.84	7	960.78	122.5484694	108.397768	107.482208	0.991553701	16.2596652	16.04834149	0.987003194	47.12	19.1	Adult	Blood	2014	HUN	Croplands	W7
418_CC_GRW_HUN_F	1	1	418	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	A. arundinaceus	E2	NA	HostParents	Common Cuckoo	C. c. canorus	21	CC	F	grey	8.76	8	1135.71	313.7320442	135.060232	134.331772	0.994606406	20.2590348	19.14998436	0.945256502	47.12	19.1	Adult	Blood	2014	HUN	Croplands	W7
419_CC_GRW_HUN_F	1	1	419	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	A. arundinaceus	E2	NA	HostParents	Common Cuckoo	C. c. canorus	21	CC	F	grey	13.64	13	113.85	59.60732984	196.655104	195.51252	0.994189909	29.4982656	28.30656725	0.959601071	47.12	19.1	Adult	Blood	2014	HUN	Croplands	W7
420_CC_GRW_HUN_F	1	1	420	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	A. arundinaceus	E2	NA	HostParents	Common Cuckoo	C. c. canorus	21	CC	F	grey	7.36	6	1397.61	346.8014888	107.812314	107.185798	0.994188827	16.1718471	15.50580981	0.958815014	47.12	19.1	Adult	Blood	2014	HUN	Croplands	W5
421_CC_GRW_HUN_F	1	1	421	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	A. arundinaceus	E2	NA	HostParents	Common Cuckoo	C. c. canorus	21	CC	F	grey	7.48	6	1026.28	172.1946309	105.41804	104.712942	0.99331141	15.812706	15.39550106	0.973615842	47.12	19.1	Adult	Blood	2015	HUN	Croplands	W7
422_CC_GRW_HUN_F	1	1	422	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	A. arundinaceus	E2	NA	HostParents	Common Cuckoo	C. c. canorus	21	CC	F	grey	7.32	6	101.69	26.9734748	109.68251	109.104676	0.994731758	16.4523765	15.86219709	0.964128014	47.12	19.1	Adult	Blood	2015	HUN	Croplands	W7
423_CC_GRW_HUN_F	1	1	423	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	A. arundinaceus	E2	NA	HostParents	Common Cuckoo	C. c. canorus	21	CC	F	grey	11.47	10	1.22	10.16666667	150.438814	149.062762	0.990853079	22.5658221	22.10666137	0.979652382	47.12	19.1	Adult	Blood	2015	HUN	Croplands	W7
424_CC_GRW_HUN_F	1	1	424	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	A. arundinaceus	E2	NA	HostParents	Common Cuckoo	C. c. canorus	21	CC	F	grey	7.28	6	906.52	124.521978	103.439394	102.641084	0.992282341	15.5159091	15.31258679	0.986895882	47.12	19.1	Adult	Blood	2015	HUN	Croplands	W7
