Model	Iteration	Variable	Type	Subsampled	MinObs	decay	logLoss	logLossSD	AUC	Accuracy	AccuracySD	Kappa
m2	1	Habitat	Minimum	3	2	0	2.27577927768319	2.22831530936341	0.918289325054031	0.727205882352941	0.113529385644786	0.60524770745794
m2	1	Habitat	Minimum	3	2	1e-04	0.950972651268876	0.848528201603798	0.923289325054031	0.748258513931889	0.100359311021671	0.632851595931393
m2	1	Habitat	Minimum	3	2	0.1	0.684485202308486	0.145508361146733	0.913751085515791	0.65030959752322	0.0978549814216371	0.48143253909226
m3	1	Habitat	Minimum	3	2	0	0.773959076323308	0.0849815847709745	0.860508287056081	0.657137942896457	0.0580529882141588	0.484556673913908
m3	1	Habitat	Minimum	3	2	1e-04	0.774545511545276	0.0849878374723766	0.860508287056081	0.646611627106983	0.0677994926718962	0.469782517252959
m3	1	Habitat	Minimum	3	2	0.1	0.910241630526635	0.0857984722379073	0.850568782116576	0.646611627106983	0.0677994926718962	0.469782517252959
m4	1	Habitat	Minimum	3	2	0	1.27732291514659	1.03004851269031	0.89355277157483	0.691124871001032	0.0959014108494851	0.543870474618833
m4	1	Habitat	Minimum	3	2	1e-04	0.696997645232682	0.260311354013929	0.91105277157483	0.680013759889921	0.0765776043550128	0.521680549790223
m4	1	Habitat	Minimum	3	2	0.1	0.764647693557587	0.132008194504909	0.909370451443981	0.680598555211558	0.106386536806836	0.519747950233598
m5	1	Habitat	Minimum	3	2	0	1.59794411942709	0.889745172247317	0.748718241124201	0.488611111111111	0.0612718844753489	0.197010908731308
m5	1	Habitat	Minimum	3	2	1e-04	1.16523771136396	0.264945220362699	0.761737455827626	0.488611111111111	0.0612718844753489	0.196360942583712
m5	1	Habitat	Minimum	3	2	0.1	1.09615384241323	0.109964360142278	0.75820153268644	0.512222222222222	0.0711891932428505	0.223148764404437
m6	1	Habitat	Minimum	3	2	0	1.65353645430174	1.14299348624053	0.848736930145018	0.621271929824561	0.13779976557465	0.450567964953096
m6	1	Habitat	Minimum	3	2	1e-04	0.990964677756426	0.34536681876716	0.850044119687502	0.621271929824561	0.10333695411105	0.440220630301966
m6	1	Habitat	Minimum	3	2	0.1	0.810609906599645	0.15867641301515	0.871361821593439	0.632383040935673	0.11205701650431	0.45294453622175
m7	1	Habitat	Minimum	3	2	0	1.0108109667066	0.81046314452727	0.890573989349144	0.648157894736842	0.0598022335115001	0.49376129577219
m7	1	Habitat	Minimum	3	2	1e-04	0.755857994318509	0.242748240831796	0.890573989349144	0.660657894736842	0.0747462234660566	0.496369088884333
m7	1	Habitat	Minimum	3	2	0.1	0.794418583895979	0.14172355481527	0.897485411260566	0.685657894736842	0.101929532037506	0.524541523614145
m1	1	Gens	Minimum	2	2	0	5.0302213481919	4.47167620044568	0.97	0.493333333333333	0.213957420478416	0.422650467811758
m1	1	Gens	Minimum	2	2	1e-04	1.27257138313681	0.895078858858547	0.976666666666667	0.506666666666667	0.178574603146385	0.441933738304706
m1	1	Gens	Minimum	2	2	0.1	1.19099632018208	0.24019327810276	0.983333333333333	0.506666666666667	0.109036181558641	0.439769236140204
m2	1	Gens	Minimum	2	2	0	1.34973006315422	1.06390400316334	0.972219217879544	0.833578431372549	0.0481728333835728	0.80461880143729
m2	1	Gens	Minimum	2	2	1e-04	0.477818944804986	0.240071579173094	0.981284780336411	0.833578431372549	0.0481728333835728	0.804470000563085
m2	1	Gens	Minimum	2	2	0.1	0.544692776726001	0.0905870467514959	0.98071497976661	0.833578431372549	0.0481728333835728	0.804470000563085
m3	1	Gens	Minimum	2	2	0	1.45673786498874	1.01150507308917	0.924870143831057	0.635328517371861	0.0696639442713898	0.561915127984067
m3	1	Gens	Minimum	2	2	1e-04	0.944272055429081	0.314816213043339	0.923481254942168	0.623563811489508	0.0589066536401146	0.547873076922063
m3	1	Gens	Minimum	2	2	0.1	1.08281990846217	0.175391078305776	0.918906091543475	0.603582485625829	0.0885769732560015	0.525477357219752
m4	1	Gens	Minimum	2	2	0	1.62929871485908	1.15205248874819	0.955196799932094	0.754351565187478	0.0385872310112342	0.708215828307375
m4	1	Gens	Minimum	2	2	1e-04	0.664847641547295	0.259042879569604	0.975487946693829	0.73453732370141	0.0335784310972278	0.685847952761643
m4	1	Gens	Minimum	2	2	0.1	0.758564272737272	0.103833899698395	0.974554452083864	0.701135190918473	0.0533031478189523	0.647144167961715
m5	1	Gens	Minimum	2	2	0	1.82677615874685	1.09762906048895	0.869239825125855	0.545648434812521	0.0875063685732489	0.45009170854053
m5	1	Gens	Minimum	2	2	1e-04	1.33271373405521	0.42359728424347	0.867100787692699	0.543825249398005	0.0645090464187819	0.44350602213489
m5	1	Gens	Minimum	2	2	0.1	1.36043708324815	0.178126179322563	0.86071189880381	0.555589955280358	0.0519560272323336	0.457602356320738
m6	1	Gens	Minimum	2	2	0	1.36857257643583	1.2335067280646	0.960978360531702	0.705271512113617	0.0517214575747646	0.652353009792874
m6	1	Gens	Minimum	2	2	1e-04	0.777617889590889	0.440731878246907	0.956284361720056	0.740609857978279	0.0744254380687099	0.693221881249891
m6	1	Gens	Minimum	2	2	0.1	0.800515504196466	0.181383754130355	0.953268131304445	0.741194653299916	0.0811863768806291	0.694743603093084
m7	1	Gens	Minimum	2	2	0	1.27450020395562	0.899799624854627	0.934010965749936	0.678823529411765	0.0618137060533937	0.613063424994277
m7	1	Gens	Minimum	2	2	1e-04	0.829744484263606	0.317696015454456	0.937651316627129	0.700588235294118	0.0692395670629072	0.63894234970475
m7	1	Gens	Minimum	2	2	0.1	0.997838034689147	0.133516771183631	0.937651316627129	0.700588235294118	0.0692395670629072	0.63894234970475
m1	1	Habitat	Median	14	3	0	8.36243733247422	3.3840314305006	0.828936507936508	0.643838383838384	0.0705105494078594	0.534618712134453
m1	1	Habitat	Median	14	3	1e-04	2.25825731969196	0.634737443989385	0.831984126984127	0.601616161616162	0.102109172126424	0.473972591834233
m1	1	Habitat	Median	14	3	0.1	1.03638478116427	0.0653040474388631	0.851873015873016	0.601616161616162	0.102109172126424	0.466462030106803
m2	1	Habitat	Median	14	3	0	2.00230003572772	1.57468040582875	0.931568823333529	0.732266941864465	0.111531499469871	0.622362593781631
m2	1	Habitat	Median	14	3	1e-04	0.833017394393786	0.489170870556451	0.932627264891971	0.732266941864465	0.111531499469871	0.6176523134078
m2	1	Habitat	Median	14	3	0.1	0.656362010751502	0.119208142742697	0.934322250461956	0.700171998624011	0.0719269372955638	0.54816333848619
m3	1	Habitat	Median	14	3	0	0.783140591039623	0.149876389069625	0.857807317424577	0.691699346405229	0.0962959389380094	0.528673651677618
m3	1	Habitat	Median	14	3	1e-04	0.783728110008695	0.149963581651914	0.857807317424577	0.691699346405229	0.0962959389380094	0.528673651677618
m3	1	Habitat	Median	14	3	0.1	0.914533039106343	0.156984819055705	0.859863594480855	0.691699346405229	0.0962959389380094	0.528673651677618
m4	1	Habitat	Median	14	3	0	1.96356377746997	1.55679744996724	0.883882648397354	0.656312349501204	0.0648119252850941	0.490753003249466
m4	1	Habitat	Median	14	3	1e-04	0.876711736338743	0.375504668206005	0.897379963990258	0.655073959408325	0.0631861005222801	0.480312807561545
m4	1	Habitat	Median	14	3	0.1	0.794485681576393	0.110132145857994	0.899269026724909	0.655073959408325	0.0631861005222801	0.470857353997622
m5	1	Habitat	Median	14	3	0	1.54280670977504	0.810293548898204	0.762407516911193	0.511799105607155	0.0652708830514538	0.227207202623275
m5	1	Habitat	Median	14	3	1e-04	1.15487288238153	0.275821976096208	0.774907516911193	0.511799105607155	0.0652708830514538	0.22570595158074
m5	1	Habitat	Median	14	3	0.1	1.09167703418901	0.113695369055025	0.771231046322958	0.522910216718266	0.0780578571826371	0.239224911097135
m6	1	Habitat	Median	14	3	0	1.70648818642703	1.32836567768691	0.834463251209575	0.655796353629171	0.105433290611781	0.500001038135789
m6	1	Habitat	Median	14	3	1e-04	0.978477897830383	0.40692404022768	0.860015835879806	0.633574131406949	0.0994735569824971	0.458620144733924
m6	1	Habitat	Median	14	3	0.1	0.790284851612812	0.132366456501858	0.877747564935065	0.64468524251806	0.113906626042818	0.473323007992054
m7	1	Habitat	Median	14	3	0	1.03939929365124	0.770785141497632	0.893661891213362	0.670510835913313	0.163756769356297	0.516004285724535
m7	1	Habitat	Median	14	3	1e-04	0.769615247158382	0.276586485207302	0.893661891213362	0.672484520123839	0.159099717651879	0.505937909446681
m7	1	Habitat	Median	14	3	0.1	0.811240695827125	0.232510091485758	0.896167718719189	0.672484520123839	0.159099717651879	0.505937909446681
m1	1	Gens	Median	5	3	0	1.05757385840459	1.69854486337005	0.978373015873016	0.816666666666667	0.0949130531292772	0.79557197788993
m1	1	Gens	Median	5	3	1e-04	0.476432273026525	0.400623479550756	0.98531746031746	0.744444444444444	0.0456435464587639	0.714431627012737
m1	1	Gens	Median	5	3	0.1	0.596329467531324	0.128858884386377	0.979761904761905	0.766666666666667	0.0800270016160441	0.739431627012737
m2	1	Gens	Median	5	3	0	1.35049171055002	1.05466849198998	0.966489571993958	0.867698658410733	0.0395633925363758	0.843806260813154
m2	1	Gens	Median	5	3	1e-04	0.481146136662871	0.247360324390855	0.977832607613309	0.877698658410733	0.0193079146652103	0.855456280059873
m2	1	Gens	Median	5	3	0.1	0.540588176656686	0.0557189889254895	0.977832607613309	0.86593395252838	0.0304622130126796	0.841464510512548
m3	1	Gens	Median	5	3	0	1.40317645840017	0.923023342005112	0.922833885241006	0.629090909090909	0.072398245619481	0.552179858729026
m3	1	Gens	Median	5	3	1e-04	0.924284638438817	0.268837581571276	0.921444996352117	0.624848484848485	0.0383545874722345	0.546997751958271
m3	1	Gens	Median	5	3	0.1	1.07215652772374	0.128853110256869	0.918436513606792	0.575555555555556	0.0734510839157263	0.497139423546524
m4	1	Gens	Median	5	3	0	1.59046515585682	0.986760375651761	0.944413091208757	0.723492432060543	0.0578779500113303	0.675671345239961
m4	1	Gens	Median	5	3	1e-04	0.692354822577753	0.199572982335823	0.971067131612797	0.721727726178191	0.0361447279226816	0.672529228634693
m4	1	Gens	Median	5	3	0.1	0.777659181140838	0.0491309611842319	0.970934078391509	0.708851909184727	0.0528192417244579	0.656950219322207
m5	1	Gens	Median	5	3	0	1.82035655139546	0.963258862175457	0.873117178372596	0.502641898864809	0.0631652969889381	0.398411079867985
m5	1	Gens	Median	5	3	1e-04	1.35121596141758	0.361283766117493	0.870339400594819	0.526501547987616	0.062911405122731	0.426930503300938
m5	1	Gens	Median	5	3	0.1	1.37065499682662	0.201742113462507	0.864724427332786	0.550030959752322	0.058625869637444	0.455029676854657
m6	1	Gens	Median	5	3	0	1.43870913575354	1.3641785908465	0.942997457063634	0.742569659442724	0.058331615984331	0.694491719116382
m6	1	Gens	Median	5	3	1e-04	0.778971649796193	0.438242893776499	0.953578265144442	0.732043343653251	0.0640883698796487	0.681332479478413
m6	1	Gens	Median	5	3	0.1	0.798806592197706	0.123529262297372	0.943155975016269	0.753095975232198	0.0720479734975247	0.705813432250038
m7	1	Gens	Median	5	3	0	1.25924817304861	0.839989483840469	0.932322798732628	0.699133126934985	0.0325021372143681	0.637484558754252
m7	1	Gens	Median	5	3	1e-04	0.824961459944572	0.252776886955924	0.9365625648145	0.699133126934985	0.0325021372143681	0.637484558754252
m7	1	Gens	Median	5	3	0.1	0.991903104866766	0.0779282967005925	0.937439757796956	0.709133126934985	0.0397248127764877	0.649146366334427
m1	1	Habitat	Minimum	3	3	0	5.31637244470214	5.88480686939707	0.9	0.6	0.252762514801718	0.452380952380952
m1	1	Habitat	Minimum	3	3	1e-04	2.40371238313014	2.49492310319751	0.866666666666667	0.583333333333333	0.166666666666667	0.419413919413919
m1	1	Habitat	Minimum	3	3	0.1	1.24395712919614	0.675015160421376	0.866666666666667	0.583333333333333	0.166666666666667	0.419413919413919
m2	1	Habitat	Minimum	3	3	0	1.78221729048247	1.9204419612264	0.934174578732241	0.736993464052288	0.095816413876213	0.618920037215971
m2	1	Habitat	Minimum	3	3	1e-04	0.771729065174967	0.581407077873999	0.937113175223469	0.75921568627451	0.104063905483372	0.647359972656956
m2	1	Habitat	Minimum	3	3	0.1	0.654853761094913	0.14475354209283	0.920002064112358	0.691241830065359	0.06632070942611	0.540847487804009
m3	1	Habitat	Minimum	3	3	0	1.26195101993011	1.07313864195836	0.83215017498841	0.670102339181287	0.107439853362511	0.495850778585348
m3	1	Habitat	Minimum	3	3	1e-04	0.944386092630952	0.371322842268534	0.836594619432855	0.670102339181287	0.107439853362511	0.495850778585348
m3	1	Habitat	Minimum	3	3	0.1	0.949531508661371	0.128395847805521	0.834692910031145	0.670102339181287	0.107439853362511	0.495850778585348
m4	1	Habitat	Minimum	3	3	0	1.15354283491873	0.945213298886376	0.89717930272342	0.693347953216374	0.196386241989822	0.549519826259487
m4	1	Habitat	Minimum	3	3	1e-04	0.717295765099138	0.349029458436545	0.906136521974757	0.680847953216374	0.194658403587077	0.521848947947167
m4	1	Habitat	Minimum	3	3	0.1	0.78552766322198	0.221442345708005	0.901489851651616	0.680847953216374	0.18367571813751	0.512479886464098
m5	1	Habitat	Minimum	3	3	0	1.50354637516247	0.730493643543195	0.75629462857404	0.511145510835913	0.105055148806448	0.224892849094637
m5	1	Habitat	Minimum	3	3	1e-04	1.15066125335344	0.265118520005687	0.771420678994208	0.500034399724802	0.122677974867816	0.221555491385082
m5	1	Habitat	Minimum	3	3	0.1	1.09519323421212	0.108485956573283	0.772871287209522	0.522910216718266	0.110751381815839	0.238431705870489
m6	1	Habitat	Minimum	3	3	0	1.69834247208517	1.01872228305746	0.8498662087504	0.644754041967664	0.0998914938400298	0.484052879599986
m6	1	Habitat	Minimum	3	3	1e-04	0.994076510075571	0.283746884877942	0.853532875417067	0.645338837289302	0.0808758490102832	0.476319508434113
m6	1	Habitat	Minimum	3	3	0.1	0.797483056894442	0.037001066580614	0.872501129385321	0.655865153078775	0.0900991606983123	0.483039997234219
m7	1	Habitat	Minimum	3	3	0	1.05865459920434	0.908972798494115	0.889563532464268	0.642139662882697	0.11694683407999	0.472402533520437
m7	1	Habitat	Minimum	3	3	1e-04	0.773344355269053	0.298439752091584	0.888452421353157	0.664361885104919	0.138027240071214	0.494565768396657
m7	1	Habitat	Minimum	3	3	0.1	0.814401583954323	0.211493785056003	0.89303575468649	0.664361885104919	0.138027240071214	0.494565768396657
m1	1	Gens	Minimum	3	3	0	1.76802353087957	2.01365747553411	0.955714285714286	0.662857142857143	0.109893269185355	0.612793311339823
m1	1	Gens	Minimum	3	3	1e-04	0.686966268851837	0.439298989009849	0.973095238095238	0.622857142857143	0.162364543228992	0.576676710549309
m1	1	Gens	Minimum	3	3	0.1	0.782361855088335	0.192771902908328	0.973095238095238	0.510952380952381	0.161848729799985	0.450612077507932
m2	1	Gens	Minimum	3	3	0	1.38837353267984	1.74840338655614	0.977463834776335	0.854764361885105	0.0341192123179171	0.828576668973655
m2	1	Gens	Minimum	3	3	1e-04	0.492493907750152	0.381108895414408	0.97989030536457	0.833711730306158	0.0357263541767165	0.80499765775031
m2	1	Gens	Minimum	3	3	0.1	0.551770732095476	0.0778270267994871	0.981318876793142	0.833711730306158	0.0357263541767165	0.80499765775031
m3	1	Gens	Minimum	3	3	0	1.91944653437705	1.70848522114534	0.894603996751443	0.61437908496732	0.0670133877595094	0.535884385076728
m3	1	Gens	Minimum	3	3	1e-04	1.08208478013288	0.473107503395731	0.909944905842352	0.61437908496732	0.0670133877595094	0.535884385076728
m3	1	Gens	Minimum	3	3	0.1	1.09588477211608	0.136305447747829	0.904873206708153	0.61437908496732	0.0670133877595094	0.53729326985637
m4	1	Gens	Minimum	3	3	0	1.601470242815	1.18421740543118	0.943350183313419	0.706112596553773	0.0846193025390956	0.655947764392429
m4	1	Gens	Minimum	3	3	1e-04	0.674946424854617	0.29833378747448	0.968969514962162	0.706112596553773	0.0846193025390956	0.655313985485697
m4	1	Gens	Minimum	3	3	0.1	0.763915309711518	0.141255506554392	0.967367644610292	0.692327688651218	0.100680588512955	0.638139594669077
m5	1	Gens	Minimum	3	3	0	1.84311685055135	1.5963115115821	0.870577200135105	0.467217062263502	0.0654909013069376	0.359538589673832
m5	1	Gens	Minimum	3	3	1e-04	1.34624590333793	0.499754220289159	0.866299125268794	0.511730306157551	0.0503210480943297	0.41061877075491
m5	1	Gens	Minimum	3	3	0.1	1.37773210479474	0.215269931507516	0.864160087835639	0.533952528379773	0.052975939178256	0.437137653238867
m6	1	Gens	Minimum	3	3	0	1.4304946694814	0.953271279416118	0.945309978871318	0.708786393345217	0.130506389494822	0.658227255153391
m6	1	Gens	Minimum	3	3	1e-04	0.793924720291144	0.311144286855563	0.955980099192174	0.692959001782531	0.0600050810049475	0.638230958767077
m6	1	Gens	Minimum	3	3	0.1	0.810943807002688	0.146336438101108	0.948390663165237	0.728988413547237	0.0850138590688325	0.680910835653699
m7	1	Gens	Minimum	3	3	0	1.22427236080296	0.782773905858491	0.932376295387905	0.715547815617475	0.0786018485517552	0.658381410971335
m7	1	Gens	Minimum	3	3	1e-04	0.812890350761633	0.213651083057646	0.940546230028428	0.691936704506364	0.0497111305663612	0.62989835499015
m7	1	Gens	Minimum	3	3	0.1	0.984159675803454	0.13131336974955	0.941722700616663	0.702671998624011	0.0717610407647553	0.643038055546521
m1	1	Habitat	Median	21.5	5	0	4.44894350066477	4.11258453702688	0.88795928030303	0.775641025641026	0.152908467203546	0.690843537588534
m1	1	Habitat	Median	21.5	5	1e-04	1.21856211267084	0.978153474067891	0.908540088383838	0.775641025641026	0.152908467203546	0.690843537588534
m1	1	Habitat	Median	21.5	5	0.1	0.675342769562744	0.259108664006653	0.906456755050505	0.775641025641026	0.152908467203546	0.690843537588534
m2	1	Habitat	Median	21.5	5	0	1.51965498054226	1.67858058419537	0.938234262082946	0.786006191950464	0.123357111926897	0.686668298423303
m2	1	Habitat	Median	21.5	5	1e-04	0.624205893649548	0.341761765378177	0.938234262082946	0.767244582043344	0.0972457599064435	0.646467745718977
m2	1	Habitat	Median	21.5	5	0.1	0.647567862726538	0.121844082112119	0.929813627162311	0.734427244582043	0.0887709556535615	0.590278336757012
m3	1	Habitat	Median	21.5	5	0	0.777924736384778	0.172076998440079	0.864459755672604	0.689673202614379	0.111509665816498	0.523756946664904
m3	1	Habitat	Median	21.5	5	1e-04	0.778524970596002	0.171988329985628	0.864459755672604	0.689673202614379	0.111509665816498	0.523756946664904
m3	1	Habitat	Median	21.5	5	0.1	0.915988291045577	0.150295347907803	0.853747634460483	0.689673202614379	0.111509665816498	0.523756946664904
m4	1	Habitat	Median	21.5	5	0	1.92809801389513	2.24342803283658	0.908234333068892	0.691606467148263	0.142880862650107	0.556011590917127
m4	1	Habitat	Median	21.5	5	1e-04	0.855719326203673	0.526221117852185	0.905881391892421	0.668730650154799	0.094609171696518	0.508909652564797
m4	1	Habitat	Median	21.5	5	0.1	0.780265628565907	0.190369640204466	0.905272625658655	0.657619539043688	0.11274720372353	0.491562867442075
m5	1	Habitat	Median	21.5	5	0	1.43437028792241	1.05711995336428	0.789823171109936	0.509391124871001	0.124634848211404	0.238051915277124
m5	1	Habitat	Median	21.5	5	1e-04	1.14381749971104	0.416854244589258	0.781578327718034	0.509391124871001	0.124634848211404	0.227758153658402
m5	1	Habitat	Median	21.5	5	0.1	1.08305562446033	0.152465901095822	0.771174046541694	0.531613347093223	0.119978465895186	0.252989428777146
m6	1	Habitat	Median	21.5	5	0	1.47379240119978	0.960730324700781	0.858793054168054	0.632920536635707	0.108935053892239	0.455717748779004
m6	1	Habitat	Median	21.5	5	1e-04	0.943239243742895	0.38305703327788	0.869418054168054	0.621155830753354	0.110195533128773	0.43325887432013
m6	1	Habitat	Median	21.5	5	0.1	0.848395540730989	0.245044557041095	0.876126387501387	0.632266941864465	0.0886097616093162	0.448523671827918
m7	1	Habitat	Median	21.5	5	0	1.84813217805025	1.56303968432171	0.863316530691531	0.632266941864465	0.104585417748108	0.462654120209972
m7	1	Habitat	Median	21.5	5	1e-04	0.986109937643835	0.302344525878789	0.86279705017205	0.654489164086687	0.08719112252772	0.476540187024696
m7	1	Habitat	Median	21.5	5	0.1	0.870293812934944	0.110834113728904	0.866469488844489	0.654489164086687	0.08719112252772	0.476540187024696
m1	1	Gens	Median	9	5	0	0.685245495567739	0.979595931053394	0.964186507936508	0.801111111111111	0.108308401689542	0.758302639636932
m1	1	Gens	Median	9	5	1e-04	0.362650893255131	0.372601402936446	0.977281746031746	0.845555555555556	0.0816638321503558	0.811207346869997
m1	1	Gens	Median	9	5	0.1	0.42631911378639	0.0989141399394413	0.968353174603175	0.823333333333333	0.0820409036794647	0.783095458758109
m2	1	Gens	Median	9	5	0	1.26222763257825	0.998200826349836	0.966435963274199	0.845039682539683	0.0823192741706024	0.816460140721422
m2	1	Gens	Median	9	5	1e-04	0.453787928862272	0.251998494248184	0.977950779727096	0.856150793650794	0.0631042845666016	0.829631817312282
m2	1	Gens	Median	9	5	0.1	0.532109873879569	0.105996721030632	0.977359432076924	0.856150793650794	0.0631042845666016	0.829631817312282
m3	1	Gens	Median	9	5	0	2.08730504091669	1.31087749369409	0.911532629110512	0.609084967320261	0.0542593893832044	0.528583272750922
m3	1	Gens	Median	9	5	1e-04	1.1079683448603	0.32187992567906	0.916823634401518	0.620196078431373	0.0601468790447478	0.543211405767104
