Model	Iteration	Variable	Type	Subsampled	MinObs	decay	logLoss	logLossSD	AUC	Accuracy	AccuracySD	Kappa
m6	1	Egg	Median	5.5	2	1e-04	0.676212617748843	0.874180052093432	0.93487221673343	0.855238095238095	0.089379316016175	0.812410044111382
m6	1	Egg	Median	5.5	2	0.1	0.580208655419395	0.328389798840168	0.932808915451379	0.855238095238095	0.089379316016175	0.812410044111382
m7	1	Egg	Median	5.5	2	0	1.27887590077365	1.14885761941961	0.906900883508026	0.81577731092437	0.0270862200808544	0.75905295730244
m7	1	Egg	Median	5.5	2	1e-04	0.669057115826985	0.308047622157571	0.934253491217777	0.81577731092437	0.0270862200808544	0.75905295730244
m7	1	Egg	Median	5.5	2	0.1	0.714359425142658	0.0884674801447869	0.934253491217777	0.81577731092437	0.0270862200808544	0.75905295730244
m1	1	Habitat	Minimum	3	2	0	6.75185307499908	9.38529955427868	0.89	0.47	0.281957443597434	0.305128205128205
m1	1	Habitat	Minimum	3	2	1e-04	1.91809769012533	2.49118452581746	0.79	0.47	0.281957443597434	0.305128205128205
m1	1	Habitat	Minimum	3	2	0.1	1.23452902227308	0.905185138682793	0.79	0.47	0.281957443597434	0.305128205128205
m2	1	Habitat	Minimum	3	2	0	1.79845788257836	2.14476999947733	0.925628408165908	0.739047619047619	0.16886811395079	0.616075682656623
m2	1	Habitat	Minimum	3	2	1e-04	0.693359542094649	0.454265370046146	0.924443222980723	0.739047619047619	0.16886811395079	0.616075682656623
m2	1	Habitat	Minimum	3	2	0.1	0.656316098866291	0.231979018632106	0.921575979113479	0.712261904761905	0.150866497650667	0.572044381917234
m3	1	Habitat	Minimum	3	2	0	0.722491968517295	0.158025184836532	0.881828325732002	0.686666666666667	0.141517528541004	0.535080069555836
m3	1	Habitat	Minimum	3	2	1e-04	0.72319428845955	0.15796673324452	0.881828325732002	0.685714285714286	0.114483955049251	0.531860135787225
m3	1	Habitat	Minimum	3	2	0.1	0.891951237368823	0.148061892228823	0.87390610350978	0.685714285714286	0.114483955049251	0.528489890240764
m4	1	Habitat	Minimum	3	2	0	1.41342752170991	1.20824582420118	0.877436897361897	0.672261904761905	0.148279771343124	0.525619483213071
m4	1	Habitat	Minimum	3	2	1e-04	0.851688115014891	0.42277456059289	0.900847153772154	0.712261904761905	0.0970946279669753	0.581233333748109
m4	1	Habitat	Minimum	3	2	0.1	0.802241211634353	0.148835266677929	0.897309274984275	0.712261904761905	0.0970946279669753	0.569367809687463
m5	1	Habitat	Minimum	3	2	0	1.94136207766044	0.926658784318673	0.771912733100233	0.508928571428571	0.0733556996658705	0.226913673836824
m5	1	Habitat	Minimum	3	2	1e-04	1.23415738942617	0.246306209937243	0.771912733100233	0.548214285714286	0.084609698146301	0.288381123117419
m5	1	Habitat	Minimum	3	2	0.1	1.09841501861146	0.0630300604111592	0.770013743201243	0.523214285714286	0.0594270046153348	0.242596651179101
m6	1	Habitat	Minimum	3	2	0	1.74863315603455	1.05824332822187	0.878444918507419	0.696190476190476	0.131886280293688	0.566538702039981
m6	1	Habitat	Minimum	3	2	1e-04	0.998946424223588	0.33666366587936	0.881111585174085	0.682857142857143	0.121747946012558	0.541889584875729
m6	1	Habitat	Minimum	3	2	0.1	0.810234333809505	0.147281155310278	0.88255602961853	0.682857142857143	0.121747946012558	0.541889584875729
m7	1	Habitat	Minimum	3	2	0	1.67414133838165	1.50213452999329	0.862849349261849	0.666232492997199	0.195137576151579	0.514148552350233
m7	1	Habitat	Minimum	3	2	1e-04	0.98129425060656	0.558584746158751	0.862849349261849	0.666232492997199	0.195137576151579	0.510468743509134
m7	1	Habitat	Minimum	3	2	0.1	0.868069357935791	0.275186843300242	0.865904904817405	0.666232492997199	0.195137576151579	0.510468743509134
m1	1	Gens	Minimum	3	2	0	4.78449999817539	7.41362531418973	0.965	0.779761904761905	0.196608863868021	0.724761904761905
m1	1	Gens	Minimum	3	2	1e-04	1.28617779432467	1.67724711477566	0.971666666666667	0.721428571428571	0.220736244862321	0.65719298245614
m1	1	Gens	Minimum	3	2	0.1	0.885481607141112	0.493299648514578	0.973571428571429	0.644047619047619	0.220655974215329	0.569122807017544
m2	1	Gens	Minimum	3	2	0	0.669150147740782	1.0261807911952	0.957621009942438	0.881547619047619	0.0553539425598222	0.85250709275945
m2	1	Gens	Minimum	3	2	1e-04	0.28442208747223	0.188078647774022	0.98017464678179	0.881547619047619	0.0553539425598222	0.852230849665528
m2	1	Gens	Minimum	3	2	0.1	0.387500070843503	0.0442603744795742	0.98017464678179	0.894880952380952	0.058795544897324	0.868714366149044
m3	1	Gens	Minimum	3	2	0	0.517469889119031	0.0952142410381722	0.922728442192728	0.75296218487395	0.0521050969052762	0.681294831361719
m3	1	Gens	Minimum	3	2	1e-04	0.518420912220521	0.0949075802276967	0.922728442192728	0.776491596638655	0.0520932369418066	0.710989154505824
m3	1	Gens	Minimum	3	2	0.1	0.749722341099265	0.0539139686681036	0.916128930593216	0.725343137254902	0.0375553277372031	0.647807768623007
m4	1	Gens	Minimum	3	2	0	0.714559336814675	0.957000739078958	0.969793192918193	0.842801120448179	0.029783169203567	0.802871157689673
m4	1	Gens	Minimum	3	2	1e-04	0.431547809823586	0.217881449323359	0.977760225885226	0.829467787114846	0.0565917844888858	0.785782108631314
m4	1	Gens	Minimum	3	2	0.1	0.539721279084681	0.103185028117575	0.972630494505495	0.841232492997199	0.0609919133623001	0.800250193737697
m5	1	Gens	Minimum	3	2	0	1.33578531410437	0.923343117672043	0.888081854488105	0.633629605688429	0.0891487291804059	0.530820869623734
m5	1	Gens	Minimum	3	2	1e-04	0.975544785172235	0.391643892557843	0.880431391525141	0.632894311570782	0.0555574392536761	0.528892458142024
m5	1	Gens	Minimum	3	2	0.1	0.975517556936	0.173854683969216	0.872653613747364	0.645394311570782	0.0601762562796903	0.544578732651828
m6	1	Gens	Minimum	3	2	0	1.49316155999942	1.10013187637637	0.951367501546073	0.788809523809524	0.074351647708755	0.735532032597457
m6	1	Gens	Minimum	3	2	1e-04	0.678040282482351	0.31384557940613	0.947791712255998	0.78797619047619	0.0758950746641483	0.735412913109922
m6	1	Gens	Minimum	3	2	0.1	0.6060475667858	0.098581361408679	0.939639784818356	0.801309523809524	0.0839627589944446	0.751285928982937
m7	1	Gens	Minimum	3	2	0	1.17133538968178	0.994701422055033	0.914084688459688	0.793648998060763	0.0990912750060788	0.739970167643478
m7	1	Gens	Minimum	3	2	1e-04	0.634441065731161	0.262120056480984	0.932973577348577	0.793648998060763	0.0990912750060788	0.739970167643478
m7	1	Gens	Minimum	3	2	0.1	0.70891285558716	0.135169605007003	0.932973577348577	0.793648998060763	0.0990912750060788	0.739970167643478
m1	1	Egg	Minimum	2	2	0	3.55879515777758	3.29997860165461	0.95	0.57	0.370135110466435	0.5
m1	1	Egg	Minimum	2	2	1e-04	1.21256700861077	0.973495944096443	0.94	0.67	0.21095023109729	0.571428571428571
m1	1	Egg	Minimum	2	2	0.1	1.05735226038332	0.344072986630462	0.95	0.62	0.216794833886788	0.504761904761905
m2	1	Egg	Minimum	2	2	0	0.918525539694524	1.0860506275624	0.962611555111555	0.907466063348416	0.0623822881604119	0.883444193347106
m2	1	Egg	Minimum	2	2	1e-04	0.279383147160593	0.25248808653505	0.980944888444888	0.907466063348416	0.0623822881604119	0.882215875096729
m2	1	Egg	Minimum	2	2	0.1	0.38902901432333	0.118048703440329	0.982611555111555	0.907466063348416	0.0623822881604119	0.882215875096729
m3	1	Egg	Minimum	2	2	0	1.21006628958875	1.47784199492605	0.905552123967303	0.751176470588235	0.0418045056631019	0.67286322358635
m3	1	Egg	Minimum	2	2	1e-04	0.721871222055291	0.387147373313909	0.912218790633969	0.751176470588235	0.0418045056631019	0.67286322358635
m3	1	Egg	Minimum	2	2	0.1	0.748176762843781	0.0606692320193735	0.909563112978292	0.751176470588235	0.0418045056631019	0.67286322358635
m4	1	Egg	Minimum	2	2	0	1.16359639121171	1.18060269491526	0.952902149107506	0.856134453781513	0.0507094100141197	0.815310973671242
m4	1	Egg	Minimum	2	2	1e-04	0.419900594650653	0.185228862044572	0.975351128699343	0.869467787114846	0.0398645794344458	0.832057464174958
m4	1	Egg	Minimum	2	2	0.1	0.508645272043748	0.0434926072328112	0.970129696692197	0.869467787114846	0.0398645794344458	0.831226899390905
m5	1	Egg	Minimum	2	2	0	1.30080117599111	0.938640932400458	0.881407807635486	0.672292609351433	0.0963636784190903	0.573816862323461
m5	1	Egg	Minimum	2	2	1e-04	0.974935968250075	0.458950622696712	0.877464355254534	0.673125942684766	0.104781195429535	0.576050895651782
m5	1	Egg	Minimum	2	2	0.1	0.944102488386507	0.256597152543479	0.871750069540248	0.685625942684766	0.110496779169094	0.591780934179748
m6	1	Egg	Minimum	2	2	0	1.25807550029022	0.979684657643281	0.931928636839351	0.829761904761905	0.0533991940285852	0.781757205257597
m6	1	Egg	Minimum	2	2	1e-04	0.641036431280291	0.338175960279646	0.942722287633002	0.858333333333333	0.0942809041582063	0.81835851244714
m6	1	Egg	Minimum	2	2	0.1	0.575096976247365	0.163512853189615	0.94081752572824	0.858333333333333	0.0942809041582063	0.81835851244714
m7	1	Egg	Minimum	2	2	0	1.09450578830512	0.928365934445508	0.908406315906316	0.817564102564103	0.0765990102168849	0.761563211714675
m7	1	Egg	Minimum	2	2	1e-04	0.650264542255188	0.308726490355989	0.920549173049173	0.817564102564103	0.0765990102168849	0.761563211714675
m7	1	Egg	Minimum	2	2	0.1	0.706574067852264	0.137899657078797	0.922401024901025	0.817564102564103	0.0765990102168849	0.761563211714675
m1	1	Habitat	Median	18.5	5	0	3.06562308874563	4.80391479700481	0.947083333333333	0.83989898989899	0.157414609388888	0.781097925063442
m1	1	Habitat	Median	18.5	5	1e-04	0.770858901028189	0.875496468601387	0.94328869047619	0.862121212121212	0.17311890742065	0.813240782206299
m1	1	Habitat	Median	18.5	5	0.1	0.519460687404441	0.327483772312354	0.940610119047619	0.83989898989899	0.157414609388888	0.783045977011494
m2	1	Habitat	Median	18.5	5	0	1.83671483618596	1.2058229393458	0.928336880711881	0.752142857142857	0.0757527885778752	0.641639086999036
m2	1	Habitat	Median	18.5	5	1e-04	0.688179191975511	0.249323121493657	0.932373917748918	0.752142857142857	0.0592980839075095	0.635677755097854
m2	1	Habitat	Median	18.5	5	0.1	0.660513212387771	0.0881364306377179	0.922040584415584	0.698690476190476	0.0653602870264613	0.551948433563991
m3	1	Habitat	Median	18.5	5	0	0.745774278790833	0.132377365398301	0.872810723998224	0.678571428571429	0.160093045330724	0.521710320973242
m3	1	Habitat	Median	18.5	5	1e-04	0.746611733226798	0.132626110035524	0.872810723998224	0.666071428571429	0.149083081891013	0.502079686852101
m3	1	Habitat	Median	18.5	5	0.1	0.930139405510692	0.162693948291712	0.858505168442668	0.666071428571429	0.149083081891013	0.502079686852101
m4	1	Habitat	Median	18.5	5	0	1.15426162142262	0.822423139698176	0.859660675898176	0.723690476190476	0.0528328719480273	0.591491394989606
m4	1	Habitat	Median	18.5	5	1e-04	0.799652785659544	0.361928788407162	0.908158844396344	0.710357142857143	0.0747060566350493	0.56415365132685
m4	1	Habitat	Median	18.5	5	0.1	0.796502998765644	0.14034758062834	0.907496470658971	0.697857142857143	0.0715779687630552	0.547143684549441
m5	1	Habitat	Median	18.5	5	0	2.01031741815264	0.979386471978392	0.753182022607023	0.514117647058824	0.0864125455456652	0.259652345346246
m5	1	Habitat	Median	18.5	5	1e-04	1.25605628236083	0.304252499730067	0.782882877307877	0.527450980392157	0.0823062425953543	0.271107505139281
m5	1	Habitat	Median	18.5	5	0.1	1.10982844374202	0.11192125264538	0.773166475191475	0.514117647058824	0.0984344972553011	0.245135384816464
m6	1	Habitat	Median	18.5	5	0	2.16464513260251	0.973318105549048	0.855723971398971	0.646911764705882	0.146984892881067	0.495248894460457
m6	1	Habitat	Median	18.5	5	1e-04	1.136933858839	0.455909834997534	0.85629077034077	0.660245098039216	0.119428034678985	0.507920710044055
m6	1	Habitat	Median	18.5	5	0.1	0.827112551586805	0.228927994379043	0.872941696266696	0.660245098039216	0.119428034678985	0.50441983482525
m7	1	Habitat	Median	18.5	5	0	1.14679468273833	1.09252398423548	0.874150184075184	0.633571428571429	0.0852184733999429	0.463509486855838
m7	1	Habitat	Median	18.5	5	1e-04	0.826723548328487	0.386221825536118	0.874150184075184	0.67452380952381	0.13367197641582	0.521422912434792
m7	1	Habitat	Median	18.5	5	0.1	0.84187396909805	0.211361374313134	0.874372406297406	0.67452380952381	0.13367197641582	0.518857055438555
m1	1	Gens	Median	14	5	0	4.56275044891926e-06	3.50172627939423e-06	1	1	0	1
m1	1	Gens	Median	14	5	1e-04	0.0308892725819865	0.0681548815450075	1	0.977777777777778	0.0496903994999953	0.967857142857143
m1	1	Gens	Median	14	5	0.1	0.131678788421353	0.0505737929180613	1	0.977777777777778	0.0496903994999953	0.967857142857143
m2	1	Gens	Median	14	5	0	0.634686682491849	0.917900915213933	0.970848214285714	0.880701357466063	0.0323877336853926	0.851833843923509
m2	1	Gens	Median	14	5	1e-04	0.27945922175983	0.19459235550243	0.982254464285714	0.880701357466063	0.0323877336853926	0.851637919158619
m2	1	Gens	Median	14	5	0.1	0.388013856846185	0.0462903326190769	0.983921130952381	0.880701357466063	0.0323877336853926	0.851637919158619
m3	1	Gens	Median	14	5	0	0.526822242442735	0.0527546572123091	0.932549273643024	0.751346153846154	0.0411309246015681	0.680924247223484
m3	1	Gens	Median	14	5	1e-04	0.527767392701323	0.0527398560835148	0.932549273643024	0.751346153846154	0.0411309246015681	0.680924247223484
m3	1	Gens	Median	14	5	0.1	0.758376814387141	0.0579358136809053	0.924343416999667	0.70051282051282	0.0828631335320529	0.618531637438956
m4	1	Gens	Median	14	5	0	1.00522123268692	0.985698329239913	0.973323551448551	0.816309523809524	0.0510372846237798	0.770326908297629
m4	1	Gens	Median	14	5	1e-04	0.449180987850273	0.220925899702288	0.977490218115218	0.802976190476191	0.042604247230601	0.754022560471542
m4	1	Gens	Median	14	5	0.1	0.559020661186489	0.0510222175786722	0.974422452547453	0.789642857142857	0.0241038357519957	0.736646534198964
m5	1	Gens	Median	14	5	0	1.36254276838415	1.03323468633944	0.890357678036249	0.619404761904762	0.0400927213326169	0.510003582635416
m5	1	Gens	Median	14	5	1e-04	0.981991344169246	0.458352356531508	0.882942712049855	0.632738095238095	0.0430056949242582	0.528075871792043
m5	1	Gens	Median	14	5	0.1	0.968710979559208	0.219284626439063	0.878861079396794	0.633690476190476	0.0588678137961126	0.527936660362847
m6	1	Gens	Median	14	5	0	1.03343302464151	0.702818786628995	0.972895081109367	0.803928571428571	0.0382242977538569	0.754426225046944
m6	1	Gens	Median	14	5	1e-04	0.649232129155041	0.344387894330864	0.956832810047096	0.817261904761905	0.047106617865349	0.771182773583153
m6	1	Gens	Median	14	5	0.1	0.594376037933105	0.177056993532719	0.948742150706436	0.803928571428571	0.0606903547608492	0.754143667437902
m7	1	Gens	Median	14	5	0	1.31105838006613	1.15361113930188	0.917607253857254	0.789285714285714	0.051135075225987	0.731220296252954
m7	1	Gens	Median	14	5	1e-04	0.677824929361073	0.284059720791485	0.942134115884116	0.776785714285714	0.0267857142857143	0.715835680868339
m7	1	Gens	Median	14	5	0.1	0.726607495019633	0.0443629164900495	0.944331918081918	0.764285714285714	0.0195615199108988	0.700451065483723
m1	1	Egg	Median	16	5	0	0.0635771556225607	0.142157259892105	1	0.98	0.0447213595499958	0.972222222222222
m1	1	Egg	Median	16	5	1e-04	0.0349374743825731	0.0483028182127557	1	0.981818181818182	0.0406557814090871	0.975280898876405
m1	1	Egg	Median	16	5	0.1	0.135885983776787	0.0623313675567596	1	0.981818181818182	0.0406557814090871	0.975280898876405
m2	1	Egg	Median	16	5	0	0.743880868189159	1.11813349499075	0.95430651844071	0.909774114774115	0.0261283955327207	0.884770016462231
m2	1	Egg	Median	16	5	1e-04	0.294447508170109	0.231982238229106	0.982877947012138	0.909774114774115	0.0261283955327207	0.884471286066414
m2	1	Egg	Median	16	5	0.1	0.378567095299452	0.0480420037440701	0.982877947012138	0.909774114774115	0.0261283955327207	0.884471286066414
m3	1	Egg	Median	16	5	0	1.14051633031759	1.30317411393913	0.909661766804624	0.752261904761905	0.0630789511773353	0.673994375832525
m3	1	Egg	Median	16	5	1e-04	0.711300195932345	0.355608618717309	0.917237524380382	0.752261904761905	0.0630789511773353	0.673994375832525
m3	1	Egg	Median	16	5	0.1	0.756925598066708	0.105168703487549	0.906441838584696	0.725595238095238	0.0937892019322745	0.638700258185466
m4	1	Egg	Median	16	5	0	0.943544007173484	1.00275383730987	0.96733602706817	0.829761904761905	0.0299724694161574	0.781689354001927
m4	1	Egg	Median	16	5	1e-04	0.44690369072444	0.222080398527683	0.976127235859379	0.869880952380952	0.0625957316722376	0.831765097897453
m4	1	Egg	Median	16	5	0.1	0.528470539528975	0.0766220364344685	0.97077078675293	0.869880952380952	0.0625957316722376	0.830474081221821
m5	1	Egg	Median	16	5	0	1.35776873487779	0.931123903827068	0.876840712197855	0.683333333333333	0.0600925212577332	0.58595471342877
m5	1	Egg	Median	16	5	1e-04	0.97700040486286	0.336391624024484	0.870174045531188	0.683333333333333	0.0600925212577332	0.58595471342877
m5	1	Egg	Median	16	5	0.1	0.950685688230999	0.115673756024415	0.853416675916676	0.683333333333333	0.0600925212577332	0.58595471342877
m6	1	Egg	Median	16	5	0	1.43995413255117	1.61224033235577	0.928613095238095	0.832150937297996	0.0646186101908451	0.783363895124263
m6	1	Egg	Median	16	5	1e-04	0.692174162890542	0.576058400660672	0.933375	0.832150937297996	0.0646186101908451	0.783363895124263
m6	1	Egg	Median	16	5	0.1	0.593210121603157	0.167517814388493	0.927559981684982	0.832150937297996	0.0646186101908451	0.783363895124263
m7	1	Egg	Median	16	5	0	1.13520441628586	0.95124981913392	0.911826605933749	0.816071428571429	0.025722964805157	0.75920043165279
m7	1	Egg	Median	16	5	1e-04	0.660311951961007	0.306531416908939	0.930358351965495	0.816071428571429	0.025722964805157	0.75920043165279
m7	1	Egg	Median	16	5	0.1	0.710865279885701	0.0919819797705356	0.933728315335458	0.816071428571429	0.025722964805157	0.75920043165279
m1	1	Habitat	Minimum	6	5	0	1.41621266132684	3.07078246542862	0.972916666666667	0.91	0.124498995979887	0.880701754385965
m1	1	Habitat	Minimum	6	5	1e-04	0.423882756575243	0.849548882110435	0.972916666666667	0.96	0.0894427190999916	0.947368421052632
m1	1	Habitat	Minimum	6	5	0.1	0.358649579077791	0.235589631236073	0.98125	0.96	0.0894427190999916	0.947368421052632
m2	1	Habitat	Minimum	6	5	0	1.70072830385019	1.71135587349897	0.92150322517896	0.707936507936508	0.110884121883003	0.585015909046532
m2	1	Habitat	Minimum	6	5	1e-04	0.716052820664116	0.286035722702911	0.924584706660442	0.685714285714286	0.10432810619146	0.549367891366957
m2	1	Habitat	Minimum	6	5	0.1	0.691164994492427	0.110574274691587	0.919579151104886	0.685714285714286	0.10432810619146	0.539257154727573
m3	1	Habitat	Minimum	6	5	0	0.705378347497045	0.07902894828594	0.872657767232767	0.683690476190476	0.0562170790536494	0.529933814391671
m3	1	Habitat	Minimum	6	5	1e-04	0.706231053026662	0.0788164940453192	0.872657767232767	0.683690476190476	0.0562170790536494	0.529933814391671
m3	1	Habitat	Minimum	6	5	0.1	0.892856045785834	0.0536685349232311	0.84608807026307	0.683690476190476	0.0562170790536494	0.529933814391671
m4	1	Habitat	Minimum	6	5	0	1.40353659434441	1.84269606676609	0.874118746993747	0.672976190476191	0.12986807583152	0.518894791299592
m4	1	Habitat	Minimum	6	5	1e-04	0.87812064622001	0.673730847022455	0.902616101491101	0.698809523809524	0.101395974809077	0.553149201835736
