Accuracy	Null	Model	Iteration	Variable	AIC	Type	Subsampled	MinObs
0.8	0.166666666666667	m4	1	Gens	93.2272062671155	Minimum	5	5
0.533333333333333	0.166666666666667	m5	1	Gens	98.5953184357434	Minimum	5	5
0.866666666666667	0.166666666666667	m6	1	Gens	97.5435858178054	Minimum	5	5
0.833333333333333	0.166666666666667	m7	1	Gens	90.3741826239135	Minimum	5	5
0.803921568627451	0.274509803921569	m1	2	Habitat	151.68341538135	Median	14	2
0.803921568627451	0.274509803921569	m2	2	Habitat	136.421019669294	Median	14	2
0.568627450980392	0.274509803921569	m3	2	Habitat	134.33047486449	Median	14	2
0.745098039215686	0.274509803921569	m4	2	Habitat	134.109710209279	Median	14	2
0.529411764705882	0.274509803921569	m5	2	Habitat	138.007614442527	Median	14	2
0.725490196078431	0.274509803921569	m6	2	Habitat	125.587239495141	Median	14	2
0.705882352941177	0.274509803921569	m7	2	Habitat	115.647259759722	Median	14	2
0.868421052631579	0.0789473684210526	m1	2	Gens	406.635532488611	Median	3.5	2
0.842105263157895	0.0789473684210526	m2	2	Gens	357.54656417438	Median	3.5	2
0.447368421052632	0.0789473684210526	m3	2	Gens	237.077276556679	Median	3.5	2
0.763157894736842	0.0789473684210526	m4	2	Gens	292.591468809159	Median	3.5	2
0.368421052631579	0.0789473684210526	m5	2	Gens	231.703983069172	Median	3.5	2
0.605263157894737	0.0789473684210526	m6	2	Gens	306.592855537522	Median	3.5	2
0.526315789473684	0.0789473684210526	m7	2	Gens	264.77515702682	Median	3.5	2
0.933333333333333	0.2	m1	2	Habitat	76.4986811831176	Minimum	3	2
0.933333333333333	0.2	m2	2	Habitat	68.498681195511	Minimum	3	2
0.733333333333333	0.2	m3	2	Habitat	57.8204716808403	Minimum	3	2
0.866666666666667	0.2	m4	2	Habitat	72.3177662230733	Minimum	3	2
0.733333333333333	0.2	m5	2	Habitat	57.8204716572801	Minimum	3	2
0.933333333333333	0.2	m6	2	Habitat	76.4986811934689	Minimum	3	2
0.866666666666667	0.2	m7	2	Habitat	65.5027054587435	Minimum	3	2
0.785714285714286	0.0714285714285714	m1	2	Gens	355.682028727783	Minimum	2	2
0.785714285714286	0.0714285714285714	m2	2	Gens	304.728525014077	Minimum	2	2
0.428571428571429	0.0714285714285714	m3	2	Gens	216.996952170266	Minimum	2	2
0.714285714285714	0.0714285714285714	m4	2	Gens	287.725887396063	Minimum	2	2
0.321428571428571	0.0714285714285714	m5	2	Gens	209.944127786992	Minimum	2	2
0.571428571428571	0.0714285714285714	m6	2	Gens	271.595493059059	Minimum	2	2
0.5	0.0714285714285714	m7	2	Gens	226.187166804689	Minimum	2	2
0.803921568627451	0.274509803921569	m1	2	Habitat	139.474377896291	Median	14	3
0.803921568627451	0.274509803921569	m2	2	Habitat	124.153974120848	Median	14	3
0.568627450980392	0.274509803921569	m3	2	Habitat	128.796334552209	Median	14	3
0.764705882352941	0.274509803921569	m4	2	Habitat	124.471740310335	Median	14	3
0.549019607843137	0.274509803921569	m5	2	Habitat	135.388972698208	Median	14	3
0.745098039215686	0.274509803921569	m6	2	Habitat	123.548451105501	Median	14	3
0.725490196078431	0.274509803921569	m7	2	Habitat	113.679406506854	Median	14	3
0.86046511627907	0.116279069767442	m1	2	Gens	289.546564127161	Median	5	3
0.837209302325581	0.116279069767442	m2	2	Gens	256.377160989996	Median	5	3
0.581395348837209	0.116279069767442	m3	2	Gens	195.934436663897	Median	5	3
0.790697674418605	0.116279069767442	m4	2	Gens	228.015330983682	Median	5	3
0.465116279069767	0.116279069767442	m5	2	Gens	185.958299560354	Median	5	3
0.744186046511628	0.116279069767442	m6	2	Gens	222.725341629777	Median	5	3
0.651162790697674	0.116279069767442	m7	2	Gens	196.514512344553	Median	5	3
0.866666666666667	0.2	m1	2	Habitat	85.5451774997057	Minimum	3	3
0.866666666666667	0.2	m2	2	Habitat	69.5451774898237	Minimum	3	3
0.6	0.2	m3	2	Habitat	60.4546174506849	Minimum	3	3
0.8	0.2	m4	2	Habitat	80.3177662361771	Minimum	3	3
0.6	0.2	m5	2	Habitat	65.458641772999	Minimum	3	3
0.733333333333333	0.2	m6	2	Habitat	78.3682868013587	Minimum	3	3
0.666666666666667	0.2	m7	2	Habitat	65.0024325620432	Minimum	3	3
0.833333333333333	0.1	m1	2	Gens	248.909439976025	Minimum	3	3
0.833333333333333	0.1	m2	2	Gens	214.635532469002	Minimum	3	3
0.533333333333333	0.1	m3	2	Gens	157.981107650883	Minimum	3	3
0.766666666666667	0.1	m4	2	Gens	202.6860530357	Minimum	3	3
0.433333333333333	0.1	m5	2	Gens	159.028024358743	Minimum	3	3
0.7	0.1	m6	2	Gens	208.405483605523	Minimum	3	3
0.633333333333333	0.1	m7	2	Gens	177.950660914391	Minimum	3	3
0.838709677419355	0.338709677419355	m1	2	Habitat	130.343563039233	Median	21.5	5
0.838709677419355	0.338709677419355	m2	2	Habitat	120.208098485384	Median	21.5	5
0.67741935483871	0.338709677419355	m3	2	Habitat	122.33849666453	Median	21.5	5
0.790322580645161	0.338709677419355	m4	2	Habitat	116.161056421756	Median	21.5	5
0.516129032258065	0.338709677419355	m5	2	Habitat	140.917866023865	Median	21.5	5
0.758064516129032	0.338709677419355	m6	2	Habitat	120.738380804714	Median	21.5	5
0.741935483870968	0.338709677419355	m7	2	Habitat	115.822778952035	Median	21.5	5
0.909090909090909	0.204545454545455	m1	2	Gens	125.302342070219	Median	9	5
0.909090909090909	0.204545454545455	m2	2	Gens	117.198883592787	Median	9	5
0.75	0.204545454545455	m3	2	Gens	99.2151487372878	Median	9	5
0.818181818181818	0.204545454545455	m4	2	Gens	109.049269690841	Median	9	5
0.545454545454545	0.204545454545455	m5	2	Gens	119.750714583542	Median	9	5
0.886363636363636	0.204545454545455	m6	2	Gens	102.564033785205	Median	9	5
0.886363636363636	0.204545454545455	m7	2	Gens	94.4606700841849	Median	9	5
0.958333333333333	0.25	m1	2	Habitat	58.498681186731	Minimum	6	5
0.958333333333333	0.25	m2	2	Habitat	52.4986811899924	Minimum	6	5
0.791666666666667	0.25	m3	2	Habitat	48.1873718699309	Minimum	6	5
0.958333333333333	0.25	m4	2	Habitat	58.4986811814009	Minimum	6	5
0.583333333333333	0.25	m5	2	Habitat	68.4574542587432	Minimum	6	5
0.875	0.25	m6	2	Habitat	54.1368512439941	Minimum	6	5
0.833333333333333	0.25	m7	2	Habitat	48.8164474467435	Minimum	6	5
0.866666666666667	0.166666666666667	m1	2	Gens	104.564741032741	Minimum	5	5
0.866666666666667	0.166666666666667	m2	2	Gens	104.564737793673	Minimum	5	5
0.7	0.166666666666667	m3	2	Gens	80.614492259214	Minimum	5	5
0.8	0.166666666666667	m4	2	Gens	91.5011137434048	Minimum	5	5
0.533333333333333	0.166666666666667	m5	2	Gens	93.5514292767779	Minimum	5	5
0.833333333333333	0.166666666666667	m6	2	Gens	90.3741826345428	Minimum	5	5
0.833333333333333	0.166666666666667	m7	2	Gens	90.3741826239135	Minimum	5	5
0.843137254901961	0.274509803921569	m1	3	Habitat	149.468482054357	Median	14	2
0.843137254901961	0.274509803921569	m2	3	Habitat	135.056131544688	Median	14	2
0.647058823529412	0.274509803921569	m3	3	Habitat	127.482221453242	Median	14	2
0.803921568627451	0.274509803921569	m4	3	Habitat	126.694301690107	Median	14	2
0.568627450980392	0.274509803921569	m5	3	Habitat	134.089195369427	Median	14	2
0.784313725490196	0.274509803921569	m6	3	Habitat	119.735290478629	Median	14	2
0.745098039215686	0.274509803921569	m7	3	Habitat	112.987111924164	Median	14	2
0.815789473684211	0.0789473684210526	m1	3	Gens	437.501113796667	Median	3.5	2
0.815789473684211	0.0789473684210526	m2	3	Gens	386.180710011806	Median	3.5	2
0.473684210526316	0.0789473684210526	m3	3	Gens	260.232644294155	Median	3.5	2
0.710526315789474	0.0789473684210526	m4	3	Gens	323.090150014516	Median	3.5	2
0.342105263157895	0.0789473684210526	m5	3	Gens	235.523067846277	Median	3.5	2
0.578947368421053	0.0789473684210526	m6	3	Gens	311.999589939037	Median	3.5	2
0.526315789473684	0.0789473684210526	m7	3	Gens	267.950456053991	Median	3.5	2
0.933333333333333	0.2	m1	3	Habitat	75.8190850317174	Minimum	3	2
0.933333333333333	0.2	m2	3	Habitat	68.4986811986172	Minimum	3	2
0.733333333333333	0.2	m3	3	Habitat	65.8784797531293	Minimum	3	2
0.866666666666667	0.2	m4	3	Habitat	71.6381700948402	Minimum	3	2
0.6	0.2	m5	3	Habitat	60.6510685583499	Minimum	3	2
0.933333333333333	0.2	m6	3	Habitat	67.8190850341048	Minimum	3	2
0.866666666666667	0.2	m7	3	Habitat	55.2712699414986	Minimum	3	2
0.857142857142857	0.0714285714285714	m1	3	Gens	377.862943701978	Minimum	2	2
0.857142857142857	0.0714285714285714	m2	3	Gens	351.86294373067	Minimum	2	2
0.428571428571429	0.0714285714285714	m3	3	Gens	216.004660644297	Minimum	2	2
0.714285714285714	0.0714285714285714	m4	3	Gens	289.277726780874	Minimum	2	2
0.321428571428571	0.0714285714285714	m5	3	Gens	210.918527795878	Minimum	2	2
0.571428571428571	0.0714285714285714	m6	3	Gens	275.919921103827	Minimum	2	2
0.5	0.0714285714285714	m7	3	Gens	255.465098834197	Minimum	2	2
0.882352941176471	0.274509803921569	m1	3	Habitat	140.10991529176	Median	14	3
0.882352941176471	0.274509803921569	m2	3	Habitat	124.789511495348	Median	14	3
0.647058823529412	0.274509803921569	m3	3	Habitat	122.553894043174	Median	14	3
0.803921568627451	0.274509803921569	m4	3	Habitat	116.687439734092	Median	14	3
0.549019607843137	0.274509803921569	m5	3	Habitat	134.580484195036	Median	14	3
0.784313725490196	0.274509803921569	m6	3	Habitat	121.478510636489	Median	14	3
0.784313725490196	0.274509803921569	m7	3	Habitat	109.297595675936	Median	14	3
0.86046511627907	0.116279069767442	m1	3	Gens	272.051907189916	Median	5	3
0.837209302325581	0.116279069767442	m2	3	Gens	238.882504026889	Median	5	3
0.558139534883721	0.116279069767442	m3	3	Gens	181.15988523428	Median	5	3
0.790697674418605	0.116279069767442	m4	3	Gens	211.544972501642	Median	5	3
0.465116279069767	0.116279069767442	m5	3	Gens	185.958299585069	Median	5	3
0.744186046511628	0.116279069767442	m6	3	Gens	222.725341721834	Median	5	3
0.651162790697674	0.116279069767442	m7	3	Gens	196.514512377089	Median	5	3
0.866666666666667	0.2	m1	3	Habitat	86.5916737809325	Minimum	3	3
0.866666666666667	0.2	m2	3	Habitat	71.2712699183983	Minimum	3	3
0.666666666666667	0.2	m3	3	Habitat	65.6820287200266	Minimum	3	3
0.866666666666667	0.2	m4	3	Habitat	86.5916737955468	Minimum	3	3
0.533333333333333	0.2	m5	3	Habitat	65.3201988758137	Minimum	3	3
0.733333333333333	0.2	m6	3	Habitat	69.1833475507266	Minimum	3	3
0.733333333333333	0.2	m7	3	Habitat	55.0478829479285	Minimum	3	3
0.833333333333333	0.1	m1	3	Gens	247.862943681927	Minimum	3	3
0.833333333333333	0.1	m2	3	Gens	213.04788295221	Minimum	3	3
0.533333333333333	0.1	m3	3	Gens	157.981107696589	Minimum	3	3
0.8	0.1	m4	3	Gens	198.866967977188	Minimum	3	3
0.466666666666667	0.1	m5	3	Gens	148.070416661016	Minimum	3	3
0.7	0.1	m6	3	Gens	206.679391129723	Minimum	3	3
0.633333333333333	0.1	m7	3	Gens	175.683415350228	Minimum	3	3
0.854838709677419	0.338709677419355	m1	3	Habitat	131.961750414293	Median	21.5	5
0.854838709677419	0.338709677419355	m2	3	Habitat	121.320942726427	Median	21.5	5
0.67741935483871	0.338709677419355	m3	3	Habitat	122.554196139912	Median	21.5	5
0.806451612903226	0.338709677419355	m4	3	Habitat	112.621272522974	Median	21.5	5
0.516129032258065	0.338709677419355	m5	3	Habitat	139.835708326317	Median	21.5	5
0.774193548387097	0.338709677419355	m6	3	Habitat	121.400085978035	Median	21.5	5
0.774193548387097	0.338709677419355	m7	3	Habitat	115.32197196775	Median	21.5	5
0.909090909090909	0.204545454545455	m1	3	Gens	124.967448072639	Median	9	5
0.909090909090909	0.204545454545455	m2	3	Gens	116.863989633378	Median	9	5
0.772727272727273	0.204545454545455	m3	3	Gens	96.8977536066716	Median	9	5
0.818181818181818	0.204545454545455	m4	3	Gens	107.954777428043	Median	9	5
0.545454545454545	0.204545454545455	m5	3	Gens	119.750714583542	Median	9	5
0.886363636363636	0.204545454545455	m6	3	Gens	102.564033785205	Median	9	5
0.886363636363636	0.204545454545455	m7	3	Gens	94.4606700841849	Median	9	5
0.916666666666667	0.25	m1	3	Habitat	80.3177662355768	Minimum	6	5
0.916666666666667	0.25	m2	3	Habitat	74.3177662246691	Minimum	6	5
0.583333333333333	0.25	m3	3	Habitat	71.7569595238518	Minimum	6	5
0.833333333333333	0.25	m4	3	Habitat	75.9559362709191	Minimum	6	5
0.583333333333333	0.25	m5	3	Habitat	70.3219893982714	Minimum	6	5
0.75	0.25	m6	3	Habitat	66.0452453706208	Minimum	6	5
0.708333333333333	0.25	m7	3	Habitat	63.8643304176306	Minimum	6	5
0.866666666666667	0.166666666666667	m1	3	Gens	103.321810368325	Minimum	5	5
0.866666666666667	0.166666666666667	m2	3	Gens	95.5890361457056	Minimum	5	5
0.7	0.166666666666667	m3	3	Gens	80.61449226403	Minimum	5	5
0.8	0.166666666666667	m4	3	Gens	92.9405120981732	Minimum	5	5
0.533333333333333	0.166666666666667	m5	3	Gens	96.730532253989	Minimum	5	5
0.866666666666667	0.166666666666667	m6	3	Gens	93.7245007797578	Minimum	5	5
0.866666666666667	0.166666666666667	m7	3	Gens	85.9917464002732	Minimum	5	5
0.803921568627451	0.274509803921569	m1	4	Habitat	152.32720137336	Median	14	2
0.803921568627451	0.274509803921569	m2	4	Habitat	137.914850881913	Median	14	2
0.647058823529412	0.274509803921569	m3	4	Habitat	130.22280394278	Median	14	2
0.764705882352941	0.274509803921569	m4	4	Habitat	130.737960168529	Median	14	2
0.568627450980392	0.274509803921569	m5	4	Habitat	130.443349016661	Median	14	2
0.764705882352941	0.274509803921569	m6	4	Habitat	123.527876743219	Median	14	2
0.725490196078431	0.274509803921569	m7	4	Habitat	116.458840060019	Median	14	2
0.789473684210526	0.0789473684210526	m1	4	Gens	362.953298752121	Median	3.5	2
0.789473684210526	0.0789473684210526	m2	4	Gens	338.138237891346	Median	3.5	2
0.447368421052632	0.0789473684210526	m3	4	Gens	238.344119384961	Median	3.5	2
0.684210526315789	0.0789473684210526	m4	4	Gens	275.047678095348	Median	3.5	2
0.368421052631579	0.0789473684210526	m5	4	Gens	231.90618708046	Median	3.5	2
0.578947368421053	0.0789473684210526	m6	4	Gens	284.411940520122	Median	3.5	2
0.5	0.0789473684210526	m7	4	Gens	244.181894718411	Median	3.5	2
0.933333333333333	0.2	m1	4	Habitat	75.8190850458457	Minimum	3	2
0.933333333333333	0.2	m2	4	Habitat	60.4986811825276	Minimum	3	2
0.6	0.2	m3	4	Habitat	63.5941063425985	Minimum	3	2
0.866666666666667	0.2	m4	4	Habitat	71.6381700735563	Minimum	3	2
0.533333333333333	0.2	m5	4	Habitat	60.2892385809062	Minimum	3	2
0.8	0.2	m6	4	Habitat	67.0903549863254	Minimum	3	2
0.8	0.2	m7	4	Habitat	53.4960435759847	Minimum	3	2
0.857142857142857	0.0714285714285714	m1	4	Gens	350.136851284031	Minimum	2	2
0.857142857142857	0.0714285714285714	m2	4	Gens	325.183347553625	Minimum	2	2
0.428571428571429	0.0714285714285714	m3	4	Gens	216.004659929108	Minimum	2	2
0.785714285714286	0.0714285714285714	m4	4	Gens	255.501113833622	Minimum	2	2
0.357142857142857	0.0714285714285714	m5	4	Gens	202.600763138483	Minimum	2	2
0.607142857142857	0.0714285714285714	m6	4	Gens	290.498476231691	Minimum	2	2
0.535714285714286	0.0714285714285714	m7	4	Gens	247.183142517736	Minimum	2	2
0.862745098039216	0.274509803921569	m1	4	Habitat	153.181755861977	Median	14	3
0.862745098039216	0.274509803921569	m2	4	Habitat	138.36669514495	Median	14	3
0.627450980392157	0.274509803921569	m3	4	Habitat	130.002242772585	Median	14	3
0.784313725490196	0.274509803921569	m4	4	Habitat	130.380639415253	Median	14	3
0.549019607843137	0.274509803921569	m5	4	Habitat	137.217697566134	Median	14	3
0.764705882352941	0.274509803921569	m6	4	Habitat	131.163580423052	Median	14	3
0.745098039215686	0.274509803921569	m7	4	Habitat	121.168007863804	Median	14	3
0.837209302325581	0.116279069767442	m1	4	Gens	273.63955676486	Median	5	3
0.837209302325581	0.116279069767442	m2	4	Gens	238.88250405952	Median	5	3
0.558139534883721	0.116279069767442	m3	4	Gens	181.159885112592	Median	5	3
0.790697674418605	0.116279069767442	m4	4	Gens	211.25827826805	Median	5	3
0.465116279069767	0.116279069767442	m5	4	Gens	183.75931822276	Median	5	3
0.720930232558139	0.116279069767442	m6	4	Gens	224.312991255958	Median	5	3
0.651162790697674	0.116279069767442	m7	4	Gens	196.514512396726	Median	5	3
0.933333333333333	0.2	m1	4	Habitat	90.772588738465	Minimum	3	3
0.933333333333333	0.2	m2	4	Habitat	82.7725887399911	Minimum	3	3
0.666666666666667	0.2	m3	4	Habitat	69.5011137884487	Minimum	3	3
0.8	0.2	m4	4	Habitat	81.3642625143175	Minimum	3	3
0.6	0.2	m5	4	Habitat	63.5941063891393	Minimum	3	3
0.866666666666667	0.2	m6	4	Habitat	71.2712699459886	Minimum	3	3
0.8	0.2	m7	4	Habitat	58.043858685523	Minimum	3	3
0.833333333333333	0.1	m1	4	Gens	196.635532474064	Minimum	3	3
0.833333333333333	0.1	m2	4	Gens	179.315128617603	Minimum	3	3
0.5	0.1	m3	4	Gens	143.04608636228	Minimum	3	3
0.766666666666667	0.1	m4	4	Gens	167.365649155036	Minimum	3	3
0.466666666666667	0.1	m5	4	Gens	151.389854755017	Minimum	3	3
0.733333333333333	0.1	m6	4	Gens	186.953298673814	Minimum	3	3
0.633333333333333	0.1	m7	4	Gens	159.95066097979	Minimum	3	3
0.887096774193548	0.338709677419355	m1	4	Habitat	116.092144810022	Median	21.5	5
0.887096774193548	0.338709677419355	m2	4	Habitat	110.092144752448	Median	21.5	5
0.709677419354839	0.338709677419355	m3	4	Habitat	119.554636089261	Median	21.5	5
0.838709677419355	0.338709677419355	m4	4	Habitat	107.194231820548	Median	21.5	5
0.548387096774194	0.338709677419355	m5	4	Habitat	135.787315339361	Median	21.5	5
0.774193548387097	0.338709677419355	m6	4	Habitat	110.734759741809	Median	21.5	5
0.774193548387097	0.338709677419355	m7	4	Habitat	109.554032952332	Median	21.5	5
0.909090909090909	0.204545454545455	m1	4	Gens	115.839691328558	Median	9	5
0.909090909090909	0.204545454545455	m2	4	Gens	107.736234413538	Median	9	5
0.727272727272727	0.204545454545455	m3	4	Gens	93.2211052939031	Median	9	5
0.818181818181818	0.204545454545455	m4	4	Gens	100.865376425633	Median	9	5
0.545454545454545	0.204545454545455	m5	4	Gens	119.750714583542	Median	9	5
0.886363636363636	0.204545454545455	m6	4	Gens	102.564033785205	Median	9	5
0.886363636363636	0.204545454545455	m7	4	Gens	94.4606700841849	Median	9	5
0.916666666666667	0.25	m1	4	Habitat	72.7301167095667	Minimum	6	5
0.916666666666667	0.25	m2	4	Habitat	66.7301167171239	Minimum	6	5
0.666666666666667	0.25	m3	4	Habitat	66.2922168730942	Minimum	6	5
0.875	0.25	m4	4	Habitat	65.22879790008	Minimum	6	5
0.583333333333333	0.25	m5	4	Habitat	64.2296408153941	Minimum	6	5
0.791666666666667	0.25	m6	4	Habitat	63.3626708991021	Minimum	6	5
0.75	0.25	m7	4	Habitat	60.5021597048648	Minimum	6	5
0.866666666666667	0.166666666666667	m1	4	Gens	122.136851260666	Minimum	5	5
0.866666666666667	0.166666666666667	m2	4	Gens	113.37979855622	Minimum	5	5
0.766666666666667	0.166666666666667	m3	4	Gens	84.6764127710052	Minimum	5	5
0.8	0.166666666666667	m4	4	Gens	100.109915276947	Minimum	5	5
0.533333333333333	0.166666666666667	m5	4	Gens	96.730532253989	Minimum	5	5
0.833333333333333	0.166666666666667	m6	4	Gens	99.1312353446532	Minimum	5	5
0.833333333333333	0.166666666666667	m7	4	Gens	90.3741826239135	Minimum	5	5
0.882352941176471	0.274509803921569	m1	5	Habitat	141.134213607349	Median	14	2
0.882352941176471	0.274509803921569	m2	5	Habitat	125.813809824904	Median	14	2
0.666666666666667	0.274509803921569	m3	5	Habitat	129.894282707263	Median	14	2
0.823529411764706	0.274509803921569	m4	5	Habitat	126.918875291959	Median	14	2
0.568627450980392	0.274509803921569	m5	5	Habitat	130.647274918417	Median	14	2
0.843137254901961	0.274509803921569	m6	5	Habitat	111.911872583528	Median	14	2
0.823529411764706	0.274509803921569	m7	5	Habitat	99.8472025802522	Median	14	2
0.815789473684211	0.0789473684210526	m1	5	Gens	359.639556761782	Median	3.5	2
0.789473684210526	0.0789473684210526	m2	5	Gens	335.227206236279	Median	3.5	2
0.447368421052632	0.0789473684210526	m3	5	Gens	238.344119331556	Median	3.5	2
0.736842105263158	0.0789473684210526	m4	5	Gens	269.502500467084	Median	3.5	2
0.394736842105263	0.0789473684210526	m5	5	Gens	226.812148639326	Median	3.5	2
0.605263157894737	0.0789473684210526	m6	5	Gens	280.190145052841	Median	3.5	2
0.5	0.0789473684210526	m7	5	Gens	240.362806806067	Median	3.5	2
1	0.2	m1	5	Habitat	88.0001629774313	Minimum	3	2
