Accuracy	Null	Model	Iteration	Variable	AIC	Type	Subsampled	MinObs
0.958333333333333	0.25	m1	31	Habitat	81.819085039822	Minimum	6	5
0.958333333333333	0.25	m2	31	Habitat	75.8190850364414	Minimum	6	5
0.666666666666667	0.25	m3	31	Habitat	62.819925967106	Minimum	6	5
0.916666666666667	0.25	m4	31	Habitat	62.3177662312376	Minimum	6	5
0.625	0.25	m5	31	Habitat	65.7512641974543	Minimum	6	5
0.791666666666667	0.25	m6	31	Habitat	74.3161745357405	Minimum	6	5
0.75	0.25	m7	31	Habitat	70.2387179843741	Minimum	6	5
0.866666666666667	0.166666666666667	m1	31	Gens	103.321810368325	Minimum	5	5
0.866666666666667	0.166666666666667	m2	31	Gens	95.5890361457056	Minimum	5	5
0.7	0.166666666666667	m3	31	Gens	80.6144922825551	Minimum	5	5
0.8	0.166666666666667	m4	31	Gens	92.9405120981732	Minimum	5	5
0.533333333333333	0.166666666666667	m5	31	Gens	96.730532253989	Minimum	5	5
0.866666666666667	0.166666666666667	m6	31	Gens	93.7245007797578	Minimum	5	5
0.866666666666667	0.166666666666667	m7	31	Gens	85.9917464002732	Minimum	5	5
0.862745098039216	0.274509803921569	m1	32	Habitat	146.276741691603	Median	14	2
0.862745098039216	0.274509803921569	m2	32	Habitat	131.461620059315	Median	14	2
0.666666666666667	0.274509803921569	m3	32	Habitat	125.788055517173	Median	14	2
0.803921568627451	0.274509803921569	m4	32	Habitat	129.356569936605	Median	14	2
0.529411764705882	0.274509803921569	m5	32	Habitat	140.593302878285	Median	14	2
0.764705882352941	0.274509803921569	m6	32	Habitat	124.02559187803	Median	14	2
0.725490196078431	0.274509803921569	m7	32	Habitat	116.553844674269	Median	14	2
0.868421052631579	0.0789473684210526	m1	32	Gens	380.635532445328	Median	3.5	2
0.842105263157895	0.0789473684210526	m2	32	Gens	357.546564172761	Median	3.5	2
0.447368421052632	0.0789473684210526	m3	32	Gens	237.077276556679	Median	3.5	2
0.763157894736842	0.0789473684210526	m4	32	Gens	266.591468823753	Median	3.5	2
0.394736842105263	0.0789473684210526	m5	32	Gens	229.414539218404	Median	3.5	2
0.631578947368421	0.0789473684210526	m6	32	Gens	303.279113503786	Median	3.5	2
0.526315789473684	0.0789473684210526	m7	32	Gens	264.775157108448	Median	3.5	2
0.933333333333333	0.2	m1	32	Habitat	75.8190850404955	Minimum	3	2
0.933333333333333	0.2	m2	32	Habitat	67.8190850366325	Minimum	3	2
0.6	0.2	m3	32	Habitat	63.4236572840409	Minimum	3	2
0.866666666666667	0.2	m4	32	Habitat	72.3177662238046	Minimum	3	2
0.666666666666667	0.2	m5	32	Habitat	60.0877173238334	Minimum	3	2
0.933333333333333	0.2	m6	32	Habitat	68.4986811871479	Minimum	3	2
0.866666666666667	0.2	m7	32	Habitat	56.3177662240986	Minimum	3	2
0.821428571428571	0.0714285714285714	m1	32	Gens	325.862943749618	Minimum	2	2
0.821428571428571	0.0714285714285714	m2	32	Gens	325.86294370688	Minimum	2	2
0.464285714285714	0.0714285714285714	m3	32	Gens	238.49827140236	Minimum	2	2
0.785714285714286	0.0714285714285714	m4	32	Gens	277.682028792245	Minimum	2	2
0.357142857142857	0.0714285714285714	m5	32	Gens	197.275930361427	Minimum	2	2
0.571428571428571	0.0714285714285714	m6	32	Gens	241.271065105474	Minimum	2	2
0.5	0.0714285714285714	m7	32	Gens	222.909234983803	Minimum	2	2
0.843137254901961	0.274509803921569	m1	32	Habitat	140.826587852043	Median	14	3
0.843137254901961	0.274509803921569	m2	32	Habitat	127.737619506387	Median	14	3
0.666666666666667	0.274509803921569	m3	32	Habitat	131.756500229572	Median	14	3
0.803921568627451	0.274509803921569	m4	32	Habitat	128.304149094011	Median	14	3
0.509803921568627	0.274509803921569	m5	32	Habitat	138.580953904686	Median	14	3
0.745098039215686	0.274509803921569	m6	32	Habitat	124.101224574856	Median	14	3
0.745098039215686	0.274509803921569	m7	32	Habitat	113.975600217545	Median	14	3
0.837209302325581	0.116279069767442	m1	32	Gens	274.377161004112	Median	5	3
0.837209302325581	0.116279069767442	m2	32	Gens	256.377160990015	Median	5	3
0.581395348837209	0.116279069767442	m3	32	Gens	195.934436660861	Median	5	3
0.790697674418605	0.116279069767442	m4	32	Gens	226.910826751265	Median	5	3
0.465116279069767	0.116279069767442	m5	32	Gens	180.226250958082	Median	5	3
0.720930232558139	0.116279069767442	m6	32	Gens	207.55593851027	Median	5	3
0.651162790697674	0.116279069767442	m7	32	Gens	196.514512437634	Median	5	3
0.933333333333333	0.2	m1	32	Habitat	68.4986811836535	Minimum	3	3
0.933333333333333	0.2	m2	32	Habitat	60.4986811839256	Minimum	3	3
0.666666666666667	0.2	m3	32	Habitat	52.4546174918613	Minimum	3	3
0.866666666666667	0.2	m4	32	Habitat	64.3177662138422	Minimum	3	3
0.733333333333333	0.2	m5	32	Habitat	56.6355324814797	Minimum	3	3
0.933333333333333	0.2	m6	32	Habitat	68.4986811874464	Minimum	3	3
0.866666666666667	0.2	m7	32	Habitat	57.5027054717498	Minimum	3	3
0.833333333333333	0.1	m1	32	Gens	232.635532442299	Minimum	3	3
0.8	0.1	m2	32	Gens	198.361624922831	Minimum	3	3
0.5	0.1	m3	32	Gens	143.04608636228	Minimum	3	3
0.766666666666667	0.1	m4	32	Gens	186.273702479201	Minimum	3	3
0.433333333333333	0.1	m5	32	Gens	159.028024405069	Minimum	3	3
0.666666666666667	0.1	m6	32	Gens	197.193608381154	Minimum	3	3
0.566666666666667	0.1	m7	32	Gens	166.738785852655	Minimum	3	3
0.854838709677419	0.338709677419355	m1	32	Habitat	128.958368951684	Median	21.5	5
0.854838709677419	0.338709677419355	m2	32	Habitat	118.822904276556	Median	21.5	5
0.67741935483871	0.338709677419355	m3	32	Habitat	124.877584863652	Median	21.5	5
0.806451612903226	0.338709677419355	m4	32	Habitat	115.073054411043	Median	21.5	5
0.548387096774194	0.338709677419355	m5	32	Habitat	136.678294867043	Median	21.5	5
0.774193548387097	0.338709677419355	m6	32	Habitat	119.011813714638	Median	21.5	5
0.774193548387097	0.338709677419355	m7	32	Habitat	113.385084410657	Median	21.5	5
0.909090909090909	0.204545454545455	m1	32	Gens	124.967448088572	Median	9	5
0.909090909090909	0.204545454545455	m2	32	Gens	116.863989678558	Median	9	5
0.772727272727273	0.204545454545455	m3	32	Gens	96.8977537048633	Median	9	5
0.818181818181818	0.204545454545455	m4	32	Gens	107.954344632054	Median	9	5
0.545454545454545	0.204545454545455	m5	32	Gens	119.750714583542	Median	9	5
0.886363636363636	0.204545454545455	m6	32	Gens	102.564033785205	Median	9	5
0.886363636363636	0.204545454545455	m7	32	Gens	94.4606700841849	Median	9	5
0.958333333333333	0.25	m1	32	Habitat	65.0040242770979	Minimum	6	5
0.958333333333333	0.25	m2	32	Habitat	59.0040242752586	Minimum	6	5
0.708333333333333	0.25	m3	32	Habitat	62.7015890785333	Minimum	6	5
0.958333333333333	0.25	m4	32	Habitat	59.0040242613468	Minimum	6	5
0.625	0.25	m5	32	Habitat	55.114147009913	Minimum	6	5
0.875	0.25	m6	32	Habitat	56.2298438446679	Minimum	6	5
0.833333333333333	0.25	m7	32	Habitat	52.8639896560935	Minimum	6	5
0.866666666666667	0.166666666666667	m1	32	Gens	112.136851272144	Minimum	5	5
0.866666666666667	0.166666666666667	m2	32	Gens	104.404096951208	Minimum	5	5
0.766666666666667	0.166666666666667	m3	32	Gens	84.6764127710052	Minimum	5	5
0.8	0.166666666666667	m4	32	Gens	100.109915276947	Minimum	5	5
0.533333333333333	0.166666666666667	m5	32	Gens	96.730532253989	Minimum	5	5
0.866666666666667	0.166666666666667	m6	32	Gens	93.7245007797578	Minimum	5	5
0.866666666666667	0.166666666666667	m7	32	Gens	85.9917464002732	Minimum	5	5
0.823529411764706	0.274509803921569	m1	33	Habitat	133.81888001719	Median	14	2
0.803921568627451	0.274509803921569	m2	33	Habitat	120.086125665557	Median	14	2
0.607843137254902	0.274509803921569	m3	33	Habitat	127.273072020823	Median	14	2
0.803921568627451	0.274509803921569	m4	33	Habitat	123.560508537449	Median	14	2
0.529411764705882	0.274509803921569	m5	33	Habitat	134.909682448931	Median	14	2
0.745098039215686	0.274509803921569	m6	33	Habitat	124.164034832494	Median	14	2
0.705882352941177	0.274509803921569	m7	33	Habitat	115.074100231881	Median	14	2
0.842105263157895	0.0789473684210526	m1	33	Gens	356.361624888926	Median	3.5	2
0.842105263157895	0.0789473684210526	m2	33	Gens	356.361624894004	Median	3.5	2
0.447368421052632	0.0789473684210526	m3	33	Gens	237.077277841136	Median	3.5	2
0.789473684210526	0.0789473684210526	m4	33	Gens	262.369673458175	Median	3.5	2
0.394736842105263	0.0789473684210526	m5	33	Gens	224.571156885717	Median	3.5	2
0.605263157894737	0.0789473684210526	m6	33	Gens	282.112688555887	Median	3.5	2
0.526315789473684	0.0789473684210526	m7	33	Gens	266.697700746797	Median	3.5	2
0.933333333333333	0.2	m1	33	Habitat	83.8190850456226	Minimum	3	2
0.933333333333333	0.2	m2	33	Habitat	68.4986811842363	Minimum	3	2
0.6	0.2	m3	33	Habitat	63.594106343483	Minimum	3	2
0.8	0.2	m4	33	Habitat	74.4107588002962	Minimum	3	2
0.533333333333333	0.2	m5	33	Habitat	60.2892385617349	Minimum	3	2
0.733333333333333	0.2	m6	33	Habitat	62.9094400193919	Minimum	3	2
0.733333333333333	0.2	m7	33	Habitat	47.7274790915313	Minimum	3	2
0.857142857142857	0.0714285714285714	m1	33	Gens	401.09035496367	Minimum	2	2
0.857142857142857	0.0714285714285714	m2	33	Gens	349.09035497859	Minimum	2	2
0.464285714285714	0.0714285714285714	m3	33	Gens	236.968630100462	Minimum	2	2
0.75	0.0714285714285714	m4	33	Gens	309.227206212112	Minimum	2	2
0.321428571428571	0.0714285714285714	m5	33	Gens	209.94412655456	Minimum	2	2
0.607142857142857	0.0714285714285714	m6	33	Gens	294.822904299492	Minimum	2	2
0.535714285714286	0.0714285714285714	m7	33	Gens	248.36808172203	Minimum	2	2
0.803921568627451	0.274509803921569	m1	33	Habitat	135.003819240622	Median	14	3
0.803921568627451	0.274509803921569	m2	33	Habitat	121.467515977857	Median	14	3
0.607843137254902	0.274509803921569	m3	33	Habitat	124.702233399406	Median	14	3
0.764705882352941	0.274509803921569	m4	33	Habitat	123.198678687822	Median	14	3
0.549019607843137	0.274509803921569	m5	33	Habitat	135.946627969839	Median	14	3
0.705882352941177	0.274509803921569	m6	33	Habitat	128.277924912983	Median	14	3
0.705882352941177	0.274509803921569	m7	33	Habitat	119.532692568414	Median	14	3
0.837209302325581	0.116279069767442	m1	33	Gens	273.134213648629	Median	5	3
0.837209302325581	0.116279069767442	m2	33	Gens	239.401459302747	Median	5	3
0.581395348837209	0.116279069767442	m3	33	Gens	195.934436688216	Median	5	3
0.790697674418605	0.116279069767442	m4	33	Gens	228.015331082969	Median	5	3
0.465116279069767	0.116279069767442	m5	33	Gens	183.759318357854	Median	5	3
0.744186046511628	0.116279069767442	m6	33	Gens	218.034013390608	Median	5	3
0.674418604651163	0.116279069767442	m7	33	Gens	191.259833093011	Median	5	3
0.8	0.2	m1	33	Habitat	66.4107587946693	Minimum	3	3
0.8	0.2	m2	33	Habitat	61.3217904854217	Minimum	3	3
0.6	0.2	m3	33	Habitat	55.9068023391604	Minimum	3	3
0.733333333333333	0.2	m4	33	Habitat	63.9559362833639	Minimum	3	3
0.6	0.2	m5	33	Habitat	65.5166498200188	Minimum	3	3
0.8	0.2	m6	33	Habitat	66.4107587961481	Minimum	3	3
0.733333333333333	0.2	m7	33	Habitat	56.0943792004119	Minimum	3	3
0.8	0.1	m1	33	Gens	233.682028740196	Minimum	3	3
0.8	0.1	m2	33	Gens	198.866967981393	Minimum	3	3
0.533333333333333	0.1	m3	33	Gens	157.981107696589	Minimum	3	3
0.766666666666667	0.1	m4	33	Gens	202.180710001272	Minimum	3	3
0.433333333333333	0.1	m5	33	Gens	153.769541033368	Minimum	3	3
0.666666666666667	0.1	m6	33	Gens	193.17807234968	Minimum	3	3
0.6	0.1	m7	33	Gens	162.18219263598	Minimum	3	3
0.838709677419355	0.338709677419355	m1	33	Habitat	133.088029325042	Median	21.5	5
0.82258064516129	0.338709677419355	m2	33	Habitat	122.81412180712	Median	21.5	5
0.693548387096774	0.338709677419355	m3	33	Habitat	121.956321362063	Median	21.5	5
0.790322580645161	0.338709677419355	m4	33	Habitat	113.883527842499	Median	21.5	5
0.5	0.338709677419355	m5	33	Habitat	142.644808117601	Median	21.5	5
0.741935483870968	0.338709677419355	m6	33	Habitat	127.804859675345	Median	21.5	5
0.709677419354839	0.338709677419355	m7	33	Habitat	123.430411430079	Median	21.5	5
0.909090909090909	0.204545454545455	m1	33	Gens	115.589036133287	Median	9	5
0.909090909090909	0.204545454545455	m2	33	Gens	107.485577778273	Median	9	5
0.727272727272727	0.204545454545455	m3	33	Gens	91.3088182620393	Median	9	5
0.818181818181818	0.204545454545455	m4	33	Gens	100.009635406348	Median	9	5
0.545454545454545	0.204545454545455	m5	33	Gens	119.750714583542	Median	9	5
0.886363636363636	0.204545454545455	m6	33	Gens	102.564033785205	Median	9	5
0.886363636363636	0.204545454545455	m7	33	Gens	94.4606700841849	Median	9	5
0.833333333333333	0.25	m1	33	Habitat	77.0903549557528	Minimum	6	5
0.791666666666667	0.25	m2	33	Habitat	67.8629437331693	Minimum	6	5
0.625	0.25	m3	33	Habitat	60.6949272508704	Minimum	6	5
0.791666666666667	0.25	m4	33	Habitat	68.9094400218306	Minimum	6	5
0.625	0.25	m5	33	Habitat	65.9477153487252	Minimum	6	5
0.75	0.25	m6	33	Habitat	68.6510684951118	Minimum	6	5
0.625	0.25	m7	33	Habitat	65.1392838375033	Minimum	6	5
0.9	0.166666666666667	m1	33	Gens	120.549206051003	Minimum	5	5
0.866666666666667	0.166666666666667	m2	33	Gens	113.37979855622	Minimum	5	5
0.766666666666667	0.166666666666667	m3	33	Gens	84.6764127710238	Minimum	5	5
0.833333333333333	0.166666666666667	m4	33	Gens	99.7750213434453	Minimum	5	5
0.533333333333333	0.166666666666667	m5	33	Gens	98.5953184357434	Minimum	5	5
0.866666666666667	0.166666666666667	m6	33	Gens	97.5435858178054	Minimum	5	5
0.833333333333333	0.166666666666667	m7	33	Gens	90.3741826239135	Minimum	5	5
0.862745098039216	0.274509803921569	m1	34	Habitat	147.242742258392	Median	14	2
0.862745098039216	0.274509803921569	m2	34	Habitat	133.107277684065	Median	14	2
0.666666666666667	0.274509803921569	m3	34	Habitat	130.525450042466	Median	14	2
0.803921568627451	0.274509803921569	m4	34	Habitat	131.218984700955	Median	14	2
0.509803921568627	0.274509803921569	m5	34	Habitat	141.331344613357	Median	14	2
0.764705882352941	0.274509803921569	m6	34	Habitat	124.317981671554	Median	14	2
0.745098039215686	0.274509803921569	m7	34	Habitat	113.168059004767	Median	14	2
0.815789473684211	0.0789473684210526	m1	34	Gens	435.408121227759	Median	3.5	2
0.815789473684211	0.0789473684210526	m2	34	Gens	384.593060408681	Median	3.5	2
0.473684210526316	0.0789473684210526	m3	34	Gens	260.23264433373	Median	3.5	2
0.710526315789474	0.0789473684210526	m4	34	Gens	321.502500438788	Median	3.5	2
0.368421052631579	0.0789473684210526	m5	34	Gens	227.648581947696	Median	3.5	2
0.578947368421053	0.0789473684210526	m6	34	Gens	308.318947865411	Median	3.5	2
0.526315789473684	0.0789473684210526	m7	34	Gens	264.775157022694	Median	3.5	2
0.933333333333333	0.2	m1	34	Habitat	91.819085032499	Minimum	3	2
0.933333333333333	0.2	m2	34	Habitat	75.8190850366089	Minimum	3	2
0.6	0.2	m3	34	Habitat	71.9068024187146	Minimum	3	2
0.866666666666667	0.2	m4	34	Habitat	88.3177662372523	Minimum	3	2
0.533333333333333	0.2	m5	34	Habitat	66.366695091451	Minimum	3	2
0.8	0.2	m6	34	Habitat	75.0903549856182	Minimum	3	2
0.8	0.2	m7	34	Habitat	60.1368512523779	Minimum	3	2
0.857142857142857	0.0714285714285714	m1	34	Gens	402.136851254844	Minimum	2	2
0.857142857142857	0.0714285714285714	m2	34	Gens	376.136851276823	Minimum	2	2
0.464285714285714	0.0714285714285714	m3	34	Gens	238.49827140236	Minimum	2	2
0.714285714285714	0.0714285714285714	m4	34	Gens	313.046291274387	Minimum	2	2
0.321428571428571	0.0714285714285714	m5	34	Gens	210.918527795878	Minimum	2	2
0.571428571428571	0.0714285714285714	m6	34	Gens	275.919921103827	Minimum	2	2
0.5	0.0714285714285714	m7	34	Gens	255.465098834197	Minimum	2	2
0.882352941176471	0.274509803921569	m1	34	Habitat	152.953298629036	Median	14	3
0.882352941176471	0.274509803921569	m2	34	Habitat	137.632894855847	Median	14	3
0.666666666666667	0.274509803921569	m3	34	Habitat	124.737755270002	Median	14	3
0.823529411764706	0.274509803921569	m4	34	Habitat	126.449342238987	Median	14	3
0.529411764705882	0.274509803921569	m5	34	Habitat	137.933584439979	Median	14	3
0.823529411764706	0.274509803921569	m6	34	Habitat	123.872004304667	Median	14	3
0.784313725490196	0.274509803921569	m7	34	Habitat	115.163580279302	Median	14	3
0.837209302325581	0.116279069767442	m1	34	Gens	274.377161003729	Median	5	3
0.837209302325581	0.116279069767442	m2	34	Gens	256.377160914458	Median	5	3
0.581395348837209	0.116279069767442	m3	34	Gens	195.934436688216	Median	5	3
0.790697674418605	0.116279069767442	m4	34	Gens	226.910826660425	Median	5	3
0.465116279069767	0.116279069767442	m5	34	Gens	180.226250411572	Median	5	3
0.720930232558139	0.116279069767442	m6	34	Gens	207.555938568723	Median	5	3
0.651162790697674	0.116279069767442	m7	34	Gens	196.514512377105	Median	5	3
0.933333333333333	0.2	m1	34	Habitat	74.7725887482252	Minimum	3	3
0.933333333333333	0.2	m2	34	Habitat	66.7725887459417	Minimum	3	3
0.6	0.2	m3	34	Habitat	53.6975648282521	Minimum	3	3
0.866666666666667	0.2	m4	34	Habitat	62.5916737738124	Minimum	3	3
0.6	0.2	m5	34	Habitat	60.4546175040921	Minimum	3	3
0.866666666666667	0.2	m6	34	Habitat	70.5916737921961	Minimum	3	3
0.8	0.2	m7	34	Habitat	58.5492017381453	Minimum	3	3
0.866666666666667	0.1	m1	34	Gens	246.816447412948	Minimum	3	3
0.833333333333333	0.1	m2	34	Gens	213.047882995115	Minimum	3	3
0.533333333333333	0.1	m3	34	Gens	157.981107650883	Minimum	3	3
0.8	0.1	m4	34	Gens	198.36162487613	Minimum	3	3
0.466666666666667	0.1	m5	34	Gens	149.950456071765	Minimum	3	3
0.7	0.1	m6	34	Gens	193.374523287708	Minimum	3	3
0.6	0.1	m7	34	Gens	163.425043921324	Minimum	3	3
0.854838709677419	0.338709677419355	m1	34	Habitat	116.617470697773	Median	21.5	5
0.854838709677419	0.338709677419355	m2	34	Habitat	111.297066757864	Median	21.5	5
0.709677419354839	0.338709677419355	m3	34	Habitat	116.084532234784	Median	21.5	5
0.82258064516129	0.338709677419355	m4	34	Habitat	106.027183460471	Median	21.5	5
0.532258064516129	0.338709677419355	m5	34	Habitat	139.594484359991	Median	21.5	5
0.741935483870968	0.338709677419355	m6	34	Habitat	118.154755663859	Median	21.5	5
0.741935483870968	0.338709677419355	m7	34	Habitat	117.333032990714	Median	21.5	5
0.909090909090909	0.204545454545455	m1	34	Gens	125.302342070219	Median	9	5
0.909090909090909	0.204545454545455	m2	34	Gens	117.198883592787	Median	9	5
0.75	0.204545454545455	m3	34	Gens	99.2151487372878	Median	9	5
0.818181818181818	0.204545454545455	m4	34	Gens	109.049269690841	Median	9	5
0.545454545454545	0.204545454545455	m5	34	Gens	119.750714583542	Median	9	5
0.886363636363636	0.204545454545455	m6	34	Gens	102.564033785205	Median	9	5
0.886363636363636	0.204545454545455	m7	34	Gens	94.4606700841849	Median	9	5
0.958333333333333	0.25	m1	34	Habitat	77.0040242624237	Minimum	6	5
0.958333333333333	0.25	m2	34	Habitat	71.0040242679492	Minimum	6	5
0.625	0.25	m3	34	Habitat	66.1537739386603	Minimum	6	5
0.916666666666667	0.25	m4	34	Habitat	67.7766130272669	Minimum	6	5
0.666666666666667	0.25	m5	34	Habitat	64.3920714436084	Minimum	6	5
0.875	0.25	m6	34	Habitat	62.9094399774555	Minimum	6	5
0.791666666666667	0.25	m7	34	Habitat	62.087717326242	Minimum	6	5
0.866666666666667	0.166666666666667	m1	34	Gens	122.816447400713	Minimum	5	5
0.866666666666667	0.166666666666667	m2	34	Gens	114.059394763176	Minimum	5	5
0.733333333333333	0.166666666666667	m3	34	Gens	87.9082515142974	Minimum	5	5
0.8	0.166666666666667	m4	34	Gens	101.697564785625	Minimum	5	5
0.533333333333333	0.166666666666667	m5	34	Gens	96.730532253989	Minimum	5	5
0.833333333333333	0.166666666666667	m6	34	Gens	99.1312353446532	Minimum	5	5
0.833333333333333	0.166666666666667	m7	34	Gens	90.3741826239135	Minimum	5	5
0.862745098039216	0.274509803921569	m1	35	Habitat	155.725887481122	Median	14	2
0.862745098039216	0.274509803921569	m2	35	Habitat	141.085079786966	Median	14	2
0.607843137254902	0.274509803921569	m3	35	Habitat	133.055521478941	Median	14	2
0.784313725490196	0.274509803921569	m4	35	Habitat	132.419427847997	Median	14	2
0.568627450980392	0.274509803921569	m5	35	Habitat	137.776377609997	Median	14	2
0.764705882352941	0.274509803921569	m6	35	Habitat	133.851930100561	Median	14	2
0.725490196078431	0.274509803921569	m7	35	Habitat	124.643858841544	Median	14	2
0.815789473684211	0.0789473684210526	m1	35	Gens	412.180709991863	Median	3.5	2
0.815789473684211	0.0789473684210526	m2	35	Gens	361.365649151359	Median	3.5	2
0.473684210526316	0.0789473684210526	m3	35	Gens	259.845438021188	Median	3.5	2
0.736842105263158	0.0789473684210526	m4	35	Gens	320.822904249407	Median	3.5	2
0.342105263157895	0.0789473684210526	m5	35	Gens	235.523074974536	Median	3.5	2
0.552631578947368	0.0789473684210526	m6	35	Gens	287.725682387435	Median	3.5	2
0.5	0.0789473684210526	m7	35	Gens	244.181891579652	Median	3.5	2
0.933333333333333	0.2	m1	35	Habitat	90.7725887473806	Minimum	3	2
0.933333333333333	0.2	m2	35	Habitat	82.772588736308	Minimum	3	2
0.6	0.2	m3	35	Habitat	69.5011137958647	Minimum	3	2
0.866666666666667	0.2	m4	35	Habitat	77.5451774978251	Minimum	3	2
0.6	0.2	m5	35	Habitat	60.4546175040922	Minimum	3	2
0.866666666666667	0.2	m6	35	Habitat	78.5916737825739	Minimum	3	2
0.8	0.2	m7	35	Habitat	66.5492017821366	Minimum	3	2
0.785714285714286	0.0714285714285714	m1	35	Gens	328.635532456815	Minimum	2	2
0.785714285714286	0.0714285714285714	m2	35	Gens	328.635532470359	Minimum	2	2
0.428571428571429	0.0714285714285714	m3	35	Gens	216.996952170266	Minimum	2	2
0.678571428571429	0.0714285714285714	m4	35	Gens	261.725887457733	Minimum	2	2
0.357142857142857	0.0714285714285714	m5	35	Gens	195.459823440576	Minimum	2	2
0.571428571428571	0.0714285714285714	m6	35	Gens	241.271064926251	Minimum	2	2
0.5	0.0714285714285714	m7	35	Gens	222.909236973077	Minimum	2	2
0.843137254901961	0.274509803921569	m1	35	Habitat	140.736573549439	Median	14	3
0.843137254901961	0.274509803921569	m2	35	Habitat	126.324223136018	Median	14	3
0.666666666666667	0.274509803921569	m3	35	Habitat	128.087307180808	Median	14	3
0.803921568627451	0.274509803921569	m4	35	Habitat	126.58398132782	Median	14	3
0.529411764705882	0.274509803921569	m5	35	Habitat	139.12379033553	Median	14	3
0.764705882352941	0.274509803921569	m6	35	Habitat	122.899313006876	Median	14	3
0.725490196078431	0.274509803921569	m7	35	Habitat	115.481346740358	Median	14	3
0.837209302325581	0.116279069767442	m1	35	Gens	238.042266989368	Median	5	3
0.837209302325581	0.116279069767442	m2	35	Gens	204.309512645399	Median	5	3
0.534883720930233	0.116279069767442	m3	35	Gens	165.991158901874	Median	5	3
0.790697674418605	0.116279069767442	m4	35	Gens	194.282576737114	Median	5	3
0.465116279069767	0.116279069767442	m5	35	Gens	183.759318222273	Median	5	3
0.744186046511628	0.116279069767442	m6	35	Gens	218.034013460114	Median	5	3
0.674418604651163	0.116279069767442	m7	35	Gens	191.259832993071	Median	5	3
0.8	0.2	m1	35	Habitat	73.3642625381058	Minimum	3	3
0.8	0.2	m2	35	Habitat	58.0438586561193	Minimum	3	3
0.6	0.2	m3	35	Habitat	55.4236572730742	Minimum	3	3
0.733333333333333	0.2	m4	35	Habitat	68.1368512412012	Minimum	3	3
0.6	0.2	m5	35	Habitat	63.8709923070101	Minimum	3	3
0.733333333333333	0.2	m6	35	Habitat	70.3682868351644	Minimum	3	3
0.666666666666667	0.2	m7	35	Habitat	57.6820287973183	Minimum	3	3
0.8	0.1	m1	35	Gens	198.866968024888	Minimum	3	3
0.8	0.1	m2	35	Gens	198.866967986035	Minimum	3	3
0.533333333333333	0.1	m3	35	Gens	157.981107696589	Minimum	3	3
0.8	0.1	m4	35	Gens	180.86696799563	Minimum	3	3
0.5	0.1	m5	35	Gens	144.756674972981	Minimum	3	3
0.7	0.1	m6	35	Gens	171.864330438311	Minimum	3	3
0.6	0.1	m7	35	Gens	162.182096647313	Minimum	3	3
0.887096774193548	0.338709677419355	m1	35	Habitat	123.946657094431	Median	21.5	5
0.870967741935484	0.338709677419355	m2	35	Habitat	115.398841923585	Median	21.5	5
0.741935483870968	0.338709677419355	m3	35	Habitat	111.567665373317	Median	21.5	5
0.854838709677419	0.338709677419355	m4	35	Habitat	104.377721909766	Median	21.5	5
0.564516129032258	0.338709677419355	m5	35	Habitat	133.791108725864	Median	21.5	5
0.806451612903226	0.338709677419355	m6	35	Habitat	111.702318243512	Median	21.5	5
0.790322580645161	0.338709677419355	m7	35	Habitat	107.509520612316	Median	21.5	5
0.909090909090909	0.204545454545455	m1	35	Gens	125.302342070219	Median	9	5
0.909090909090909	0.204545454545455	m2	35	Gens	117.198883592787	Median	9	5
0.75	0.204545454545455	m3	35	Gens	99.2151487372878	Median	9	5
0.818181818181818	0.204545454545455	m4	35	Gens	109.049269690841	Median	9	5
0.545454545454545	0.204545454545455	m5	35	Gens	119.750714583542	Median	9	5
0.886363636363636	0.204545454545455	m6	35	Gens	102.564033785205	Median	9	5
0.886363636363636	0.204545454545455	m7	35	Gens	94.4606700841849	Median	9	5
0.916666666666667	0.25	m1	35	Habitat	67.6381700950265	Minimum	6	5
0.916666666666667	0.25	m2	35	Habitat	61.6381700611917	Minimum	6	5
0.75	0.25	m3	35	Habitat	59.8709922759193	Minimum	6	5
0.916666666666667	0.25	m4	35	Habitat	67.638170078787	Minimum	6	5
0.666666666666667	0.25	m5	35	Habitat	65.2681188723056	Minimum	6	5
0.75	0.25	m6	35	Habitat	64.9405121617386	Minimum	6	5
0.666666666666667	0.25	m7	35	Habitat	64.6561387987922	Minimum	6	5
0.866666666666667	0.166666666666667	m1	35	Gens	112.136851244149	Minimum	5	5
0.866666666666667	0.166666666666667	m2	35	Gens	103.379798548495	Minimum	5	5
0.766666666666667	0.166666666666667	m3	35	Gens	74.6764127681179	Minimum	5	5
0.8	0.166666666666667	m4	35	Gens	90.109915288895	Minimum	5	5
0.533333333333333	0.166666666666667	m5	35	Gens	96.730532253989	Minimum	5	5
0.833333333333333	0.166666666666667	m6	35	Gens	99.1312353446532	Minimum	5	5
0.833333333333333	0.166666666666667	m7	35	Gens	90.3741826239135	Minimum	5	5
0.882352941176471	0.274509803921569	m1	36	Habitat	153.033733501938	Median	14	2
0.882352941176471	0.274509803921569	m2	36	Habitat	138.218672836936	Median	14	2
0.686274509803922	0.274509803921569	m3	36	Habitat	121.459823289984	Median	14	2
0.843137254901961	0.274509803921569	m4	36	Habitat	120.671903629759	Median	14	2
0.588235294117647	0.274509803921569	m5	36	Habitat	129.105477226122	Median	14	2
