Model	Iteration	Variable	Type	Subsampled	MinObs	decay	logLoss	logLossSD	AUC	Accuracy	AccuracySD	Kappa
m4	1	Gens	Minimum	2	2	0.1	0.771957340590102	0.156987837958775	0.968005932835654	0.716109391124871	0.107037273782786	0.665540644302865
m5	1	Gens	Minimum	2	2	0	1.66543266452392	0.874814574740805	0.868071155388299	0.501472431077694	0.0517082927059406	0.393980613336495
m5	1	Gens	Minimum	2	2	1e-04	1.31304049885106	0.395631362818747	0.865394387711532	0.545332080200501	0.0752802339610371	0.446852967665271
m5	1	Gens	Minimum	2	2	0.1	1.36056421537508	0.206587477019956	0.863507093718974	0.526284461152882	0.0922282831880231	0.423921525584892
m6	1	Gens	Minimum	2	2	0	1.321822468458	0.870290631341883	0.961184012796629	0.718620079610792	0.0838596630667489	0.66693826213339
m6	1	Gens	Minimum	2	2	1e-04	0.752716019308024	0.289448541737606	0.961280166642783	0.730148901665929	0.0756661377027277	0.680992436328424
m6	1	Gens	Minimum	2	2	0.1	0.778908981909023	0.157559329018905	0.95147247433509	0.740675217455403	0.0712072777240459	0.693129159540066
m7	1	Gens	Minimum	2	2	0	1.43871104211705	1.72856708519612	0.915071128934132	0.687671998624011	0.0496849768042744	0.624419073459306
m7	1	Gens	Minimum	2	2	1e-04	0.83586012931451	0.379010603338924	0.938626684489688	0.698198314413485	0.0393253177070602	0.636878089852748
m7	1	Gens	Minimum	2	2	0.1	0.993550667907221	0.0585925311325748	0.93934890671191	0.698198314413485	0.0393253177070602	0.636878089852748
m1	1	Habitat	Median	14	3	0	5.03965424826945	4.09568356396393	0.864087301587302	0.766060606060606	0.126574564166137	0.691326644370123
m1	1	Habitat	Median	14	3	1e-04	1.43173394219536	1.19946187409804	0.90484126984127	0.727878787878788	0.1176054320566	0.638297443720785
m1	1	Habitat	Median	14	3	0.1	0.754793770394014	0.323646845932188	0.912619047619048	0.746060606060606	0.106414992350128	0.662741888165229
m2	1	Habitat	Median	14	3	0	2.87510983976611	1.57618235641678	0.924066460908373	0.699656002751978	0.0935034732501862	0.569253348864298
m2	1	Habitat	Median	14	3	1e-04	0.938248472291994	0.41077198336179	0.927355602322514	0.7218782249742	0.0793276412456756	0.598773455932044
m2	1	Habitat	Median	14	3	0.1	0.655795165060112	0.106919799520768	0.924522072290455	0.689129686962504	0.0245414975622885	0.532009566012899
m3	1	Habitat	Median	14	3	0	0.771371067392475	0.127977540380981	0.85455969030969	0.676608187134503	0.0693050308815724	0.502024407766841
m3	1	Habitat	Median	14	3	1e-04	0.772039019276247	0.127806890489344	0.85455969030969	0.666081871345029	0.0718132464702164	0.482888479122411
m3	1	Habitat	Median	14	3	0.1	0.913593701468786	0.0834813626906769	0.848482767232767	0.666081871345029	0.0718132464702164	0.482888479122411
m4	1	Habitat	Median	14	3	0	1.93844040478938	1.42110700744136	0.902780982111284	0.700555555555556	0.0927212069713408	0.560045967123217
m4	1	Habitat	Median	14	3	1e-04	0.836494971524376	0.319547962695034	0.905889642242003	0.664444444444444	0.125560471880148	0.505729212381902
m4	1	Habitat	Median	14	3	0.1	0.791834713583098	0.143890016872928	0.898062261289622	0.688055555555556	0.108349357789206	0.51406045999829
m5	1	Habitat	Median	14	3	0	2.04103795776661	1.05914802592278	0.73684789067142	0.490127278981768	0.0674069607661957	0.201085241513411
m5	1	Habitat	Median	14	3	1e-04	1.29538908424632	0.331229771525746	0.743449197860963	0.490127278981768	0.0674069607661957	0.201085241513411
m5	1	Habitat	Median	14	3	0.1	1.11163350908995	0.107449511670362	0.754512232048997	0.490127278981768	0.0674069607661957	0.201085241513411
m6	1	Habitat	Median	14	3	0	1.71577294229444	1.07583691932663	0.857172640268228	0.626944444444444	0.143733560519988	0.457286941983411
m6	1	Habitat	Median	14	3	1e-04	0.97944463857078	0.437860960291508	0.869798371262381	0.614444444444444	0.0973094846480503	0.430113892173961
m6	1	Habitat	Median	14	3	0.1	0.798701990425271	0.189472213876235	0.88713024260741	0.614444444444444	0.0973094846480503	0.428233419705254
m7	1	Habitat	Median	14	3	0	1.34817537146442	1.12218286013444	0.892899222509517	0.646439628482972	0.0796294746255588	0.480423397737143
m7	1	Habitat	Median	14	3	1e-04	0.834418276624968	0.422701195561021	0.888470651080945	0.679772961816305	0.0946169417724771	0.514037445507755
m7	1	Habitat	Median	14	3	0.1	0.797680716673418	0.250794439743158	0.893879614666379	0.679772961816305	0.0946169417724771	0.514037445507755
m1	1	Gens	Median	5	3	0	1.10651013471656	1.82072794378596	0.971825396825397	0.791666666666667	0.0481125224324688	0.765973152058228
m1	1	Gens	Median	5	3	1e-04	0.346863959042154	0.118889351536438	0.978968253968254	0.766666666666667	0.0152145154862546	0.737401723486799
m1	1	Gens	Median	5	3	0.1	0.508890903360757	0.0367484389883242	0.978968253968254	0.766666666666667	0.0152145154862546	0.737401723486799
m2	1	Gens	Median	5	3	0	1.3695129310675	1.0834482914805	0.970951915920542	0.868421052631579	0.0602878314332626	0.845667971168554
m2	1	Gens	Median	5	3	1e-04	0.465630248845562	0.251981224948145	0.979311623439913	0.868421052631579	0.0602878314332626	0.845486249354364
m2	1	Gens	Median	5	3	0.1	0.528110087256686	0.116102790595361	0.981511169925174	0.868421052631579	0.0602878314332626	0.845486249354364
m3	1	Gens	Median	5	3	0	1.42743706024428	0.928083526687952	0.92146974429724	0.646838665290678	0.0693140833449171	0.575056001421297
m3	1	Gens	Median	5	3	1e-04	0.941794414036401	0.271014328620348	0.92146974429724	0.616312349501204	0.0841168697097963	0.542519747067287
m3	1	Gens	Median	5	3	0.1	1.08470108776734	0.131770508227368	0.915866840256836	0.605201238390093	0.0968536031395042	0.530033215773195
m4	1	Gens	Median	5	3	0	1.63097748776164	1.58591120852195	0.951342620886739	0.77750257997936	0.0402496258191087	0.736332414605286
m4	1	Gens	Median	5	3	1e-04	0.664733556068866	0.40577968161172	0.972412139603316	0.766391468868249	0.061423788734084	0.723906314424913
m4	1	Gens	Median	5	3	0.1	0.752894627509733	0.139932854775144	0.96835272189684	0.734296525627795	0.104521003754543	0.685285715273638
m5	1	Gens	Median	5	3	0	1.64128755184828	0.890297997645539	0.870468521660085	0.535528158631874	0.0433155080541123	0.434827543813237
m5	1	Gens	Median	5	3	1e-04	1.3212736850634	0.418312552260914	0.869458420649984	0.547292864514227	0.0641754207442838	0.448469375683909
m5	1	Gens	Median	5	3	0.1	1.35261845689327	0.193762891122583	0.86580344988975	0.545051968155683	0.0452850180787977	0.444881905234736
m6	1	Gens	Median	5	3	0	1.47862638652625	1.36568466570286	0.955561154095016	0.688574131406949	0.0587484891419983	0.633234133842954
m6	1	Gens	Median	5	3	1e-04	0.794097598090559	0.40963567656676	0.955951268474101	0.699963020295838	0.0152805421889259	0.645419453821081
m6	1	Gens	Median	5	3	0.1	0.813558359414233	0.101837459883167	0.946482722722467	0.710489336085311	0.019312490124832	0.657517549899759
m7	1	Gens	Median	5	3	0	1.34125214378809	0.927048401224122	0.933236612644894	0.688851909184726	0.0152468933092297	0.625550955502137
m7	1	Gens	Median	5	3	1e-04	0.814452527824877	0.210191834913015	0.939574501335724	0.699963020295838	0.0152805421889259	0.638689641633524
m7	1	Gens	Median	5	3	0.1	0.989206963835412	0.0709333536723332	0.940644020052302	0.721600447196422	0.0362790535880155	0.664287344158354
m1	1	Habitat	Minimum	3	3	0	4.50847419599199	4.79417510922736	0.854166666666667	0.746666666666667	0.255603860169077	0.598214285714286
m1	1	Habitat	Minimum	3	3	1e-04	1.93889816772381	1.660739426848	0.841666666666667	0.68	0.317630113321909	0.491071428571429
m1	1	Habitat	Minimum	3	3	0.1	1.11883411035639	0.530461951624366	0.841666666666667	0.48	0.375351686940247	0.392857142857143
m2	1	Habitat	Minimum	3	3	0	1.36934957208349	1.42479840823197	0.939157023532023	0.780572755417957	0.0938521351108436	0.670088262341291
m2	1	Habitat	Minimum	3	3	1e-04	0.599316658077308	0.392211956896728	0.941494685869686	0.780572755417957	0.0938521351108436	0.667923101138273
m2	1	Habitat	Minimum	3	3	0.1	0.616293152394191	0.110894026797619	0.921739926739927	0.725967492260062	0.0702844872328704	0.574273947175987
m3	1	Habitat	Minimum	3	3	0	0.775476711142514	0.0552499027617289	0.856102473914974	0.665187478500172	0.0899828682584441	0.480345787801316
m3	1	Habitat	Minimum	3	3	1e-04	0.776068302054077	0.0553015025525231	0.85246611027861	0.665187478500172	0.0899828682584441	0.480345787801316
m3	1	Habitat	Minimum	3	3	0.1	0.911042412510603	0.0669480515121236	0.845298278110778	0.665187478500172	0.0899828682584441	0.480345787801316
m4	1	Habitat	Minimum	3	3	0	1.9380754270875	2.2354101083501	0.880408331456126	0.661754385964912	0.162308674687251	0.494295529158883
m4	1	Habitat	Minimum	3	3	1e-04	0.896618905103392	0.538936006274579	0.881317422365216	0.640701754385965	0.16122415664456	0.458249842167863
m4	1	Habitat	Minimum	3	3	0.1	0.873026553255333	0.237287057952724	0.873037875115081	0.640701754385965	0.16122415664456	0.458249842167863
m5	1	Habitat	Minimum	3	3	0	1.51347416453758	1.27900763077746	0.78832931243593	0.499346405228758	0.0393682269728279	0.216211118753531
m5	1	Habitat	Minimum	3	3	1e-04	1.14810257567944	0.462685008051282	0.77582931243593	0.499346405228758	0.0393682269728279	0.216211118753531
m5	1	Habitat	Minimum	3	3	0.1	1.07835295451294	0.146625025359193	0.779595546202164	0.521637426900585	0.0310671607013361	0.240241788045328
m6	1	Habitat	Minimum	3	3	0	2.17148485475124	1.2147822579066	0.803846832497568	0.656233230134159	0.0853999232623481	0.48780004127208
m6	1	Habitat	Minimum	3	3	1e-04	1.11899005536998	0.410068270100671	0.841478411444936	0.631847265221878	0.0739772396325384	0.448860822887857
m6	1	Habitat	Minimum	3	3	0.1	0.822632009438021	0.153042518314762	0.860474035703718	0.666233230134159	0.079071325957103	0.496418945105828
m7	1	Habitat	Minimum	3	3	0	1.04156851220606	0.935213016141872	0.893073017668606	0.678018575851393	0.0429364861069532	0.526911254670717
m7	1	Habitat	Minimum	3	3	1e-04	0.756141695008256	0.301974134826916	0.893073017668606	0.668145854833161	0.0708716359502024	0.501472817886878
m7	1	Habitat	Minimum	3	3	0.1	0.792744564605506	0.144277180185215	0.894847007567596	0.668145854833161	0.0708716359502024	0.501472817886878
m1	1	Gens	Minimum	3	3	0	2.91724384588838	2.55982849015407	0.957460317460317	0.638412698412698	0.108729579421467	0.562806143628061
m1	1	Gens	Minimum	3	3	1e-04	0.758325569146401	0.52023742693034	0.977777777777778	0.616190476190476	0.0809243648999924	0.548405019637896
m1	1	Gens	Minimum	3	3	0.1	0.834383403386435	0.115218093078346	0.970555555555556	0.666190476190476	0.0672676988654852	0.609943481176358
m2	1	Gens	Minimum	3	3	0	1.29758641212604	1.03154271396409	0.969322290304295	0.847306501547988	0.0636154734846604	0.821128658930097
m2	1	Gens	Minimum	3	3	1e-04	0.467315229388681	0.27231729178201	0.979428893367554	0.858544891640867	0.0755748100724824	0.834232522886098
m2	1	Gens	Minimum	3	3	0.1	0.537779142454158	0.110099574877837	0.979698878284598	0.867832817337461	0.0461866691591518	0.844442815175124
m3	1	Gens	Minimum	3	3	0	1.40735657164138	0.99068195653612	0.917791959538283	0.662997690304192	0.089856843957418	0.592265133468662
m3	1	Gens	Minimum	3	3	1e-04	0.903573845939008	0.312998375035201	0.92195862620495	0.661995184038528	0.102458921719828	0.593137908823975
m3	1	Gens	Minimum	3	3	0.1	1.06018727550503	0.160873119300521	0.914773616225822	0.627373335299032	0.0744336024339429	0.551212799158586
m4	1	Gens	Minimum	3	3	0	1.76204105044515	1.3515855932509	0.950977957227957	0.719413116123642	0.106843586033947	0.668036825145743
m4	1	Gens	Minimum	3	3	1e-04	0.685337589798049	0.26172796797502	0.970779403058815	0.74499791144528	0.10049398502946	0.697636621619223
m4	1	Gens	Minimum	3	3	0.1	0.775920329176122	0.105718972360485	0.968445772636949	0.721000417710944	0.0847796914030096	0.670574047720226
m5	1	Gens	Minimum	3	3	0	1.78823155185057	0.902806240538523	0.866693888627712	0.521637426900585	0.0310671607013361	0.419641944991956
m5	1	Gens	Minimum	3	3	1e-04	1.34413339590518	0.301746906969371	0.862992351194557	0.5328173374613	0.0285938077746596	0.432835220083354
m5	1	Gens	Minimum	3	3	0.1	1.37261526466479	0.103346887444028	0.859409649174355	0.533402132782938	0.012480512192177	0.433174451321914
m6	1	Gens	Minimum	3	3	0	1.30101288370846	1.19071080862593	0.958245810604944	0.689754041967664	0.0726947742478546	0.63306168248046
m6	1	Gens	Minimum	3	3	1e-04	0.754297386392362	0.468252913818886	0.957657575310826	0.724545063639491	0.0878960069518232	0.674125257458591
m6	1	Gens	Minimum	3	3	0.1	0.794276944206511	0.191255620565854	0.952074729306927	0.724545063639491	0.0878960069518232	0.673776914648284
m7	1	Gens	Minimum	3	3	0	1.19125277386042	0.859333453930241	0.936878311997314	0.707919799498747	0.0872096904937568	0.649513475900989
m7	1	Gens	Minimum	3	3	1e-04	0.799642339817507	0.296705968804845	0.944181738418387	0.730083542188805	0.0786912564358837	0.675627692306897
m7	1	Gens	Minimum	3	3	0.1	0.971724742492145	0.154772554966394	0.943718775455424	0.719557226399332	0.0891824819580274	0.663209391653302
m1	1	Habitat	Median	21.5	5	0	3.02403939258234	2.75145350215377	0.875871212121212	0.773076923076923	0.0416913142089977	0.679895564337789
m1	1	Habitat	Median	21.5	5	1e-04	1.00577773543349	0.843636360286825	0.920473484848485	0.788461538461538	0.0526656305293429	0.702702581881649
m1	1	Habitat	Median	21.5	5	0.1	0.572539772563547	0.222802065061536	0.920473484848485	0.788461538461538	0.0526656305293429	0.702702581881649
m2	1	Habitat	Median	21.5	5	0	1.5611706434851	1.05157529808855	0.931104121433262	0.754117647058824	0.103872640267855	0.647696500261598
m2	1	Habitat	Median	21.5	5	1e-04	0.62985676766073	0.299908487085798	0.938332761214534	0.754117647058824	0.103872640267855	0.643961907006297
m2	1	Habitat	Median	21.5	5	0.1	0.636862492478981	0.121006062569346	0.930479766986539	0.732352941176471	0.101138379278082	0.601549072177175
m3	1	Habitat	Median	21.5	5	0	1.25182479755646	1.11113632457317	0.848504647807473	0.681241830065359	0.117953395651184	0.509307913198827
m3	1	Habitat	Median	21.5	5	1e-04	0.91174666390421	0.361579517345112	0.848504647807473	0.669477124183007	0.131683451578167	0.489688514794898
m3	1	Habitat	Median	21.5	5	0.1	0.950165962901239	0.166097196054291	0.829758005560831	0.669477124183007	0.131683451578167	0.489688514794898
m4	1	Habitat	Median	21.5	5	0	2.24076619544927	2.30485798262688	0.905970525797732	0.744444444444444	0.121716123890037	0.623929559051556
m4	1	Habitat	Median	21.5	5	1e-04	0.926154747719747	0.578699828844	0.913029349327143	0.711111111111111	0.126686158344349	0.566836272886891
m4	1	Habitat	Median	21.5	5	0.1	0.795710137817695	0.200358419302876	0.911519484192278	0.7	0.121716123890037	0.548076930584948
m5	1	Habitat	Median	21.5	5	0	1.58365050913807	1.40820262830281	0.791775703463203	0.500833333333333	0.128813735273307	0.239280402914381
m5	1	Habitat	Median	21.5	5	1e-04	1.16190970563192	0.476901152697015	0.775775703463203	0.513333333333333	0.124076838001277	0.242815566408329
m5	1	Habitat	Median	21.5	5	0.1	1.07940682341916	0.179550416239233	0.756641981792717	0.534444444444444	0.114152810729876	0.258553518494777
m6	1	Habitat	Median	21.5	5	0	1.36354530418124	0.765630164278678	0.866820641368436	0.652837977296182	0.0643800752269625	0.482777705670982
m6	1	Habitat	Median	21.5	5	1e-04	0.891889517126565	0.275202613188315	0.872931752479547	0.641073271413829	0.0820787093327887	0.458399152471272
m6	1	Habitat	Median	21.5	5	0.1	0.792432425119138	0.121020976205596	0.887601860149654	0.641073271413829	0.0820787093327887	0.458399152471272
m7	1	Habitat	Median	21.5	5	0	1.71353421538231	2.32489128912108	0.877083600631395	0.654420364637083	0.0798326939558457	0.491014595065515
m7	1	Habitat	Median	21.5	5	1e-04	0.917006992349538	0.552895757411613	0.877083600631395	0.654420364637083	0.0798326939558457	0.477023267330976
m7	1	Habitat	Median	21.5	5	0.1	0.826383126154493	0.140563331452962	0.88545156599936	0.654420364637083	0.0798326939558457	0.477023267330976
m1	1	Gens	Median	9	5	0	0.141011408640927	0.0642693872138164	0.987301587301587	0.907777777777778	0.0526093804713594	0.887078004688068
m1	1	Gens	Median	9	5	1e-04	0.136736148462073	0.0576696058148735	0.987301587301587	0.907777777777778	0.0526093804713594	0.887078004688068
m1	1	Gens	Median	9	5	0.1	0.321973176898941	0.0521513732775851	0.987301587301587	0.885555555555556	0.0106501608403782	0.85980527741534
m2	1	Gens	Median	9	5	0	1.35443708697351	1.07775356631159	0.967832738092579	0.86953216374269	0.069345235382523	0.845415324733393
m2	1	Gens	Median	9	5	1e-04	0.463086531975656	0.258408770430342	0.976918592530048	0.858421052631579	0.0578372625105559	0.832496211497178
m2	1	Gens	Median	9	5	0.1	0.526294376877352	0.0974929493813183	0.979672421334297	0.890584795321637	0.0747081459336376	0.869420881209766
m3	1	Gens	Median	9	5	0	1.46882432736503	0.946691537305215	0.918908166996402	0.667565359477124	0.0355467274759827	0.595968849001523
m3	1	Gens	Median	9	5	1e-04	0.953207843629504	0.225604280318103	0.918908166996402	0.623319327731092	0.0538021715609402	0.547377552453633
