Model	Iteration	Variable	Subsampled	MinObs	decay	logLoss	logLossSD	AIC	AUC	Accuracy	AccuracySD	Kappa
m2	7	Egg	2	2	1e-04	0.494235977036734	0.328293361331496	65.7227610957155	0.966333333333333	0.531119047619048	0.246415065866235	0.448894068774638
m3	7	Egg	2	2	0.1	1.63129925300432	0.221739575356264	54.5610335741553	0.769097222222222	0.135833333333333	0.144432303297047	0.0557336603871337
m4	7	Egg	2	2	0.1	1.19446526623715	0.296090488550423	56.8155663573527	0.885658914728682	0.435666666666667	0.22080380655155	0.336306617727199
m5	7	Egg	2	2	0.1	1.64026117367491	0.266670277165678	62.3038895815747	0.804263565891473	0.201666666666667	0.177137419943761	0.109351379538565
m6	7	Egg	2	2	1e-04	0.73597128545472	0.811270002556336	63.8190850352606	0.959126984126984	0.523380952380952	0.271115821101255	0.445572304352551
m7	7	Egg	2	2	0	0.295601513382969	0.161885191327939	55.7829517165079	0.972764227642276	0.550023809523809	0.240085356442002	0.472671478564062
m1	8	Egg	2	2	0	5.14152620477237e-06	4.89408941545171e-06	76.5189459810425	1	0.721666666666667	0.285210695363801	0.671724565289783
m2	8	Egg	2	2	0	0.301490790058626	0.185409058059603	55.7355564100443	0.961666666666667	0.553119047619048	0.23844555637523	0.458337447031697
m3	8	Egg	2	2	0	1.43386757485859	0.233648090813317	47.833318375757	0.777604166666667	0.125952380952381	0.152305213560897	0.0665949941627972
m4	8	Egg	2	2	0	0.319600612913414	0.140690511839536	45.8001121544084	0.967777777777778	0.531428571428571	0.262766521384537	0.452250248115606
m5	8	Egg	2	2	0	1.06747365462881	0.236651694639644	48.9218154018599	0.862083333333333	0.245	0.176978950221626	0.162598405856718
m6	8	Egg	2	2	0	5.23029023499725e-06	6.08218377133233e-06	78.5238250853662	1	0.723952380952381	0.267814692804283	0.664125265942154
m7	8	Egg	2	2	0	0.328523973479484	0.127718297582988	55.7829517165079	0.971354166666667	0.508785714285714	0.237431420707445	0.433906404763182
m1	9	Egg	2	2	0.1	0.933765394724837	0.206122344297716	98.4329960747885	0.962925170068027	0.466190476190476	0.254047832049149	0.376765186963865
m2	9	Egg	2	2	1e-04	0.626382038896075	0.719437932283975	80.0230898589289	0.96962962962963	0.581071428571429	0.236056780099909	0.504226694090773
m3	9	Egg	2	2	0.1	1.80824228824409	0.282920127771528	54.5610293364934	0.723684210526316	0.108952380952381	0.140325132174227	0.0497497922021786
m4	9	Egg	2	2	0.1	1.51978607286128	0.334644348856338	68.634172980354	0.737666666666667	0.278452380952381	0.222823443296323	0.192983038710732
m5	9	Egg	2	2	0.1	1.92527744033998	0.255032069372282	75.3525272863081	0.630894308943089	0.120619047619048	0.132061731659374	0.0523719898889439
m6	9	Egg	2	2	1e-04	0.639966522466278	0.239899453879865	75.7118368328664	0.978623188405797	0.410380952380952	0.22002066539207	0.315232873541238
m7	9	Egg	2	2	0	0.320259995946424	0.143800648310757	73.960074714835	0.981862745098039	0.520595238095238	0.233978693224263	0.426521515509167
m1	10	Egg	2	2	0	0.273242088050154	0.15811858219764	78.5128215270138	0.975238095238095	0.557071428571429	0.238625061057171	0.472105944164526
m2	10	Egg	2	2	0	0.287926952021276	0.165484299916699	55.7355564100443	0.966352201257862	0.607833333333333	0.258225566747582	0.525656655597367
m3	10	Egg	2	2	0	1.4658026113295	0.255743101963802	47.833318375757	0.74037037037037	0.145833333333333	0.155454061406037	0.0714102359428653
m4	10	Egg	2	2	0.1	1.1390854843871	0.233919131734204	55.8184214405301	0.900347222222222	0.437	0.25096903743714	0.353267001286533
m5	10	Egg	2	2	0.1	1.47943232528726	0.296941056278622	54.9094400460605	0.817424242424242	0.241928571428571	0.199000541887337	0.145817708591377
m6	10	Egg	2	2	0	0.345796874632685	0.120192450910929	79.7401471262407	0.970486111111111	0.55247619047619	0.236084807003629	0.461130621418028
m7	10	Egg	2	2	0	0.318241691806573	0.172986779511519	55.7829517165079	0.962393162393162	0.546595238095238	0.243827169641244	0.458993750873546
