Prediction	Reference	Freq	Model	Iteration	Variable	Subsample	MinObs	AUC	logloss	Accuracy	AccuracySD
ECO2	ECO1	1	m3	8	Egg	3	2	0.4694843550447	1.80544556661464	0.0768333333333333	0.120904164773112
ECO3	ECO1	2	m3	8	Egg	3	2	0.4694843550447	1.80544556661464	0.0768333333333333	0.120904164773112
ECO4	ECO1	0	m3	8	Egg	3	2	0.4694843550447	1.80544556661464	0.0768333333333333	0.120904164773112
ECO1	ECO2	0	m3	8	Egg	3	2	0.4694843550447	1.80544556661464	0.0768333333333333	0.120904164773112
ECO2	ECO2	1	m3	8	Egg	3	2	0.4694843550447	1.80544556661464	0.0768333333333333	0.120904164773112
ECO3	ECO2	0	m3	8	Egg	3	2	0.4694843550447	1.80544556661464	0.0768333333333333	0.120904164773112
ECO4	ECO2	2	m3	8	Egg	3	2	0.4694843550447	1.80544556661464	0.0768333333333333	0.120904164773112
ECO1	ECO3	0	m3	8	Egg	3	2	0.4694843550447	1.80544556661464	0.0768333333333333	0.120904164773112
ECO2	ECO3	0	m3	8	Egg	3	2	0.4694843550447	1.80544556661464	0.0768333333333333	0.120904164773112
ECO3	ECO3	2	m3	8	Egg	3	2	0.4694843550447	1.80544556661464	0.0768333333333333	0.120904164773112
ECO4	ECO3	1	m3	8	Egg	3	2	0.4694843550447	1.80544556661464	0.0768333333333333	0.120904164773112
ECO1	ECO4	0	m3	8	Egg	3	2	0.4694843550447	1.80544556661464	0.0768333333333333	0.120904164773112
ECO2	ECO4	0	m3	8	Egg	3	2	0.4694843550447	1.80544556661464	0.0768333333333333	0.120904164773112
ECO3	ECO4	2	m3	8	Egg	3	2	0.4694843550447	1.80544556661464	0.0768333333333333	0.120904164773112
ECO4	ECO4	1	m3	8	Egg	3	2	0.4694843550447	1.80544556661464	0.0768333333333333	0.120904164773112
ECO1	ECO1	0	m4	8	Egg	3	2	0.87363904853129	0.894097286811625	0.542380952380952	0.209802931837823
ECO2	ECO1	3	m4	8	Egg	3	2	0.87363904853129	0.894097286811625	0.542380952380952	0.209802931837823
ECO3	ECO1	0	m4	8	Egg	3	2	0.87363904853129	0.894097286811625	0.542380952380952	0.209802931837823
ECO4	ECO1	0	m4	8	Egg	3	2	0.87363904853129	0.894097286811625	0.542380952380952	0.209802931837823
ECO1	ECO2	0	m4	8	Egg	3	2	0.87363904853129	0.894097286811625	0.542380952380952	0.209802931837823
ECO2	ECO2	3	m4	8	Egg	3	2	0.87363904853129	0.894097286811625	0.542380952380952	0.209802931837823
ECO3	ECO2	0	m4	8	Egg	3	2	0.87363904853129	0.894097286811625	0.542380952380952	0.209802931837823
ECO4	ECO2	0	m4	8	Egg	3	2	0.87363904853129	0.894097286811625	0.542380952380952	0.209802931837823
ECO1	ECO3	0	m4	8	Egg	3	2	0.87363904853129	0.894097286811625	0.542380952380952	0.209802931837823
ECO2	ECO3	0	m4	8	Egg	3	2	0.87363904853129	0.894097286811625	0.542380952380952	0.209802931837823
ECO3	ECO3	3	m4	8	Egg	3	2	0.87363904853129	0.894097286811625	0.542380952380952	0.209802931837823
ECO4	ECO3	0	m4	8	Egg	3	2	0.87363904853129	0.894097286811625	0.542380952380952	0.209802931837823
ECO1	ECO4	0	m4	8	Egg	3	2	0.87363904853129	0.894097286811625	0.542380952380952	0.209802931837823
ECO2	ECO4	0	m4	8	Egg	3	2	0.87363904853129	0.894097286811625	0.542380952380952	0.209802931837823
ECO3	ECO4	0	m4	8	Egg	3	2	0.87363904853129	0.894097286811625	0.542380952380952	0.209802931837823
ECO4	ECO4	3	m4	8	Egg	3	2	0.87363904853129	0.894097286811625	0.542380952380952	0.209802931837823
ECO1	ECO1	0	m5	8	Egg	3	2	0.904017857142857	0.693470305705624	0.49127380952381	0.197374343227956
ECO2	ECO1	3	m5	8	Egg	3	2	0.904017857142857	0.693470305705624	0.49127380952381	0.197374343227956
ECO3	ECO1	0	m5	8	Egg	3	2	0.904017857142857	0.693470305705624	0.49127380952381	0.197374343227956
ECO4	ECO1	0	m5	8	Egg	3	2	0.904017857142857	0.693470305705624	0.49127380952381	0.197374343227956
ECO1	ECO2	0	m5	8	Egg	3	2	0.904017857142857	0.693470305705624	0.49127380952381	0.197374343227956
ECO2	ECO2	3	m5	8	Egg	3	2	0.904017857142857	0.693470305705624	0.49127380952381	0.197374343227956
ECO3	ECO2	0	m5	8	Egg	3	2	0.904017857142857	0.693470305705624	0.49127380952381	0.197374343227956
ECO4	ECO2	0	m5	8	Egg	3	2	0.904017857142857	0.693470305705624	0.49127380952381	0.197374343227956
ECO1	ECO3	0	m5	8	Egg	3	2	0.904017857142857	0.693470305705624	0.49127380952381	0.197374343227956
ECO2	ECO3	0	m5	8	Egg	3	2	0.904017857142857	0.693470305705624	0.49127380952381	0.197374343227956
ECO3	ECO3	3	m5	8	Egg	3	2	0.904017857142857	0.693470305705624	0.49127380952381	0.197374343227956
ECO4	ECO3	0	m5	8	Egg	3	2	0.904017857142857	0.693470305705624	0.49127380952381	0.197374343227956
ECO1	ECO4	0	m5	8	Egg	3	2	0.904017857142857	0.693470305705624	0.49127380952381	0.197374343227956
ECO2	ECO4	0	m5	8	Egg	3	2	0.904017857142857	0.693470305705624	0.49127380952381	0.197374343227956
ECO3	ECO4	0	m5	8	Egg	3	2	0.904017857142857	0.693470305705624	0.49127380952381	0.197374343227956
ECO4	ECO4	3	m5	8	Egg	3	2	0.904017857142857	0.693470305705624	0.49127380952381	0.197374343227956
ECO1	ECO1	3	m6	8	Egg	3	2	0.90594315245478	0.860266885079709	0.565666666666667	0.203107847754498
ECO2	ECO1	0	m6	8	Egg	3	2	0.90594315245478	0.860266885079709	0.565666666666667	0.203107847754498
ECO3	ECO1	0	m6	8	Egg	3	2	0.90594315245478	0.860266885079709	0.565666666666667	0.203107847754498
ECO4	ECO1	0	m6	8	Egg	3	2	0.90594315245478	0.860266885079709	0.565666666666667	0.203107847754498
ECO1	ECO2	1	m6	8	Egg	3	2	0.90594315245478	0.860266885079709	0.565666666666667	0.203107847754498
ECO2	ECO2	2	m6	8	Egg	3	2	0.90594315245478	0.860266885079709	0.565666666666667	0.203107847754498
ECO3	ECO2	0	m6	8	Egg	3	2	0.90594315245478	0.860266885079709	0.565666666666667	0.203107847754498
ECO4	ECO2	0	m6	8	Egg	3	2	0.90594315245478	0.860266885079709	0.565666666666667	0.203107847754498
ECO1	ECO3	0	m6	8	Egg	3	2	0.90594315245478	0.860266885079709	0.565666666666667	0.203107847754498
ECO2	ECO3	0	m6	8	Egg	3	2	0.90594315245478	0.860266885079709	0.565666666666667	0.203107847754498
ECO3	ECO3	3	m6	8	Egg	3	2	0.90594315245478	0.860266885079709	0.565666666666667	0.203107847754498
ECO4	ECO3	0	m6	8	Egg	3	2	0.90594315245478	0.860266885079709	0.565666666666667	0.203107847754498
ECO1	ECO4	0	m6	8	Egg	3	2	0.90594315245478	0.860266885079709	0.565666666666667	0.203107847754498
ECO2	ECO4	0	m6	8	Egg	3	2	0.90594315245478	0.860266885079709	0.565666666666667	0.203107847754498
ECO3	ECO4	0	m6	8	Egg	3	2	0.90594315245478	0.860266885079709	0.565666666666667	0.203107847754498
ECO4	ECO4	3	m6	8	Egg	3	2	0.90594315245478	0.860266885079709	0.565666666666667	0.203107847754498
ECO1	ECO1	3	m7	8	Egg	3	2	0.912875159642401	0.906073466437994	0.57447619047619	0.239460749996883
ECO2	ECO1	0	m7	8	Egg	3	2	0.912875159642401	0.906073466437994	0.57447619047619	0.239460749996883
ECO3	ECO1	0	m7	8	Egg	3	2	0.912875159642401	0.906073466437994	0.57447619047619	0.239460749996883
ECO4	ECO1	0	m7	8	Egg	3	2	0.912875159642401	0.906073466437994	0.57447619047619	0.239460749996883
ECO1	ECO2	1	m7	8	Egg	3	2	0.912875159642401	0.906073466437994	0.57447619047619	0.239460749996883
ECO2	ECO2	2	m7	8	Egg	3	2	0.912875159642401	0.906073466437994	0.57447619047619	0.239460749996883
ECO3	ECO2	0	m7	8	Egg	3	2	0.912875159642401	0.906073466437994	0.57447619047619	0.239460749996883
ECO4	ECO2	0	m7	8	Egg	3	2	0.912875159642401	0.906073466437994	0.57447619047619	0.239460749996883
ECO1	ECO3	0	m7	8	Egg	3	2	0.912875159642401	0.906073466437994	0.57447619047619	0.239460749996883
ECO2	ECO3	0	m7	8	Egg	3	2	0.912875159642401	0.906073466437994	0.57447619047619	0.239460749996883
ECO3	ECO3	3	m7	8	Egg	3	2	0.912875159642401	0.906073466437994	0.57447619047619	0.239460749996883
ECO4	ECO3	0	m7	8	Egg	3	2	0.912875159642401	0.906073466437994	0.57447619047619	0.239460749996883
ECO1	ECO4	0	m7	8	Egg	3	2	0.912875159642401	0.906073466437994	0.57447619047619	0.239460749996883
ECO2	ECO4	0	m7	8	Egg	3	2	0.912875159642401	0.906073466437994	0.57447619047619	0.239460749996883
ECO3	ECO4	0	m7	8	Egg	3	2	0.912875159642401	0.906073466437994	0.57447619047619	0.239460749996883
ECO4	ECO4	3	m7	8	Egg	3	2	0.912875159642401	0.906073466437994	0.57447619047619	0.239460749996883
ECO1	ECO1	2	m1	9	Egg	3	2	0.625772471910112	1.66497585976707	0.326285714285714	0.223549663392776
ECO2	ECO1	0	m1	9	Egg	3	2	0.625772471910112	1.66497585976707	0.326285714285714	0.223549663392776
ECO3	ECO1	1	m1	9	Egg	3	2	0.625772471910112	1.66497585976707	0.326285714285714	0.223549663392776
ECO4	ECO1	0	m1	9	Egg	3	2	0.625772471910112	1.66497585976707	0.326285714285714	0.223549663392776
ECO1	ECO2	0	m1	9	Egg	3	2	0.625772471910112	1.66497585976707	0.326285714285714	0.223549663392776
ECO2	ECO2	2	m1	9	Egg	3	2	0.625772471910112	1.66497585976707	0.326285714285714	0.223549663392776
ECO3	ECO2	1	m1	9	Egg	3	2	0.625772471910112	1.66497585976707	0.326285714285714	0.223549663392776
ECO4	ECO2	0	m1	9	Egg	3	2	0.625772471910112	1.66497585976707	0.326285714285714	0.223549663392776
ECO1	ECO3	0	m1	9	Egg	3	2	0.625772471910112	1.66497585976707	0.326285714285714	0.223549663392776
ECO2	ECO3	0	m1	9	Egg	3	2	0.625772471910112	1.66497585976707	0.326285714285714	0.223549663392776
ECO3	ECO3	3	m1	9	Egg	3	2	0.625772471910112	1.66497585976707	0.326285714285714	0.223549663392776
ECO4	ECO3	0	m1	9	Egg	3	2	0.625772471910112	1.66497585976707	0.326285714285714	0.223549663392776
ECO1	ECO4	0	m1	9	Egg	3	2	0.625772471910112	1.66497585976707	0.326285714285714	0.223549663392776
ECO2	ECO4	0	m1	9	Egg	3	2	0.625772471910112	1.66497585976707	0.326285714285714	0.223549663392776
ECO3	ECO4	0	m1	9	Egg	3	2	0.625772471910112	1.66497585976707	0.326285714285714	0.223549663392776
ECO4	ECO4	3	m1	9	Egg	3	2	0.625772471910112	1.66497585976707	0.326285714285714	0.223549663392776
ECO1	ECO1	2	m2	9	Egg	3	2	0.63332225177305	1.76238877187463	0.32	0.224908012122617
ECO2	ECO1	0	m2	9	Egg	3	2	0.63332225177305	1.76238877187463	0.32	0.224908012122617
ECO3	ECO1	1	m2	9	Egg	3	2	0.63332225177305	1.76238877187463	0.32	0.224908012122617
ECO4	ECO1	0	m2	9	Egg	3	2	0.63332225177305	1.76238877187463	0.32	0.224908012122617
ECO1	ECO2	0	m2	9	Egg	3	2	0.63332225177305	1.76238877187463	0.32	0.224908012122617
ECO2	ECO2	2	m2	9	Egg	3	2	0.63332225177305	1.76238877187463	0.32	0.224908012122617
ECO3	ECO2	1	m2	9	Egg	3	2	0.63332225177305	1.76238877187463	0.32	0.224908012122617
ECO4	ECO2	0	m2	9	Egg	3	2	0.63332225177305	1.76238877187463	0.32	0.224908012122617
ECO1	ECO3	0	m2	9	Egg	3	2	0.63332225177305	1.76238877187463	0.32	0.224908012122617
ECO2	ECO3	0	m2	9	Egg	3	2	0.63332225177305	1.76238877187463	0.32	0.224908012122617
ECO3	ECO3	3	m2	9	Egg	3	2	0.63332225177305	1.76238877187463	0.32	0.224908012122617
ECO4	ECO3	0	m2	9	Egg	3	2	0.63332225177305	1.76238877187463	0.32	0.224908012122617
ECO1	ECO4	0	m2	9	Egg	3	2	0.63332225177305	1.76238877187463	0.32	0.224908012122617
ECO2	ECO4	0	m2	9	Egg	3	2	0.63332225177305	1.76238877187463	0.32	0.224908012122617
ECO3	ECO4	0	m2	9	Egg	3	2	0.63332225177305	1.76238877187463	0.32	0.224908012122617
ECO4	ECO4	3	m2	9	Egg	3	2	0.63332225177305	1.76238877187463	0.32	0.224908012122617
ECO1	ECO1	2	m3	9	Egg	3	2	0.403804347826087	2.01442217413259	0.0888571428571429	0.127826785614907
ECO2	ECO1	0	m3	9	Egg	3	2	0.403804347826087	2.01442217413259	0.0888571428571429	0.127826785614907
ECO3	ECO1	1	m3	9	Egg	3	2	0.403804347826087	2.01442217413259	0.0888571428571429	0.127826785614907
ECO4	ECO1	0	m3	9	Egg	3	2	0.403804347826087	2.01442217413259	0.0888571428571429	0.127826785614907
ECO1	ECO2	1	m3	9	Egg	3	2	0.403804347826087	2.01442217413259	0.0888571428571429	0.127826785614907
ECO2	ECO2	0	m3	9	Egg	3	2	0.403804347826087	2.01442217413259	0.0888571428571429	0.127826785614907
ECO3	ECO2	2	m3	9	Egg	3	2	0.403804347826087	2.01442217413259	0.0888571428571429	0.127826785614907
ECO4	ECO2	0	m3	9	Egg	3	2	0.403804347826087	2.01442217413259	0.0888571428571429	0.127826785614907
ECO1	ECO3	1	m3	9	Egg	3	2	0.403804347826087	2.01442217413259	0.0888571428571429	0.127826785614907
ECO2	ECO3	2	m3	9	Egg	3	2	0.403804347826087	2.01442217413259	0.0888571428571429	0.127826785614907
ECO3	ECO3	0	m3	9	Egg	3	2	0.403804347826087	2.01442217413259	0.0888571428571429	0.127826785614907
ECO4	ECO3	0	m3	9	Egg	3	2	0.403804347826087	2.01442217413259	0.0888571428571429	0.127826785614907
ECO1	ECO4	0	m3	9	Egg	3	2	0.403804347826087	2.01442217413259	0.0888571428571429	0.127826785614907
ECO2	ECO4	0	m3	9	Egg	3	2	0.403804347826087	2.01442217413259	0.0888571428571429	0.127826785614907
ECO3	ECO4	1	m3	9	Egg	3	2	0.403804347826087	2.01442217413259	0.0888571428571429	0.127826785614907
ECO4	ECO4	2	m3	9	Egg	3	2	0.403804347826087	2.01442217413259	0.0888571428571429	0.127826785614907
ECO1	ECO1	2	m4	9	Egg	3	2	0.561534163473819	1.71424161620661	0.227595238095238	0.230152782676801
ECO2	ECO1	1	m4	9	Egg	3	2	0.561534163473819	1.71424161620661	0.227595238095238	0.230152782676801
ECO3	ECO1	0	m4	9	Egg	3	2	0.561534163473819	1.71424161620661	0.227595238095238	0.230152782676801
ECO4	ECO1	0	m4	9	Egg	3	2	0.561534163473819	1.71424161620661	0.227595238095238	0.230152782676801
ECO1	ECO2	1	m4	9	Egg	3	2	0.561534163473819	1.71424161620661	0.227595238095238	0.230152782676801
ECO2	ECO2	2	m4	9	Egg	3	2	0.561534163473819	1.71424161620661	0.227595238095238	0.230152782676801
ECO3	ECO2	0	m4	9	Egg	3	2	0.561534163473819	1.71424161620661	0.227595238095238	0.230152782676801
ECO4	ECO2	0	m4	9	Egg	3	2	0.561534163473819	1.71424161620661	0.227595238095238	0.230152782676801
ECO1	ECO3	1	m4	9	Egg	3	2	0.561534163473819	1.71424161620661	0.227595238095238	0.230152782676801
ECO2	ECO3	1	m4	9	Egg	3	2	0.561534163473819	1.71424161620661	0.227595238095238	0.230152782676801
ECO3	ECO3	1	m4	9	Egg	3	2	0.561534163473819	1.71424161620661	0.227595238095238	0.230152782676801
ECO4	ECO3	0	m4	9	Egg	3	2	0.561534163473819	1.71424161620661	0.227595238095238	0.230152782676801
ECO1	ECO4	0	m4	9	Egg	3	2	0.561534163473819	1.71424161620661	0.227595238095238	0.230152782676801
ECO2	ECO4	0	m4	9	Egg	3	2	0.561534163473819	1.71424161620661	0.227595238095238	0.230152782676801
ECO3	ECO4	0	m4	9	Egg	3	2	0.561534163473819	1.71424161620661	0.227595238095238	0.230152782676801
ECO4	ECO4	3	m4	9	Egg	3	2	0.561534163473819	1.71424161620661	0.227595238095238	0.230152782676801
ECO1	ECO1	1	m5	9	Egg	3	2	0.632873159303882	1.47073264412278	0.26147619047619	0.191287767178046
ECO2	ECO1	2	m5	9	Egg	3	2	0.632873159303882	1.47073264412278	0.26147619047619	0.191287767178046
ECO3	ECO1	0	m5	9	Egg	3	2	0.632873159303882	1.47073264412278	0.26147619047619	0.191287767178046
ECO4	ECO1	0	m5	9	Egg	3	2	0.632873159303882	1.47073264412278	0.26147619047619	0.191287767178046
ECO1	ECO2	2	m5	9	Egg	3	2	0.632873159303882	1.47073264412278	0.26147619047619	0.191287767178046
ECO2	ECO2	1	m5	9	Egg	3	2	0.632873159303882	1.47073264412278	0.26147619047619	0.191287767178046
ECO3	ECO2	0	m5	9	Egg	3	2	0.632873159303882	1.47073264412278	0.26147619047619	0.191287767178046
ECO4	ECO2	0	m5	9	Egg	3	2	0.632873159303882	1.47073264412278	0.26147619047619	0.191287767178046
ECO1	ECO3	1	m5	9	Egg	3	2	0.632873159303882	1.47073264412278	0.26147619047619	0.191287767178046
ECO2	ECO3	1	m5	9	Egg	3	2	0.632873159303882	1.47073264412278	0.26147619047619	0.191287767178046
ECO3	ECO3	1	m5	9	Egg	3	2	0.632873159303882	1.47073264412278	0.26147619047619	0.191287767178046
ECO4	ECO3	0	m5	9	Egg	3	2	0.632873159303882	1.47073264412278	0.26147619047619	0.191287767178046
ECO1	ECO4	0	m5	9	Egg	3	2	0.632873159303882	1.47073264412278	0.26147619047619	0.191287767178046
ECO2	ECO4	0	m5	9	Egg	3	2	0.632873159303882	1.47073264412278	0.26147619047619	0.191287767178046
ECO3	ECO4	0	m5	9	Egg	3	2	0.632873159303882	1.47073264412278	0.26147619047619	0.191287767178046
ECO4	ECO4	3	m5	9	Egg	3	2	0.632873159303882	1.47073264412278	0.26147619047619	0.191287767178046
ECO1	ECO1	2	m6	9	Egg	3	2	0.75837148962149	1.30233822609694	0.395880952380952	0.23609206757451
ECO2	ECO1	0	m6	9	Egg	3	2	0.75837148962149	1.30233822609694	0.395880952380952	0.23609206757451
ECO3	ECO1	1	m6	9	Egg	3	2	0.75837148962149	1.30233822609694	0.395880952380952	0.23609206757451
ECO4	ECO1	0	m6	9	Egg	3	2	0.75837148962149	1.30233822609694	0.395880952380952	0.23609206757451
ECO1	ECO2	0	m6	9	Egg	3	2	0.75837148962149	1.30233822609694	0.395880952380952	0.23609206757451
ECO2	ECO2	2	m6	9	Egg	3	2	0.75837148962149	1.30233822609694	0.395880952380952	0.23609206757451
ECO3	ECO2	1	m6	9	Egg	3	2	0.75837148962149	1.30233822609694	0.395880952380952	0.23609206757451
ECO4	ECO2	0	m6	9	Egg	3	2	0.75837148962149	1.30233822609694	0.395880952380952	0.23609206757451
ECO1	ECO3	0	m6	9	Egg	3	2	0.75837148962149	1.30233822609694	0.395880952380952	0.23609206757451
ECO2	ECO3	0	m6	9	Egg	3	2	0.75837148962149	1.30233822609694	0.395880952380952	0.23609206757451
ECO3	ECO3	3	m6	9	Egg	3	2	0.75837148962149	1.30233822609694	0.395880952380952	0.23609206757451
ECO4	ECO3	0	m6	9	Egg	3	2	0.75837148962149	1.30233822609694	0.395880952380952	0.23609206757451
ECO1	ECO4	0	m6	9	Egg	3	2	0.75837148962149	1.30233822609694	0.395880952380952	0.23609206757451
ECO2	ECO4	0	m6	9	Egg	3	2	0.75837148962149	1.30233822609694	0.395880952380952	0.23609206757451
ECO3	ECO4	0	m6	9	Egg	3	2	0.75837148962149	1.30233822609694	0.395880952380952	0.23609206757451
ECO4	ECO4	3	m6	9	Egg	3	2	0.75837148962149	1.30233822609694	0.395880952380952	0.23609206757451
ECO1	ECO1	2	m7	9	Egg	3	2	0.733061079545455	1.39318383412052	0.396857142857143	0.22223146754629
ECO2	ECO1	0	m7	9	Egg	3	2	0.733061079545455	1.39318383412052	0.396857142857143	0.22223146754629
ECO3	ECO1	1	m7	9	Egg	3	2	0.733061079545455	1.39318383412052	0.396857142857143	0.22223146754629
ECO4	ECO1	0	m7	9	Egg	3	2	0.733061079545455	1.39318383412052	0.396857142857143	0.22223146754629
ECO1	ECO2	0	m7	9	Egg	3	2	0.733061079545455	1.39318383412052	0.396857142857143	0.22223146754629
ECO2	ECO2	2	m7	9	Egg	3	2	0.733061079545455	1.39318383412052	0.396857142857143	0.22223146754629
ECO3	ECO2	1	m7	9	Egg	3	2	0.733061079545455	1.39318383412052	0.396857142857143	0.22223146754629
ECO4	ECO2	0	m7	9	Egg	3	2	0.733061079545455	1.39318383412052	0.396857142857143	0.22223146754629
ECO1	ECO3	0	m7	9	Egg	3	2	0.733061079545455	1.39318383412052	0.396857142857143	0.22223146754629
ECO2	ECO3	0	m7	9	Egg	3	2	0.733061079545455	1.39318383412052	0.396857142857143	0.22223146754629
ECO3	ECO3	3	m7	9	Egg	3	2	0.733061079545455	1.39318383412052	0.396857142857143	0.22223146754629
ECO4	ECO3	0	m7	9	Egg	3	2	0.733061079545455	1.39318383412052	0.396857142857143	0.22223146754629
ECO1	ECO4	0	m7	9	Egg	3	2	0.733061079545455	1.39318383412052	0.396857142857143	0.22223146754629
ECO2	ECO4	0	m7	9	Egg	3	2	0.733061079545455	1.39318383412052	0.396857142857143	0.22223146754629
ECO3	ECO4	0	m7	9	Egg	3	2	0.733061079545455	1.39318383412052	0.396857142857143	0.22223146754629
ECO4	ECO4	3	m7	9	Egg	3	2	0.733061079545455	1.39318383412052	0.396857142857143	0.22223146754629
ECO1	ECO1	3	m1	10	Egg	3	2	0.917181069958848	0.965833359565927	0.525166666666667	0.242488627920925
ECO2	ECO1	0	m1	10	Egg	3	2	0.917181069958848	0.965833359565927	0.525166666666667	0.242488627920925
ECO3	ECO1	0	m1	10	Egg	3	2	0.917181069958848	0.965833359565927	0.525166666666667	0.242488627920925
ECO4	ECO1	0	m1	10	Egg	3	2	0.917181069958848	0.965833359565927	0.525166666666667	0.242488627920925
ECO1	ECO2	0	m1	10	Egg	3	2	0.917181069958848	0.965833359565927	0.525166666666667	0.242488627920925
ECO2	ECO2	3	m1	10	Egg	3	2	0.917181069958848	0.965833359565927	0.525166666666667	0.242488627920925
ECO3	ECO2	0	m1	10	Egg	3	2	0.917181069958848	0.965833359565927	0.525166666666667	0.242488627920925
ECO4	ECO2	0	m1	10	Egg	3	2	0.917181069958848	0.965833359565927	0.525166666666667	0.242488627920925
ECO1	ECO3	0	m1	10	Egg	3	2	0.917181069958848	0.965833359565927	0.525166666666667	0.242488627920925
ECO2	ECO3	0	m1	10	Egg	3	2	0.917181069958848	0.965833359565927	0.525166666666667	0.242488627920925
ECO3	ECO3	3	m1	10	Egg	3	2	0.917181069958848	0.965833359565927	0.525166666666667	0.242488627920925
ECO4	ECO3	0	m1	10	Egg	3	2	0.917181069958848	0.965833359565927	0.525166666666667	0.242488627920925
ECO1	ECO4	0	m1	10	Egg	3	2	0.917181069958848	0.965833359565927	0.525166666666667	0.242488627920925
ECO2	ECO4	0	m1	10	Egg	3	2	0.917181069958848	0.965833359565927	0.525166666666667	0.242488627920925
ECO3	ECO4	0	m1	10	Egg	3	2	0.917181069958848	0.965833359565927	0.525166666666667	0.242488627920925
ECO4	ECO4	3	m1	10	Egg	3	2	0.917181069958848	0.965833359565927	0.525166666666667	0.242488627920925
ECO1	ECO1	3	m2	10	Egg	3	2	0.815424836601307	1.08653167720495	0.516785714285714	0.226139300810642
ECO2	ECO1	0	m2	10	Egg	3	2	0.815424836601307	1.08653167720495	0.516785714285714	0.226139300810642
ECO3	ECO1	0	m2	10	Egg	3	2	0.815424836601307	1.08653167720495	0.516785714285714	0.226139300810642
ECO4	ECO1	0	m2	10	Egg	3	2	0.815424836601307	1.08653167720495	0.516785714285714	0.226139300810642
ECO1	ECO2	0	m2	10	Egg	3	2	0.815424836601307	1.08653167720495	0.516785714285714	0.226139300810642
ECO2	ECO2	3	m2	10	Egg	3	2	0.815424836601307	1.08653167720495	0.516785714285714	0.226139300810642
ECO3	ECO2	0	m2	10	Egg	3	2	0.815424836601307	1.08653167720495	0.516785714285714	0.226139300810642
ECO4	ECO2	0	m2	10	Egg	3	2	0.815424836601307	1.08653167720495	0.516785714285714	0.226139300810642
ECO1	ECO3	0	m2	10	Egg	3	2	0.815424836601307	1.08653167720495	0.516785714285714	0.226139300810642
ECO2	ECO3	0	m2	10	Egg	3	2	0.815424836601307	1.08653167720495	0.516785714285714	0.226139300810642
ECO3	ECO3	3	m2	10	Egg	3	2	0.815424836601307	1.08653167720495	0.516785714285714	0.226139300810642
ECO4	ECO3	0	m2	10	Egg	3	2	0.815424836601307	1.08653167720495	0.516785714285714	0.226139300810642
ECO1	ECO4	0	m2	10	Egg	3	2	0.815424836601307	1.08653167720495	0.516785714285714	0.226139300810642
ECO2	ECO4	0	m2	10	Egg	3	2	0.815424836601307	1.08653167720495	0.516785714285714	0.226139300810642
ECO3	ECO4	0	m2	10	Egg	3	2	0.815424836601307	1.08653167720495	0.516785714285714	0.226139300810642
ECO4	ECO4	3	m2	10	Egg	3	2	0.815424836601307	1.08653167720495	0.516785714285714	0.226139300810642
ECO1	ECO1	0	m3	10	Egg	3	2	0.559282138242894	1.67925327722596	0.214869047619048	0.157106823069131
ECO2	ECO1	2	m3	10	Egg	3	2	0.559282138242894	1.67925327722596	0.214869047619048	0.157106823069131
ECO3	ECO1	1	m3	10	Egg	3	2	0.559282138242894	1.67925327722596	0.214869047619048	0.157106823069131
ECO4	ECO1	0	m3	10	Egg	3	2	0.559282138242894	1.67925327722596	0.214869047619048	0.157106823069131
ECO1	ECO2	0	m3	10	Egg	3	2	0.559282138242894	1.67925327722596	0.214869047619048	0.157106823069131
ECO2	ECO2	3	m3	10	Egg	3	2	0.559282138242894	1.67925327722596	0.214869047619048	0.157106823069131
ECO3	ECO2	0	m3	10	Egg	3	2	0.559282138242894	1.67925327722596	0.214869047619048	0.157106823069131
ECO4	ECO2	0	m3	10	Egg	3	2	0.559282138242894	1.67925327722596	0.214869047619048	0.157106823069131
ECO1	ECO3	0	m3	10	Egg	3	2	0.559282138242894	1.67925327722596	0.214869047619048	0.157106823069131
ECO2	ECO3	2	m3	10	Egg	3	2	0.559282138242894	1.67925327722596	0.214869047619048	0.157106823069131
ECO3	ECO3	1	m3	10	Egg	3	2	0.559282138242894	1.67925327722596	0.214869047619048	0.157106823069131
ECO4	ECO3	0	m3	10	Egg	3	2	0.559282138242894	1.67925327722596	0.214869047619048	0.157106823069131
ECO1	ECO4	0	m3	10	Egg	3	2	0.559282138242894	1.67925327722596	0.214869047619048	0.157106823069131
ECO2	ECO4	1	m3	10	Egg	3	2	0.559282138242894	1.67925327722596	0.214869047619048	0.157106823069131
ECO3	ECO4	0	m3	10	Egg	3	2	0.559282138242894	1.67925327722596	0.214869047619048	0.157106823069131
ECO4	ECO4	2	m3	10	Egg	3	2	0.559282138242894	1.67925327722596	0.214869047619048	0.157106823069131
ECO1	ECO1	1	m4	10	Egg	3	2	0.736332070707071	1.45422874429695	0.363214285714286	0.203619241717723
ECO2	ECO1	2	m4	10	Egg	3	2	0.736332070707071	1.45422874429695	0.363214285714286	0.203619241717723
ECO3	ECO1	0	m4	10	Egg	3	2	0.736332070707071	1.45422874429695	0.363214285714286	0.203619241717723
ECO4	ECO1	0	m4	10	Egg	3	2	0.736332070707071	1.45422874429695	0.363214285714286	0.203619241717723
ECO1	ECO2	0	m4	10	Egg	3	2	0.736332070707071	1.45422874429695	0.363214285714286	0.203619241717723
ECO2	ECO2	3	m4	10	Egg	3	2	0.736332070707071	1.45422874429695	0.363214285714286	0.203619241717723
