Model	Iteration	Variable	Subsampled	MinObs	decay	logLoss	logLossSD	AIC	AUC	Accuracy	AccuracySD	Kappa
m2	7	Egg	3	2	0.1	1.20418226252449	0.46284747189293	45.8190850373505	0.81488397696477	0.530380952380952	0.261449847605933	0.386730389102682
m3	7	Egg	3	2	0.1	1.96364104516262	0.325909858907311	48.6962672114791	0.440453384418902	0.115857142857143	0.13726977085509	-0.0322625012030563
m4	7	Egg	3	2	0.1	1.66659128280879	0.433865001150199	43.8629438010719	0.639377986857826	0.268666666666667	0.178852182695012	0.111170712813303
m5	7	Egg	3	2	0.1	1.41560106802099	0.341416908547577	35.3151926236714	0.686855158730159	0.341952380952381	0.218323819335178	0.185160015976775
m6	7	Egg	3	2	0.1	1.12497360308365	0.52743606118676	39.8190850309623	0.855231481481481	0.538095238095238	0.246437778814079	0.402147065758428
m7	7	Egg	3	2	0.1	0.989107796950333	0.387439705473447	39.8190850401597	0.906980363984674	0.570666666666667	0.237198861007593	0.4498375608058
m1	8	Egg	3	2	0.1	0.933516670852562	0.426903778306349	54.4469185515981	0.857736928104575	0.548166666666667	0.244110136409966	0.410636487703911
m2	8	Egg	3	2	0.1	1.06308693179881	0.514632507817304	57.5274957937015	0.882440476190476	0.549285714285714	0.248686625451332	0.427091075735853
m3	8	Egg	3	2	0.1	1.80544556661464	0.287741121434373	44.1824590532661	0.4694843550447	0.0768333333333333	0.120904164773112	-0.0282172673800022
m4	8	Egg	3	2	0.1	0.894097286811625	0.283221721717181	47.2650001334622	0.87363904853129	0.542380952380952	0.209802931837823	0.398807373857696
m5	8	Egg	3	2	1e-04	0.693470305705624	0.279578136278851	41.5325698307246	0.904017857142857	0.49127380952381	0.197374343227956	0.346280771957088
m6	8	Egg	3	2	0.1	0.860266885079709	0.306803214514165	48.9511175569102	0.90594315245478	0.565666666666667	0.203107847754498	0.42205314578393
m7	8	Egg	3	2	0.1	0.906073466437994	0.368291666692878	39.8190850324717	0.912875159642401	0.57447619047619	0.239460749996883	0.455984529536277
m1	9	Egg	3	2	0.1	1.66497585976707	0.455891988871282	66.1552976371714	0.625772471910112	0.326285714285714	0.223549663392776	0.167327244969697
m2	9	Egg	3	2	0.1	1.76238877187463	0.48106806511069	68.3147382125856	0.63332225177305	0.32	0.224908012122617	0.184706626201837
m3	9	Egg	3	2	0.1	2.01442217413259	0.342851698210035	53.683177945608	0.403804347826087	0.0888571428571429	0.127826785614907	-0.0493276375360774
m4	9	Egg	3	2	0.1	1.71424161620661	0.363353246724856	52.7128820590046	0.561534163473819	0.227595238095238	0.230152782676801	0.0651856437533843
m5	9	Egg	3	2	0.1	1.47073264412278	0.304846275508301	47.3151286117317	0.632873159303882	0.26147619047619	0.191287767178046	0.128806234827974
m6	9	Egg	3	2	0.1	1.30233822609694	0.312631017353195	50.3177662272457	0.75837148962149	0.395880952380952	0.23609206757451	0.257104465659232
m7	9	Egg	3	2	0.1	1.39318383412052	0.369397541237882	44.3177662380909	0.733061079545455	0.396857142857143	0.22223146754629	0.254102156441873
m1	10	Egg	3	2	0.1	0.965833359565927	0.347856994873953	66.7908683404874	0.917181069958848	0.525166666666667	0.242488627920925	0.394370031083417
m2	10	Egg	3	2	0.1	1.08653167720495	0.36125479726189	63.2030961368116	0.815424836601307	0.516785714285714	0.226139300810642	0.378716565728625
m3	10	Egg	3	2	0.1	1.67925327722596	0.362907408629334	41.9070850857218	0.559282138242894	0.214869047619048	0.157106823069131	0.0693156496993912
m4	10	Egg	3	2	0.1	1.45422874429695	0.4861100609834	56.04270989749	0.736332070707071	0.363214285714286	0.203619241717723	0.21879860518748
m5	10	Egg	3	2	0.1	1.29480949924532	0.360108868402893	44.1439215102455	0.749565972222222	0.397738095238095	0.249499917848005	0.273378128960215
m6	10	Egg	3	2	0.1	0.934484334320853	0.340701881378796	61.5465733309725	0.889444444444444	0.589690476190476	0.28049343634481	0.47166313363301
m7	10	Egg	3	2	0.1	0.978741447080262	0.249639970311561	44.7725887416517	0.863024966931217	0.5465	0.23794450615981	0.416793178931862
m1	11	Egg	3	2	0.1	1.33585409526438	0.439303813672525	70.3761819115367	0.764569978632479	0.451523809523809	0.223276082835791	0.302680213187631
m2	11	Egg	3	2	0.1	1.59138857315503	0.441285453452317	53.5451774816413	0.674224537037037	0.330785714285714	0.216318786576571	0.188323835875935
m3	11	Egg	3	2	0.1	1.97783826528211	0.330200826064472	45.2428519351903	0.39187908496732	0.0556666666666667	0.105175285255174	-0.0700650577044439
m4	11	Egg	3	2	0.1	1.46862467233865	0.460519920387415	48.2351987265683	0.713311579651941	0.3155	0.206885609560748	0.158903102309587
m5	11	Egg	3	2	0.1	1.16383118234371	0.330471056187112	38.0593971135941	0.806446759259259	0.4305	0.201927510301063	0.259038929189329
m6	11	Egg	3	2	0.1	1.25801229766459	0.334715621708354	58.618898466116	0.787426697530864	0.445095238095238	0.218017271624908	0.309344485150533
m7	11	Egg	3	2	0.1	1.41971430059039	0.347751904180864	44.3177662380909	0.727374031007752	0.349	0.213303070029275	0.216851784943452
m1	12	Egg	3	2	0.1	0.88763592927877	0.271250052810924	67.5585783222478	0.887484035759898	0.602880952380952	0.261101416724645	0.483478799029105
m2	12	Egg	3	2	0.1	0.906169647011994	0.330959011089479	45.8190850363289	0.866728670634921	0.5795	0.287049528480719	0.471818219916581
m3	12	Egg	3	2	0.1	1.67368636693066	0.264542359920292	43.2642700973015	0.583743686868687	0.158857142857143	0.162706007636055	0.0183763710588653
m4	12	Egg	3	2	0.1	1.62246473973958	0.386711803116895	54.1661480377381	0.707185132575758	0.292880952380952	0.234593903038064	0.149674355950877
m5	12	Egg	3	2	0.1	1.63512795644072	0.348621274822402	44.1589966432151	0.615002540650406	0.211761904761905	0.189585405040922	0.0607092327031916
m6	12	Egg	3	2	0.1	0.819526266076852	0.260061600840499	51.8190850335546	0.92036773989899	0.6295	0.279662518549344	0.525972369918903
m7	12	Egg	3	2	0.1	0.827535869637625	0.257284278240558	40.498681182374	0.903253321256039	0.608595238095238	0.24463221901832	0.491182138338098
m1	13	Egg	3	2	0.1	1.04815347665445	0.419476977549858	67.5509290069824	0.835385101010101	0.551761904761905	0.246801296132708	0.400028914387944
m2	13	Egg	3	2	0.1	1.5027547764953	0.447760404522911	51.8190850389018	0.717365056818182	0.419952380952381	0.260963980003643	0.300248077611775
m3	13	Egg	3	2	0.1	1.81337024666908	0.389484877061002	41.5110132259363	0.578929324894515	0.15647619047619	0.16451962769007	0.0265491845746422
m4	13	Egg	3	2	0.1	0.959388399107285	0.256828665577249	47.7082172564113	0.837999375780275	0.529833333333333	0.220553011205842	0.378450722604847
m5	13	Egg	3	2	1e-04	0.532917952659202	0.300362442504272	32.4203748693667	0.925482456140351	0.620642857142857	0.195434811853087	0.499776938496616
m6	13	Egg	3	2	0.1	0.975974792488022	0.296407045703329	62.3115079354735	0.848267926356589	0.500333333333333	0.225057418786499	0.362663898966531
m7	13	Egg	3	2	0.1	1.5150780380768	0.355224206848036	52.5492017338843	0.621883903133903	0.231571428571429	0.197455590530041	0.102381872381074
m1	14	Egg	3	2	0.1	0.986918988878541	0.396661351057077	62.2891521027092	0.890202476572958	0.579071428571429	0.252627298387941	0.456604597717638
m2	14	Egg	3	2	0.1	1.0801377746297	0.468986428128225	57.9417878212656	0.879236111111111	0.577119047619048	0.246492352668305	0.43942659739967
m3	14	Egg	3	2	0.1	1.76670994884005	0.423436843872106	45.5114200379485	0.613158831908832	0.231785714285714	0.186192012371737	0.0855573633983336
m4	14	Egg	3	2	0.1	1.54634340198161	0.428178463752531	44.9094400062513	0.697103758169935	0.34	0.197430179165553	0.199507934303363
m5	14	Egg	3	2	0.1	1.53746893865331	0.31387559912733	44.1589966432151	0.636388888888889	0.246833333333333	0.17303806435918	0.09633088201927
m6	14	Egg	3	2	0.1	0.918506771650305	0.298744425390263	62.9120941998336	0.88741542022792	0.6225	0.262310537687334	0.512477895576467
m7	14	Egg	3	2	0.1	0.863137462638449	0.341093408236447	34.4986811989517	0.907728758169935	0.666952380952381	0.264172108754967	0.564594993669764
m1	15	Egg	3	2	0.1	1.55374060291445	0.436614337884178	47.8532609365444	0.698217072409488	0.313833333333333	0.176559191627477	0.158147882473414
m2	15	Egg	3	2	0.1	1.52383861680391	0.428604566594814	45.3642625113664	0.630598958333333	0.277952380952381	0.189041197521556	0.0901205549976414
m3	15	Egg	3	2	0.1	1.79228372590273	0.306884769153182	40.4490056238177	0.527201704545455	0.200119047619048	0.166289126089606	0.0427946595051051
m4	15	Egg	3	2	0.1	1.65049324450375	0.473359180834947	42.278819862743	0.656557311621967	0.254357142857143	0.197328946418577	0.0943652786508523
m5	15	Egg	3	2	0.1	1.57229845901881	0.358411701663851	39.2044992662931	0.683132102272727	0.205666666666667	0.188684083858929	0.0832648492167765
m6	15	Egg	3	2	0.1	1.44869332678399	0.329778667244798	49.1833475898641	0.655241013071895	0.201547619047619	0.174881509427082	0.0615777206879617
m7	15	Egg	3	2	0.1	1.40313360916382	0.311235621478698	45.1058909931488	0.647529533844189	0.268619047619048	0.181688327733121	0.111827782953728
m1	16	Egg	3	2	0.1	1.14905173629244	0.501433003001932	50.9444132460627	0.833860294117647	0.544357142857143	0.247290142822027	0.409919505805965
m2	16	Egg	3	2	0.1	1.22260559138054	0.429334174384312	50.7725887433767	0.81593545751634	0.495833333333333	0.250178107150523	0.365541185652683
m3	16	Egg	3	2	0.1	1.99756159128406	0.382669705660456	45.2428547600295	0.418835830212235	0.0725952380952381	0.111025784078727	-0.0514310731801756
m4	16	Egg	3	2	0.1	1.72683514653828	0.375880232393542	46.6355328155552	0.575179597701149	0.235619047619048	0.163242121111964	0.0789651679241341
m5	16	Egg	3	2	0.1	1.46049745894081	0.338978444360689	35.3151926236714	0.643398692810457	0.322119047619048	0.190812382181789	0.182917257485638
m6	16	Egg	3	2	0.1	1.09197139055581	0.469067351598877	51.5327251077612	0.869155092592593	0.494666666666667	0.249183627791127	0.367313633491759
m7	16	Egg	3	2	0.1	1.02991185630338	0.357229931953353	39.8190850401597	0.880656492248062	0.5525	0.260194770783322	0.431556211087426
m1	17	Egg	3	2	0.1	1.24478195109499	0.506804025507838	67.5056121226652	0.816425653594771	0.508214285714286	0.266230053607623	0.371931186012628
m2	17	Egg	3	2	0.1	1.13057580691809	0.389075437409148	54.3015608167285	0.817322954822955	0.556452380952381	0.243973913951363	0.427985935025344
m3	17	Egg	3	2	0.1	1.7265831921066	0.3405747058192	41.4239826303812	0.580505952380952	0.18802380952381	0.172716905137902	0.0372593791793549
m4	17	Egg	3	2	0.1	1.44281222483297	0.447562627574794	46.1739540476198	0.742258522727273	0.398928571428571	0.217142882194964	0.237651160292946
m5	17	Egg	3	2	0.1	1.43980892396116	0.300321232046227	47.3151286117317	0.662045019157088	0.238785714285714	0.211811999033485	0.108164332315896
m6	17	Egg	3	2	0.1	0.979599939038409	0.304967583152458	51.9335489587209	0.85217123769339	0.514642857142857	0.249491884975884	0.385891525561502
m7	17	Egg	3	2	0.1	1.10001773190798	0.307946485139516	45.8190850473033	0.819575163398693	0.460666666666667	0.238524740074033	0.318070294442425
m1	18	Egg	3	2	0.1	0.901597999263888	0.327824146383826	55.8809603362703	0.8352969348659	0.550357142857143	0.223640694204892	0.387901533675191
m2	18	Egg	3	2	0.1	1.00050264786865	0.34916687351449	57.1974627072299	0.83465870596206	0.480761904761905	0.212240704139747	0.328409328407937
m3	18	Egg	3	2	0.1	1.43836340276502	0.316417045137583	48.7115887863174	0.639220505617977	0.227857142857143	0.185403688174786	0.0845898921186128
m4	18	Egg	3	2	0.1	1.42408530175671	0.388335440835062	44.9094400437639	0.667871485943775	0.310035714285714	0.200122735923072	0.154234923625098
m5	18	Egg	3	2	0.1	1.47165705394116	0.370633961520667	41.3151302879289	0.645202745849298	0.311880952380952	0.20308679080678	0.178125983647057
m6	18	Egg	3	2	0.1	0.841639580488646	0.280904084044485	50.8239351554981	0.914822796934866	0.559952380952381	0.208061598363173	0.432918071251728
m7	18	Egg	3	2	0.1	0.857705176572959	0.275730797193912	46.3878305600188	0.884016073657928	0.543642857142857	0.207305767930726	0.405477661182806
m1	19	Egg	3	2	0.1	1.37566436054798	0.46173994391594	59.8815630781269	0.695969881398252	0.404880952380952	0.226277767263115	0.249881122069428
m2	19	Egg	3	2	0.1	1.31769966500884	0.559437631438907	49.747803209776	0.726269014550265	0.429333333333333	0.245259431117722	0.274868992693788
m3	19	Egg	3	2	0.1	1.9106253862741	0.335844620608236	44.4131112359614	0.449180711610487	0.0625	0.110968974744205	-0.0471063939184254
m4	19	Egg	3	2	0.1	1.82295840945244	0.449893039689535	49.9400293586059	0.527733365633075	0.213142857142857	0.175044856544277	0.0444095147532727
m5	19	Egg	3	2	0.1	1.56470404398415	0.367631877806161	38.1629021650495	0.650513117283951	0.266714285714286	0.174660222872331	0.110773643900242
m6	19	Egg	3	2	0.1	1.16150218059783	0.359214007714593	46.6484886694509	0.800068636950904	0.435333333333333	0.213006905143022	0.275116760700135
m7	19	Egg	3	2	0.1	1.11675793324741	0.360382078314208	36.1368528530051	0.78770325203252	0.451547619047619	0.242579082108812	0.309628356306448
m1	20	Egg	3	2	0.1	1.5390256714729	0.445719628706957	65.5377013855012	0.690030864197531	0.320857142857143	0.201566030396535	0.159235702394347
m2	20	Egg	3	2	0.1	1.61733856965213	0.417759206104596	53.5451774833807	0.667934941520468	0.303666666666667	0.195065098921	0.160314405256842
m3	20	Egg	3	2	0.1	1.86475864629966	0.29130970497576	44.4131112359614	0.425087803320562	0.0937857142857143	0.130567625331893	-0.0516209570532965
m4	20	Egg	3	2	0.1	1.62013341245118	0.381785786291094	47.1408757275086	0.588806960049938	0.242690476190476	0.184693130897817	0.0748948550570339
m5	20	Egg	3	2	0.1	1.40591996858666	0.305861941397923	41.3961852085068	0.681824712643678	0.258190476190476	0.202588756737609	0.119377113074593
m6	20	Egg	3	2	0.1	1.33484747574249	0.38379244821804	50.4336416047002	0.75439942002442	0.35402380952381	0.215667527771572	0.201554384036717
m7	20	Egg	3	2	0.1	1.44731229322458	0.301541050314079	50.3177662277445	0.685251130490956	0.32347619047619	0.202716107621122	0.193902379917848
m1	21	Egg	3	2	0.1	0.75185132611364	0.259085126686451	40.4986811923218	0.923914431673052	0.69152380952381	0.231805651664026	0.591369385015541
m2	21	Egg	3	2	0.1	0.975785036034947	0.384921397643428	40.4986811868943	0.885522003745318	0.624666666666667	0.281664524925613	0.518908693257126
m3	21	Egg	3	2	0.1	1.72167010182876	0.343547354703413	41.7064390841185	0.576241134751773	0.168833333333333	0.161912929864985	0.0548301638698151
m4	21	Egg	3	2	0.1	1.29722288028017	0.330446470392317	44.0593947303114	0.742331104252401	0.329928571428571	0.244007523777259	0.176532819401877
m5	21	Egg	3	2	0	1.15146770640931	0.384488154798142	37.7750465346105	0.717768719806763	0.344714285714286	0.204307128336291	0.201385139726787
m6	21	Egg	3	2	0.1	0.703034112636402	0.240366373870461	34.6063243308886	0.928633720930233	0.636666666666667	0.274444648918257	0.538097412943617
m7	21	Egg	3	2	0.1	0.825114583693683	0.255079090794589	34.4986811834745	0.896737637362637	0.644214285714286	0.240008964908493	0.524926528630975
m1	22	Egg	3	2	0.1	1.13007089454926	0.436068126444316	67.7528550866677	0.869225363756614	0.558738095238095	0.261565667710676	0.429863450041753
m2	22	Egg	3	2	0.1	1.32658709707826	0.361014907283258	54.0001820726944	0.80661865569273	0.459952380952381	0.248529512572048	0.344498594586915
m3	22	Egg	3	2	0.1	1.63688234537904	0.41541919065427	37.7605146210091	0.576045850066934	0.177119047619048	0.200201430608069	0.0481555461035876
m4	22	Egg	3	2	0.1	1.16939696895072	0.3485880799568	55.3686241450886	0.836299725651578	0.438571428571429	0.232661419311621	0.295764352470695
m5	22	Egg	3	2	0.1	1.24326247127624	0.333699496703028	38.1427601446873	0.767744670542636	0.410785714285714	0.211310773390882	0.267133914250243
m6	22	Egg	3	2	0.1	1.15456892255589	0.338091359796444	57.3149262339227	0.847040343915344	0.506119047619048	0.25076699380679	0.390771439524563
m7	22	Egg	3	2	0.1	1.32239631136526	0.323298216999799	45.0343913590366	0.769529320987654	0.495666666666667	0.24970937091234	0.360660238240031
m1	23	Egg	3	2	0.1	0.998259209905131	0.380184416654644	51.0081276114855	0.871686746987952	0.486857142857143	0.234806161415529	0.320993638747998
m2	23	Egg	3	2	0.1	1.12060358495558	0.436113711587151	52.8477652403645	0.824969474969475	0.479833333333333	0.230006282547289	0.323605859849879
m3	23	Egg	3	2	0.1	1.75415291090902	0.275928712428828	49.2096055619916	0.506357473544974	0.0925833333333333	0.13896409579973	-0.0135003363341464
m4	23	Egg	3	2	0.1	1.54278804479201	0.394998004346582	45.1058909867055	0.626507173382173	0.327	0.186313097086339	0.182340917379684
m5	23	Egg	3	2	0.1	1.43330744870299	0.325586649451681	41.3151302879289	0.668617353308365	0.305238095238095	0.198374022204486	0.165966566965288
m6	23	Egg	3	2	0.1	0.911004392776543	0.305957577429211	41.6542793955227	0.871064814814815	0.530285714285714	0.235683815522496	0.397250835433672
m7	23	Egg	3	2	0.1	1.04424869947365	0.339206161830967	53.398586410812	0.834672619047619	0.465119047619048	0.239576291875767	0.318604761088881
m1	24	Egg	3	2	0.1	1.38698972572853	0.450539954622343	65.9179873226926	0.694331395348837	0.42997619047619	0.259473408797276	0.279177316569686
m2	24	Egg	3	2	0.1	1.46053219467568	0.407049239020622	67.6063352961381	0.689220505617978	0.405357142857143	0.219454359962715	0.242246061717539
m3	24	Egg	3	2	0.1	1.97555933457875	0.4118957674483	45.3054439591711	0.424665637860082	0.074702380952381	0.109196078742653	-0.0451822807495574
m4	24	Egg	3	2	0.1	1.53864921315198	0.393122069368451	48.9214822267426	0.632275883838384	0.279952380952381	0.225150816909011	0.132041979935423
m5	24	Egg	3	2	0	1.14684135580942	0.303261890906983	43.7750216185236	0.720217803030303	0.304833333333333	0.187865543412824	0.161378991781166
m6	24	Egg	3	2	0.1	1.15616414887105	0.319878909859036	51.5027054456469	0.795770582329317	0.509285714285714	0.24638421431237	0.380376015247789
m7	24	Egg	3	2	0.1	1.31091457302018	0.401184040602137	45.5027054442552	0.748697916666667	0.410166666666667	0.246221556675047	0.269745897164223
m1	25	Egg	3	2	0.1	0.909782757772335	0.367551339132827	50.4952088132562	0.88501872659176	0.568809523809524	0.209852463173443	0.420398383156054
m2	25	Egg	3	2	0.1	0.99398701088285	0.359977065383463	52.0898210953383	0.854732365792759	0.550285714285714	0.192243866025345	0.41538720156159
m3	25	Egg	3	2	0.1	1.75487204112034	0.26050055425658	44.1824590532661	0.485691015089163	0.112047619047619	0.125720544030677	-0.0192153820977644
m4	25	Egg	3	2	0.1	1.52248910352328	0.38826519850002	39.0159162096561	0.635614502583979	0.320857142857143	0.212568912355095	0.147350491269694
m5	25	Egg	3	2	0.1	1.39075435543497	0.333297128743571	35.3151926236714	0.67165327978581	0.314285714285714	0.212898077765084	0.187863773306303
m6	25	Egg	3	2	0.1	0.848735138713576	0.35048866739744	35.6492138932013	0.885927960927961	0.587666666666667	0.203568335799228	0.44873736356961
m7	25	Egg	3	2	0.1	0.901779552005836	0.250846177767942	46.3878305600188	0.892118863049096	0.53852380952381	0.188435551640986	0.41223375317493
m1	26	Egg	3	2	0.1	1.63379812445686	0.549666399278473	72.1038528881187	0.695229640151515	0.320833333333333	0.252166538150808	0.165360309130273
m2	26	Egg	3	2	0.1	1.70337286169155	0.386613435976584	49.6381700656735	0.573299808429119	0.210833333333333	0.162098593406258	0.0535189935336592
m3	26	Egg	3	2	0.1	1.81102647116293	0.31208179496641	41.4527711570951	0.466562899106003	0.147452380952381	0.157857723248813	0.00279536761948279
m4	26	Egg	3	2	0.1	1.55282738906082	0.401381459330494	45.9559363930672	0.703554894179894	0.315690476190476	0.192842176332432	0.151901129582675
m5	26	Egg	3	2	0.1	1.46246975770425	0.359787715890899	41.9518722453164	0.727458175505051	0.322166666666667	0.187966479209452	0.162376063172705
m6	26	Egg	3	2	0.1	1.44998726495491	0.32323451102163	67.2516862439291	0.744067938420348	0.251190476190476	0.193765637887823	0.109960262922312
m7	26	Egg	3	2	0.1	1.57278234068488	0.296071717048564	49.1833475697186	0.603753306878307	0.145833333333333	0.148058421902627	0.0349912795236068
m1	27	Egg	3	2	0.1	1.37030024129603	0.410615814838577	48.74211537436	0.748533950617284	0.359428571428571	0.220875874117352	0.198114175947509
m2	27	Egg	3	2	0.1	1.33523760497293	0.412424764351469	44.5073686009469	0.747243139223561	0.34747619047619	0.213521651017877	0.171771420423713
m3	27	Egg	3	2	0.1	1.91387997830831	0.335361475963536	44.1430714165952	0.449462632275132	0.0644285714285714	0.112679519990305	-0.0571573801657672
m4	27	Egg	3	2	0.1	1.73872993130515	0.396091667086358	41.7841154541071	0.639763708513708	0.256619047619048	0.193860205415356	0.104243724605059
m5	27	Egg	3	2	0.1	1.57102966345261	0.299361487757147	38.1629021650495	0.654236891385768	0.263166666666667	0.197633232277776	0.111637996933511
m6	27	Egg	3	2	0.1	1.22001600352088	0.356680351247753	46.6558609290565	0.793506117724868	0.371	0.228701256819746	0.231979355718054
m7	27	Egg	3	2	0.1	1.30208319456884	0.402351827145451	42.1368512876551	0.742501560549313	0.350333333333333	0.234448752892576	0.207261371391175
