shifts	Tree	MLloglik	MLest	MLse
28	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
21	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
29	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
50	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
46	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
21	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
38	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
19	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
41	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
30	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
20	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
31	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
35	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
26	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
36	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
40	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
38	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
26	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
47	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
26	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
27	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
58	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
28	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
29	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
28	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
45	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
41	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
25	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
27	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
30	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
29	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
42	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
32	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
33	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
29	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
54	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
24	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
23	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
25	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
39	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
24	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
26	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
30	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
29	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
24	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
27	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
27	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
22	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
22	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
31	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
33	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
20	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
57	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
33	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
50	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
19	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
28	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
20	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
29	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
59	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
37	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
25	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
31	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
36	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
39	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
26	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
20	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
20	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
36	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
38	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
33	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
30	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
27	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
32	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
24	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
38	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
28	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
24	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
28	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
46	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
38	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
28	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
25	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
32	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
29	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
32	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
53	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
22	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
25	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
31	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
32	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
21	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
26	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
51	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
47	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
30	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
28	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
30	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
42	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
36	mt_tree	-78.3534887419939	1.97367655389477	0.46451697383678
25	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
27	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
23	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
23	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
26	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
28	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
25	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
22	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
29	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
22	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
27	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
26	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
23	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
29	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
