shifts	Tree	MLloglik	MLest	MLse
26	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
27	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
23	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
24	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
25	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
28	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
25	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
23	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
26	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
25	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
26	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
27	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
25	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
23	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
26	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
24	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
27	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
24	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
28	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
23	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
29	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
24	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
24	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
22	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
23	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
23	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
35	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
29	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
25	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
24	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
26	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
28	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
23	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
25	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
25	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
24	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
23	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
29	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
26	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
29	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
23	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
25	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
27	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
25	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
25	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
29	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
24	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
32	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
26	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
23	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
27	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
23	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
25	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
23	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
31	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
24	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
25	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
27	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
23	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
27	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
26	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
27	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
26	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
26	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
23	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
27	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
23	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
25	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
27	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
27	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
22	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
23	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
30	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
28	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
25	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
24	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
23	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
25	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
28	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
25	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
23	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
24	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
26	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
32	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
22	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
27	a_tree	-111.709398944351	0.419664970578306	0.0645672493718465
