ID	Contributor	Contributor_ID	SRA_Biosample	SRA_Accessions	Already_Released_SRA	Analysis_PopulationGenetics	Analysis_SNAPP	Analysis_GensAssociations	Analysis_GeneHunt	IDNum	Egg	EggCol	EggShape	EggOrder	HostParents	HostParentShort	HostCommon	Species	Species_Latin	Shape	SpeciesShort	Sex	Age	Source	Latitude	Longitude	CountryFull	HostColor	HostShape	Sampling_Year	GeographicGroup	GeoOrder	GeoShape	GeoColor	Haplogroup	HaplogroupColor	Habitat	AncestryA5	AncestryColor	MeanCoverage	MedianCoverage	Coverage_mtDNA	Coverage_Ratio_mtDNAAutosomes	Raw_Reads_M	Mapped_Reads_M	Percent_Reads_Mapped	Raw_Bases_Gb	Mapped_Bases_Gb	Bases_Mapped_Percent
067_CC_GRW_BGR_M	Frode Fossøy & Bård Stokke	006_GRW_BUL06_046SL	SAMN14589828	SRR11531734	Unreleased	1	0	0	0	067	NA	NA	8	16	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	M	Young	Blood	43.788364	23.45133	Bulgaria	#46F884FF	15	2006	GCC4	4	24	#FFB86D	MCC5	#FB9A99	Croplands	ACC4	#636363	13.61	12	157.9	11.95306586	142.39418	141.363066	0.992758735	21.359127	21.17036858	0.991162634
069_CC_GRW_BGR_F	Frode Fossøy & Bård Stokke	067_GRW_BUL07_gr13	SAMN14589830	SRR11531724	Unreleased	1	1	1	1	069	ECC6	#D55E00	23	6	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Blood	43.788364	23.45133	Bulgaria	#46F884FF	15	2007	GCC4	4	24	#FFB86D	MCC5	#FB9A99	Croplands	ACC4	#636363	15.84	14	282.55	18.39518229	167.572108	166.343332	0.992667181	25.1358162	24.90624986	0.990866963
070_CC_GRW_BGR_F	Frode Fossøy & Bård Stokke	007_GRW_BUL06_AGRW25/LB	SAMN14589831	SRR11531710	Unreleased	1	1	1	1	070	ECC6	#D55E00	23	6	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Blood	43.788364	23.45133	Bulgaria	#46F884FF	15	2006	GCC4	4	24	#FFB86D	MCC7	#33A02C	Croplands	ACC4	#636363	17.54	16	248.92	14.5908558	188.414234	186.966988	0.992318808	28.2621351	28.00107615	0.990762943
071_CC_GRW_BGR_F	Frode Fossøy & Bård Stokke	070_GRW_BUL07_gr28	SAMN14589832	SRR11531717	Unreleased	1	1	1	1	071	ECC6	#D55E00	23	6	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Blood	43.788364	23.45133	Bulgaria	#46F884FF	15	2007	GCC4	4	24	#FFB86D	MCC5	#FB9A99	Croplands	ACC4	#636363	16.43	15	247.16	15.77281429	172.145924	170.056616	0.987863157	25.8218886	25.48267459	0.986863315
074_CC_MSH_BGR_F	Frode Fossøy & Bård Stokke	003_MW_BUL05_RO1	SAMN14589835	SRR11531723	Unreleased	1	1	1	1	074	ECC6	#D55E00	23	6	Acrocephalus_palustris	A. palustris	Marsh Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Blood	43.788364	23.45133	Bulgaria	#F05B12FF	15	2005	GCC4	4	24	#FFB86D	MCC5	#FB9A99	Croplands	ACC4	#636363	13.84	13	211.11	15.76624347	142.480234	141.185986	0.990916298	21.3720351	21.14284712	0.989276268
078_CC_MSH_BGR_M	Frode Fossøy & Bård Stokke	046_MW_BUL07_mwb1	SAMN14589839	SRR11531716	Unreleased	1	0	1	0	078	ECC6	#D55E00	23	6	Acrocephalus_palustris	A. palustris	Marsh Warbler	Common cuckoo	C. c. canorus	21	CC	M	Young	Tissue	43.788364	23.45133	Bulgaria	#F05B12FF	15	2007	GCC4	4	24	#FFB86D	MCC7	#33A02C	Croplands	ACC4	#636363	16.18	15	403.31	25.72130102	175.351986	174.068776	0.99268209	26.3027979	26.07313993	0.991268686
082_CC_ERW_CZE_F	Petr Procházka	GA28741	SAMN14589843	SRR11531727	Unreleased	1	0	0	0	082	NA	NA	8	16	Acrocephalus_scirpaceus	A. scirpaceus	Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Blood	48.90138198	17.06073702	Czechia	#46F884FF	17	2019	GCC4	4	24	#FFB86D	MCC7	#33A02C	Forest	ACC4	#636363	15.71	14	310.12	20.30910282	166.234102	164.614448	0.990256789	24.9351153	24.62875523	0.98771371
083_CC_ERW_DEU_M	Frode Fossøy & Bård Stokke	112_RW_GER03_45	SAMN14589844	SRR11531732	Unreleased	1	0	0	0	083	NA	NA	8	16	Acrocephalus_scirpaceus	A. scirpaceus	Reed Warbler	Common cuckoo	C. c. canorus	21	CC	M	Young	Blood	49.67	10.85	Germany	#46F884FF	17	2003	GCC4	4	24	#FFB86D	MCC7	#33A02C	Savannas	ACC4	#636363	15.5	13	434.43	29.27425876	162.932842	161.263242	0.989752833	24.4399263	24.15499731	0.988341659
084_CC_BRA_FIN_M	Frode Fossøy & Bård Stokke	193_BRA_FIN06_4	SAMN14589845	SRR11531743	Unreleased	1	0	1	0	084	ECC3	#56B4E9	23	3	Fringilla_montifringilla	F. montifringilla	Brambling	Common cuckoo	C. c. canorus	21	CC	M	Young	Tissue	67.65	24.9	Finland	#46F884FF	16	2006	GCC5	5	25	#FFA04E	MCC6	#E31A1C	Savannas	ACC4	#636363	15.08	14	2459.12	170.8908965	153.385356	152.322232	0.993068934	23.0078034	22.82512846	0.992060305
085_CC_RED_FIN_M	Frode Fossøy & Bård Stokke	174_RED_FIN06_p4	SAMN14589846	SRR11531752	Unreleased	1	0	1	0	085	ECC1	#88CCEE	21	1	Phoenicurus_phoenicurus	P. phoenicurus	Common Redstart	Common cuckoo	C. c. canorus	21	CC	M	Young	Blood	61.42	28.53	Finland	#30123BFF	18	2006	GCC5	5	25	#FFA04E	MCC1	#A6CEE3	Forest	ACC4	#636363	14.46	13	50.54	3.670297749	148.64901	147.490048	0.992203365	22.2973515	22.09891504	0.991100447
086_CC_RED_FIN_F	Frode Fossøy & Bård Stokke	181_RED_FIN06_p11	SAMN14589847	SRR11531742	Unreleased	1	0	0	0	086	NA	NA	8	16	Phoenicurus_phoenicurus	P. phoenicurus	Common Redstart	Common cuckoo	C. c. canorus	21	CC	F	Young	Blood	61.42	28.53	Finland	#30123BFF	18	2006	GCC5	5	25	#FFA04E	MCC1	#A6CEE3	Forest	ACC4	#636363	15.18	14	107.36	7.298436438	154.508928	153.328812	0.99236215	23.1763392	22.96772329	0.990998755
092_CC_RED_FIN_M	Frode Fossøy & Bård Stokke	079_RED_FIN07_62	SAMN14589853	SRR11531745	Unreleased	1	0	1	0	092	ECC1	#88CCEE	21	1	Phoenicurus_phoenicurus	P. phoenicurus	Common Redstart	Common cuckoo	C. c. canorus	21	CC	M	Young	Blood	61.42	28.53	Finland	#30123BFF	18	2007	GCC5	5	25	#FFA04E	MCC1	#A6CEE3	Forest	ACC4	#636363	13.94	13	54.82	4.066765579	141.866346	140.77089	0.992278253	21.2799519	21.09555385	0.991334659
096_CC_GRW_HUN_F	Frode Fossøy & Bård Stokke	151_GRW_HUN07_63	SAMN14589857	SRR11531751	Unreleased	1	1	1	1	096	ECC6	#D55E00	23	6	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Blood	47.12	19.1	Hungary	#46F884FF	15	2007	GCC4	4	24	#FFB86D	MCC7	#33A02C	Croplands	ACC4	#636363	14.46	13	116.15	8.502928258	148.801694	147.560536	0.991658979	22.3202541	22.10715858	0.990452818
098_CC_ERW_POL_M	Frode Fossøy & Bård Stokke	122_RW_POL03_354	SAMN14589859	SRR11531740	Unreleased	1	0	1	0	098	ECC7	#DDCC77	21	7	Acrocephalus_scirpaceus	A. scirpaceus	Reed Warbler	Common cuckoo	C. c. canorus	21	CC	M	Young	Blood	51.53	17.37	Poland	#46F884FF	17	2003	GCC4	4	24	#FFB86D	MCC7	#33A02C	Savannas	ACC4	#636363	15.08	13	267.83	18.40756014	155.301824	154.0449	0.991906573	23.2952736	23.07193634	0.990412765
100_CC_ERW_POL_F	Frode Fossøy & Bård Stokke	142_RW_POL06_99	SAMN14589861	SRR11531722	Unreleased	1	0	0	0	100	NA	NA	8	16	Acrocephalus_scirpaceus	A. scirpaceus	Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Blood	51.53	17.37	Poland	#46F884FF	17	2006	GCC4	4	24	#FFB86D	MCC4	#FF7F00	Savannas	ACC4	#636363	15.98	12	652.13	42.5394651	168.602378	167.248194	0.99196818	25.2903567	25.03700916	0.989982445
102_CC_ERW_SPA_F	Frode Fossøy & Bård Stokke	135_RW_SPA04_29	SAMN14589863	SRR11531715	Unreleased	1	0	0	0	102	NA	NA	8	16	Acrocephalus_scirpaceus	A. scirpaceus	Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Blood	40.73333	0.78333	Spain	#46F884FF	17	2004	GCC1	1	21	#FFFFCC	MCC7	#33A02C	Croplands	ACC5	#252525	16.71	14	198.12	12.60305344	177.268932	175.328636	0.989054506	26.5903398	26.23169794	0.986512325
104_CB_ORW_CHN_M	Liang Wei	DT125	SAMN14589865	SRR11531720	Unreleased	1	0	0	0	104	NA	NA	8	16	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	Common cuckoo	C. c. bakeri	21	CC	M	Young	Tissue	31.509501	121.962126	China	#3E9BFEFF	16	2012	GCC14	14	24	#990000	MCC3	#B2DF8A	Wetlands	ACC2	#BDBDBD	16.72	15	302.48	18.55705521	171.04783	169.631588	0.991720199	25.6571745	25.41249034	0.990463324
105_CB_ORW_CHN_F	Liang Wei	DT021	SAMN14589866	SRR11531748	Unreleased	1	0	0	0	105	NA	NA	8	16	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	Common cuckoo	C. c. bakeri	21	CC	F	Young	Blood	31.509501	121.962126	China	#3E9BFEFF	16	2012	GCC14	14	24	#990000	MCC3	#B2DF8A	Wetlands	ACC2	#BDBDBD	14.96	14	98.84	6.797799175	149.939108	148.673412	0.9915586	22.4908662	22.2711477	0.990230768
108_CB_ORW_CHN_F	Liang Wei	DT076	SAMN14589869	SRR11531719	Unreleased	1	0	0	0	108	NA	NA	8	16	Acrocephalus_orientalis	A. orientalis	Oriental Reed Warbler	Common cuckoo	C. c. bakeri	21	CC	F	Young	Blood	31.509501	121.962126	China	#3E9BFEFF	16	2012	GCC14	14	24	#990000	MCC3	#B2DF8A	Wetlands	ACC2	#BDBDBD	16.58	15	28.58	1.800882168	171.420846	170.078722	0.992170591	25.7131269	25.48139914	0.990987959
113_CC_UNK_ENG_F	Chris Hewson	170431	SAMN15783691	SRR12426766	Unreleased	1	0	0	0	113	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	Adult	Feather	52.470526	1.687814	England	NA	NA	2017	GCC2	2	22	#FFE7AC	MCC7	#33A02C	NA	ACC5	#252525	11.45	11	1350.84	125.1936979	159.206938	142.885868	0.897485184	23.8810407	21.39809481	0.896028572
114_CC_UNK_ENG_M	Chris Hewson	134960	SAMN15783692	SRR12426768,SRR12426767	Unreleased	1	0	0	0	114	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Feather	52.40516	0.62116	England	NA	NA	2014	GCC2	2	22	#FFE7AC	MCC7	#33A02C	NA	ACC5	#252525	9	8	3004.97	374.6845387	129.797218	99.218564	0.7644121	19.4695827	14.85490612	0.762980201
115_CC_UNK_ENG_M	Chris Hewson	62608	SAMN15783693	SRR12426763,SRR12426762	Unreleased	1	0	0	0	115	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Feather	52.464942	0.677204	England	NA	NA	2011	GCC2	2	22	#FFE7AC	MCC4	#FF7F00	NA	ACC5	#252525	11.18	10	3746.28	368.0039293	138.428094	129.613592	0.936324327	20.7642141	19.37693441	0.933188914
116_CC_UNK_ENG_M	Chris Hewson	50026	SAMN15783694	SRR12426765,SRR12426764	Unreleased	1	0	0	0	116	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Feather	52.470526	1.687814	England	NA	NA	2018	GCC2	2	22	#FFE7AC	MCC7	#33A02C	NA	ACC5	#252525	11.91	11	856.23	75.50529101	136.118288	134.827106	0.990514265	20.4177432	20.20110571	0.989389744
118_CC_UNK_ENG_M	Chris Hewson	134957	SAMN15783696	SRR12426773,SRR12426769	Unreleased	1	0	0	0	118	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Feather	53.15063	1.08256	England	NA	NA	2014	GCC2	2	22	#FFE7AC	MCC7	#33A02C	NA	ACC5	#252525	10.98	10	880.12	84.95366795	137.173038	135.73742	0.989534255	20.5759557	20.33411512	0.988246447
119_CC_UNK_ENG_F	Chris Hewson	DS58269	SAMN15783697	SRR12426771,SRR12426770	Released	1	0	0	0	119	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	Adult	Feather	52.40516	0.62116	England	NA	NA	2016	GCC2	2	22	#FFE7AC	MCC4	#FF7F00	NA	ACC5	#252525	12.19	11	3854.29	345.0572963	138.516706	126.846478	0.915748588	20.7775059	18.90798522	0.910021892
120_CC_UNK_ENG_F	Chris Hewson	DA34857	SAMN15783698	SRR12426772	Released	1	0	0	0	120	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	Adult	Feather	53.998013	-2.495503	England	NA	NA	2015	GCC2	2	22	#FFE7AC	MCC7	#33A02C	NA	ACC5	#252525	10.05	9	3016.14	326.7757313	140.36201	121.583262	0.866212033	21.0543015	18.18779035	0.86385152
121_CC_UNK_ENG_M	Chris Hewson	179106	SAMN16824929	SRR13078049,SRR13078048	Unreleased	1	0	0	0	121	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Feather	52.39409	0.744067	England	NA	NA	2019	GCC2	2	22	#FFE7AC	MCC7	#33A02C	NA	ACC5	#252525	10.71	9	3610.91	359.2945274	126.494716	110.456946	0.873213914	18.9742074	16.53534959	0.871464575
123_CC_UNK_ENG_M	Chris Hewson	179109	SAMN16824931	SRR13078015,SRR13078004	Unreleased	1	0	0	0	123	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Feather	50.8901	-1.67855	England	NA	NA	2019	GCC2	2	22	#FFE7AC	MCC4	#FF7F00	NA	ACC5	#252525	14	13	1549.04	118.2473282	143.542614	137.790944	0.959930575	21.5313921	20.59043156	0.956298203
124_CC_UNK_ENG_M	Chris Hewson	50017	SAMN16824932	SRR13077993,SRR13077982	Unreleased	1	0	0	0	124	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Feather	50.87966	1.6639	England	NA	NA	2018	GCC2	2	22	#FFE7AC	MCC7	#33A02C	NA	ACC5	#252525	12.89	10	730.88	59.8101473	137.515252	134.641764	0.979104223	20.6272878	20.15683493	0.977192694
125_CC_UNK_ENG_M	Chris Hewson	50023	SAMN16824933	SRR13077971	Unreleased	1	0	0	0	125	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Feather	53.2	-1.1	England	NA	NA	2018	GCC2	2	22	#FFE7AC	MCC7	#33A02C	NA	ACC5	#252525	11.76	9	4515.2	413.8588451	133.928228	125.886958	0.939958363	20.0892342	18.83281764	0.937458215
126_CC_UNK_ENG_M	Chris Hewson	50031	SAMN16824934	SRR13077970,SRR13078047	Unreleased	1	0	0	0	126	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Feather	52.50884	0.615757	England	NA	NA	2018	GCC2	2	22	#FFE7AC	MCC7	#33A02C	NA	ACC5	#252525	14.36	12	1286.25	95.91722595	146.250206	141.770276	0.969368043	21.9375309	21.21077173	0.966871424
127_CC_UNK_ENG_M	Chris Hewson	50032	SAMN16824935	SRR13078046,SRR13078045	Unreleased	1	0	0	0	127	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Feather	52.50884	0.615757	England	NA	NA	2018	GCC2	2	22	#FFE7AC	MCC7	#33A02C	NA	ACC5	#252525	13.51	11	989.22	78.19920949	137.813478	135.397594	0.9824699	20.6720217	20.268224	0.980466463
130_CC_UNK_ENG_M	Chris Hewson	146753	SAMN16824938	SRR13078041,SRR13078040	Unreleased	1	0	0	0	130	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Feather	53.998013	-2.495503	England	NA	NA	2015	GCC2	2	22	#FFE7AC	MCC7	#33A02C	NA	ACC5	#252525	14.17	13	126.62	9.513148009	140.731682	139.589294	0.99188251	21.1097523	20.89207208	0.989688168
131_CC_UNK_ENG_M	Chris Hewson	146754	SAMN16824939	SRR13078039,SRR13078038	Unreleased	1	0	0	0	131	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Feather	54.386314	-0.89248	England	NA	NA	2015	GCC2	2	22	#FFE7AC	MCC7	#33A02C	NA	ACC5	#252525	11.31	10	4191.82	399.6015253	124.85602	117.70974	0.942763833	18.728403	17.61954644	0.940792786
132_CC_UNK_ENG_M	Chris Hewson	146756	SAMN16824940	SRR13078036,SRR13078035	Unreleased	1	0	0	0	132	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Feather	54.386314	-0.89248	England	NA	NA	2015	GCC2	2	22	#FFE7AC	MCC7	#33A02C	NA	ACC5	#252525	8.99	8	2504.27	295.6635183	123.921308	99.137728	0.8000055	18.5881962	14.82721562	0.797668341
133_CC_UNK_ENG_M	Chris Hewson	146757	SAMN16824941	SRR13078034,SRR13078033	Unreleased	1	0	0	0	133	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Feather	54.386314	-0.89248	England	NA	NA	2015	GCC2	2	22	#FFE7AC	MCC7	#33A02C	NA	ACC5	#252525	9.72	9	4318.84	470.9749182	133.24988	106.20275	0.797019479	19.987482	15.87783092	0.794388754
134_CC_UNK_ENG_M	Chris Hewson	146758	SAMN16824942	SRR13078032,SRR13078031	Unreleased	1	0	0	0	134	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Feather	53.998013	-2.495503	England	NA	NA	2015	GCC2	2	22	#FFE7AC	MCC7	#33A02C	NA	ACC5	#252525	13.73	13	723.31	56.95354331	139.067126	137.652882	0.989830494	20.8600689	20.60069328	0.987565927
135_CC_UNK_ENG_M	Chris Hewson	146759	SAMN16824943	SRR13078030,SRR13078029	Unreleased	1	0	0	0	135	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Feather	53.998013	-2.495503	England	NA	NA	2015	GCC2	2	22	#FFE7AC	MCC7	#33A02C	NA	ACC5	#252525	11.9	11	3783.6	365.5652174	137.223862	121.029474	0.881985627	20.5835793	18.03957673	0.87640621
136_CC_UNK_ENG_M	Chris Hewson	146760	SAMN16824944	SRR13078028,SRR13078027	Unreleased	1	0	0	0	136	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Feather	52.266602	-3.812307	England	NA	NA	2015	GCC2	2	22	#FFE7AC	MCC7	#33A02C	NA	ACC5	#252525	14.07	13	844.57	65.06702619	141.53502	139.52411	0.985792138	21.230253	20.86114069	0.982613852
138_CC_UNK_BLR_M	Chris Hewson	134965	SAMN16824946	SRR13078023,SRR13078022	Unreleased	1	0	0	0	138	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Feather	52.006009	27.756804	Belarus	NA	NA	2014	GCC6	6	21	#FF892F	MCC7	#33A02C	NA	ACC4	#636363	14.44	13	1640.62	124.1013616	148.498812	144.08506	0.970277527	22.2748218	21.52383772	0.966285518
140_CC_UNK_BLR_M	Chris Hewson	134970	SAMN16824948	SRR13078019,SRR13078018	Unreleased	1	0	0	0	140	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Feather	53.665932	31.580872	Belarus	NA	NA	2014	GCC6	6	21	#FF892F	MCC7	#33A02C	NA	ACC4	#636363	13.49	12	3093.8	253.3824734	135.855534	134.356458	0.988965661	20.3783301	20.04059279	0.983426645
141_CC_UNK_RUS_M	Kasper Thorup	634502	SAMN16824926	SRR13078017,SRR13078016	Unreleased	1	0	0	0	141	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Blood	53.716667	91.48333	Russia	NA	NA	2018	GCC9	9	24	#E74E00	MCC1	#A6CEE3	NA	ACC4	#636363	15.4	14	36.05	2.439106901	155.01566	153.637272	0.991108073	23.252349	23.00100896	0.989190768
142_CC_UNK_RUS_M	Kasper Thorup	634503	SAMN16824927	SRR13078014,SRR13078013	Unreleased	1	0	0	0	142	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Blood	53.003111	156.3510556	Russia	NA	NA	2017	GCC13	13	23	#A80F00	MCC6	#E31A1C	NA	ACC3	#969696	14.59	13	715.46	52.03345455	150.216258	148.559472	0.988970661	22.5324387	22.23027784	0.986589962
143_CC_UNK_RUS_M	Kasper Thorup	634505	SAMN16824928	SRR13078012,SRR13078011	Unreleased	1	0	0	0	143	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Blood	53.164419	158.416757	Russia	NA	NA	2017	GCC13	13	23	#A80F00	MCC2	#1F78B4	NA	ACC3	#969696	13.33	12	1366.51	118.7237185	136.534992	135.064942	0.989233163	20.4802488	20.06423479	0.979687063
145_CC_GRW_BGR_M	Frode Fossøy & Bård Stokke	050_GRW_BUL06_012/LB	SAMN16824908	SRR13078008,SRR13078007	Unreleased	1	0	1	0	145	ECC6	#D55E00	23	6	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	M	Young	Tissue	43.788364	23.45133	Bulgaria	#46F884FF	15	2006	GCC4	4	24	#FFB86D	MCC7	#33A02C	Croplands	ACC4	#636363	13.58	11	2569.5	203.6053883	137.116766	134.944118	0.98415476	20.5675149	20.14788629	0.979597505
149_CC_GRW_BGR_M	Frode Fossøy & Bård Stokke	069_GRW_BUL07_gr19	SAMN16824912	SRR13078000,SRR13077999	Unreleased	1	0	1	0	149	ECC6	#D55E00	23	6	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	M	Young	Blood	43.788364	23.45133	Bulgaria	#46F884FF	15	2007	GCC4	4	24	#FFB86D	MCC4	#FF7F00	Croplands	ACC4	#636363	15.29	14	131.06	8.976712329	153.276794	152.018282	0.991789285	22.9915191	22.77112036	0.990413912
150_CC_GRW_CZE_F	Petr Procházka	C216	SAMN16824913	SRR13077998,SRR13077997	Unreleased	1	0	0	0	150	NA	NA	8	16	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Blood	48.863597	17.064378	Czechia	#46F884FF	15	2020	GCC4	4	24	#FFB86D	MCC7	#33A02C	Wetlands	ACC4	#636363	16.33	15	112.65	7.17059198	159.80083	158.496404	0.991837176	23.9701245	23.7338787	0.990144156
151_CC_GRW_CZE_F	Petr Procházka	C215	SAMN16824914	SRR13077996,SRR13077995	Unreleased	1	0	0	0	151	NA	NA	8	16	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Blood	48.863597	17.064378	Czechia	#46F884FF	15	2020	GCC4	4	24	#FFB86D	MCC7	#33A02C	Wetlands	ACC4	#636363	15.45	14	141.81	9.633831522	156.324074	154.74322	0.989887329	23.4486111	23.15978204	0.987682466
152_CC_GRW_CZE_F	Petr Procházka	C231	SAMN16824915	SRR13077994,SRR13077992	Unreleased	1	0	0	0	152	NA	NA	8	16	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Blood	48.863597	17.064378	Czechia	#46F884FF	15	2020	GCC4	4	24	#FFB86D	MCC4	#FF7F00	Wetlands	ACC4	#636363	14.75	12	107.59	7.685	150.276336	148.822906	0.990328284	22.5414504	22.27197799	0.988045472
153_CC_ERW_CZE_F	Petr Procházka	C153	SAMN16824916	SRR13077991,SRR13077990	Unreleased	1	0	0	0	153	NA	NA	8	16	Acrocephalus_scirpaceus	A. scirpaceus	Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Young	Blood	48.863597	17.064378	Czechia	#46F884FF	17	2020	GCC4	4	24	#FFB86D	MCC5	#FB9A99	Wetlands	ACC4	#636363	14.72	12	79.66	5.726815241	148.305428	146.678002	0.989026524	22.2458142	21.96114996	0.987203694
157_CC_GRW_CZE_M	Petr Procházka	C510	SAMN16824920	SRR13077983,SRR13077981	Unreleased	1	0	0	0	157	NA	NA	8	16	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	M	Young	Blood	48.863597	17.064378	Czechia	#46F884FF	15	2020	GCC4	4	24	#FFB86D	MCC7	#33A02C	Wetlands	ACC4	#636363	15.98	13	90.19	5.921864741	159.648676	157.823296	0.988566269	23.9473014	23.62001491	0.986333053
159_CC_UNK_MON_M	Chris Hewson	161314	SAMN16824922	SRR13077978,SRR13077977	Unreleased	1	0	0	0	159	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Blood	48.27666	110.56272	Mongolia	NA	NA	2019	GCC10	10	25	#D73E00	MCC4	#FF7F00	NA	ACC3	#969696	14.63	14	33.25	2.339901478	144.862282	143.990738	0.993983638	21.7293423	21.57541786	0.992916286
160_CC_UNK_MON_M	Chris Hewson	170436	SAMN16824923	SRR13077976,SRR13077975	Unreleased	1	0	0	0	160	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Blood	48.28696	110.46408	Mongolia	NA	NA	2019	GCC10	10	25	#D73E00	MCC4	#FF7F00	NA	ACC3	#969696	13.95	13	28.74	2.13363029	138.150742	137.320278	0.993988711	20.7226113	20.57494724	0.992874254
161_CC_UNK_MON_M	Chris Hewson	170438	SAMN16824924	SRR13077974	Unreleased	1	0	0	0	161	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Blood	48.28106	110.48731	Mongolia	NA	NA	2019	GCC10	10	25	#D73E00	MCC6	#E31A1C	NA	ACC3	#969696	13.51	13	37.29	2.818594104	136.764062	135.973406	0.994218832	20.5146093	20.3726173	0.993078493
162_CC_UNK_MON_M	Chris Hewson	170437	SAMN16824925	SRR13077973,SRR13077972	Unreleased	1	0	0	0	162	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Blood	48.24954	110.4903	Mongolia	NA	NA	2019	GCC10	10	25	#D73E00	MCC4	#FF7F00	NA	ACC3	#969696	13.87	13	29.26	2.165803109	137.550592	136.673414	0.99362287	20.6325888	20.48167148	0.992685488
