ID	Contributor	Contributor_ID	SRA_Biosample	SRA_Accessions	Already_Released_SRA	Analysis_PopulationGenetics	Analysis_SNAPP	Analysis_GensAssociations	Analysis_GeneHunt	IDNum	Egg	EggCol	EggShape	EggOrder	HostParents	HostParentShort	HostCommon	Species	Species_Latin	Shape	SpeciesShort	Sex	Age	Source	Latitude	Longitude	CountryFull	HostColor	HostShape	Sampling_Year	GeographicGroup	GeoOrder	GeoShape	GeoColor	Haplogroup	HaplogroupColor	Habitat	AncestryA5	AncestryColor	MeanCoverage	MedianCoverage	Coverage_mtDNA	Coverage_Ratio_mtDNAAutosomes	Raw_Reads_M	Mapped_Reads_M	Percent_Reads_Mapped	Raw_Bases_Gb	Mapped_Bases_Gb	Bases_Mapped_Percent
279_CC_UNK_RUS_F	Yaroslav Red’kin	R-126894	SAMN18559725	SRR14117552	Unreleased	1	0	0	0	279	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	Young	Tissue	55.8	37.51667	Russia	NA	NA	2008	GCC7	7	22	#FF710F	MCC6	#E31A1C	NA	ACC4	#636363	10.97	10	2238.97	220.5881773	109.794036	109.000954	0.992776639	16.4691054	16.31247427	0.990489396
280_CC_UNK_RUS_F	Yaroslav Red’kin	MIA 175	SAMN18559726	SRR14117551	Unreleased	1	0	0	0	280	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	Young	Tissue	55.8	37.51667	Russia	NA	NA	2011	GCC7	7	22	#FF710F	MCC4	#FF7F00	NA	ACC4	#636363	10.12	9	6077.66	645.8724761	107.407184	106.636706	0.992826569	16.1110776	15.96931376	0.991200847
281_CC_UNK_RUS_M	Yaroslav Red’kin	R-128234	SAMN18559727	SRR14117550	Unreleased	1	0	0	0	281	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Tissue	54.28333	38.65	Russia	NA	NA	2006	GCC7	7	22	#FF710F	MCC7	#33A02C	NA	ACC4	#636363	10.11	9	2995.47	328.0909091	100.929698	100.211362	0.992882808	15.1394547	14.98909541	0.990068381
282_CC_UNK_RUS_M	Yaroslav Red’kin	СВН 4391	SAMN18559728	SRR14117549,SRR14117548	Unreleased	1	0	0	0	282	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Young	Tissue	42.95	132.8833	Russia	NA	NA	2011	GCC11	11	21	#C82F00	MCC6	#E31A1C	NA	ACC3	#969696	12.93	12	8734.23	718.8666667	136.506812	135.504434	0.992656938	20.4760218	20.28785323	0.990810297
283_CC_UNK_RUS_F	Yaroslav Red’kin	СВН 652	SAMN18559729	SRR14117547,SRR14117546	Released	1	0	0	0	283	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	Adult	Tissue	44.75	132.7833	Russia	NA	NA	2004	GCC11	11	21	#C82F00	MCC7	#33A02C	NA	ACC3	#969696	12.71	12	10380.15	881.1672326	135.80824	135.21748	0.995650043	20.371236	20.23911426	0.993514299
284_CC_UNK_RUS_M	Yaroslav Red’kin	R-120101	SAMN18559730	SRR14117544,SRR14117543	Unreleased	1	0	0	0	284	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Tissue	44.75	132.7833	Russia	NA	NA	2004	GCC11	11	21	#C82F00	MCC7	#33A02C	NA	ACC3	#969696	13.07	12	9814.06	818.5204337	136.816904	135.948592	0.993653474	20.5225356	20.34148916	0.991178164
285_CC_UNK_RUS_F	Yaroslav Red’kin	СВН 1265	SAMN18559731	SRR14117540	Released	1	0	0	0	285	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	Adult	Tissue	44.75	132.7833	Russia	NA	NA	2005	GCC11	11	21	#C82F00	MCC7	#33A02C	NA	ACC3	#969696	10.86	10	22166	2257.230143	121.829996	120.903734	0.992397094	18.2744994	18.07563735	0.989118057
286_CC_UNK_RUS_F	Yaroslav Red’kin	R-120100	SAMN18559732	SRR14117539	Released	1	0	0	0	286	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	Adult	Tissue	42.48333	130.7	Russia	NA	NA	2004	GCC11	11	21	#C82F00	MCC6	#E31A1C	NA	ACC3	#969696	12.52	11	10558.18	903.9537671	130.170872	128.89753	0.990217919	19.5256308	19.27983846	0.98741181
287_CC_UNK_RUS_M	Yaroslav Red’kin	BGB 78	SAMN18559733	SRR14117664	Unreleased	1	0	0	0	287	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	NA	Tissue	48.53333	42.3	Russia	NA	NA	2002	GCC7	7	22	#FF710F	MCC5	#FB9A99	NA	ACC4	#636363	12.23	11	12194.16	1103.543891	133.685788	132.99633	0.994842698	20.0528682	19.89188703	0.991972162
289_CC_UNK_RUS_M	Yaroslav Red’kin	R-127672	SAMN18559735	SRR14117661	Unreleased	1	0	0	0	289	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Tissue	47.41667	142.7	Russia	NA	NA	2010	GCC12	12	22	#B81F00	MCC6	#E31A1C	NA	ACC3	#969696	13.22	12	3959.96	314.0333069	132.318706	131.421446	0.993218948	19.8478059	19.67399427	0.991242779
290_CC_UNK_RUS_M	Yaroslav Red’kin	RYA 962	SAMN18559736	SRR14117659	Unreleased	1	0	0	0	290	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	NA	Tissue	46.48333	143.3333	Russia	NA	NA	2003	GCC12	12	22	#B81F00	MCC7	#33A02C	NA	ACC3	#969696	11.18	10	6569.66	626.8759542	114.45965	113.4575	0.991244513	17.1689475	16.97796169	0.988876091
291_CC_UNK_RUS_F	Yaroslav Red’kin	R-119216	SAMN18559737	SRR14117658,SRR14117657	Released	1	0	0	0	291	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	Adult	Tissue	46.48333	143.3333	Russia	NA	NA	2003	GCC12	12	22	#B81F00	MCC6	#E31A1C	NA	ACC3	#969696	14.96	14	5402.67	394.6435354	152.15752	151.186576	0.993618823	22.823628	22.58889485	0.989715345
292_CC_UNK_RUS_M	Yaroslav Red’kin	RYA 964	SAMN18559738	SRR14117655,SRR14117654	Unreleased	1	0	0	0	292	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	NA	Tissue	46.48333	143.3333	Russia	NA	NA	2003	GCC12	12	22	#B81F00	MCC6	#E31A1C	NA	ACC3	#969696	19.64	17	10154.25	566.6434152	200.139878	198.65626	0.992587095	30.0209817	29.67863695	0.988596484
293_CC_UNK_RUS_M	Yaroslav Red’kin	R-119217	SAMN18559739	SRR14117653	Unreleased	1	0	0	0	293	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Tissue	46.48333	143.3333	Russia	NA	NA	2003	GCC12	12	22	#B81F00	MCC6	#E31A1C	NA	ACC3	#969696	15.97	15	3910.37	255.7468934	170.00316	167.736284	0.986665683	25.500474	25.10855785	0.984631025
294_CC_UNK_RUS_F	Yaroslav Red’kin	R-123503	SAMN18559740	SRR14117652,SRR14117651	Released	1	0	0	0	294	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	Adult	Tissue	46.48333	143.3333	Russia	NA	NA	2004	GCC12	12	22	#B81F00	MCC6	#E31A1C	NA	ACC3	#969696	15.14	14	1784.69	125.2414035	154.594672	153.54039	0.993180347	23.1892008	22.96275508	0.990234863
295_CC_UNK_RUS_F	Yaroslav Red’kin	R-123502	SAMN18559741	SRR14117650	Released	1	0	0	0	295	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	Adult	Tissue	46.48333	143.3333	Russia	NA	NA	2004	GCC12	12	22	#B81F00	MCC6	#E31A1C	NA	ACC3	#969696	11.46	10	4609.24	429.5657036	116.873346	115.722976	0.990157123	17.5310019	17.30273721	0.98697937
296_CC_UNK_RUS_M	Yaroslav Red’kin	R-127802	SAMN18559742	SRR14117648,SRR14117647	Unreleased	1	0	0	0	296	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Tissue	51.06667	142.75	Russia	NA	NA	2011	GCC12	12	22	#B81F00	MCC2	#1F78B4	NA	ACC3	#969696	20.58	19	9618.11	489.969944	214.41553	212.914312	0.992998558	32.1623295	31.87722662	0.991135503
297_CC_UNK_RUS_M	Swetlana Meshcheryagina	Cc-025	SAMN18559743	SRR14117646,SRR14117645	Unreleased	1	0	0	0	297	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Tissue	57.53333	62.7	Russia	NA	NA	2016	GCC8	8	23	#F75E00	MCC7	#33A02C	NA	ACC4	#636363	14.59	13	17747.72	1265.885877	150.80698	149.7304	0.992861206	22.621047	22.42433521	0.991304037
298_CC_UNK_RUS_M	Swetlana Meshcheryagina	Cc-026	SAMN18559744	SRR14117644	Unreleased	1	0	0	0	298	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Young	Tissue	56.85	60.6	Russia	NA	NA	2018	GCC8	8	23	#F75E00	MCC6	#E31A1C	NA	ACC4	#636363	14.41	13	5336.78	388.6948288	149.052326	147.90979	0.992334665	22.3578489	22.14141809	0.990319695
299_CC_UNK_RUS_F	Swetlana Meshcheryagina	Cc-027	SAMN18559745	SRR14117643	Unreleased	1	0	0	0	299	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	Young	Tissue	56.83333	60.63333	Russia	NA	NA	2019	GCC8	8	23	#F75E00	MCC6	#E31A1C	NA	ACC4	#636363	14.9	14	608.98	43.19007092	151.90708	150.942204	0.993648249	22.786062	22.58523358	0.991186348
300_CC_UNK_RUS_M	Swetlana Meshcheryagina	Cc-028.1	SAMN18559746	SRR14117642,SRR14117641	Unreleased	1	0	0	0	300	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Blood	56.81667	60.53333	Russia	NA	NA	2020	GCC8	8	23	#F75E00	MCC6	#E31A1C	NA	ACC4	#636363	13.7	13	31.01	2.349242424	138.245124	137.363868	0.99362541	20.7367686	20.57998696	0.992439437
301_CC_UNK_RUS_F	Yaroslav Red’kin	R-116762	SAMN18559747	SRR14117639	Released	1	0	0	0	301	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	Adult	Tissue	50.45	90.21667	Russia	NA	NA	2000	GCC9	9	24	#E74E00	MCC4	#FF7F00	NA	ACC4	#636363	9	8	3055.26	404.6701987	91.295706	90.366844	0.989825787	13.6943559	13.48347417	0.984600829
303_CC_UNK_RUS_M	Swetlana Meshcheryagina	Cc-030	SAMN18559749	SRR14117636,SRR14117635	Unreleased	1	0	0	0	303	NA	NA	8	16	Acrocephalus_scirpaceus	A. scirpaceus	Reed Warbler	Common cuckoo	C. c. canorus	21	CC	M	Adult	Blood	54.730553	21.220726	Russia	#46F884FF	17	2020	GCC6	6	21	#FF892F	MCC7	#33A02C	Forest	ACC4	#636363	14.67	14	31.79	2.219972067	148.251784	147.261308	0.993318961	22.2377676	22.05915966	0.991968261
304_CC_UNK_RUS_F	Swetlana Meshcheryagina	Cc-031.1	SAMN18559750	SRR14117634	Released	1	0	0	0	304	NA	NA	8	16	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Adult	Blood	51.135816	40.183102	Russia	#46F884FF	15	2020	GCC7	7	22	#FF710F	MCC7	#33A02C	Forest	ACC4	#636363	12.97	12	22.49	1.789180589	131.889792	130.9903	0.993179973	19.7834688	19.62488784	0.991984168
328_CC_SCC_RUS_F	Swetlana Meshcheryagina	Co-041	SAMN18559774	SRR14117598	Unreleased	1	0	0	0	328	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	Adult	Tissue	58.63333	59.76667	Russia	NA	NA	2014	GCC8	8	23	#F75E00	MCC6	#E31A1C	NA	ACC4	#636363	13.94	13	3497.8	262.2038981	152.707114	151.77779	0.993914337	22.9060671	22.72452084	0.992074315
375_CC_PLW_RUS_F	Yaroslav Red’kin	RYA 1551	SAMN18559821	SRR14117709,SRR14117708	Unreleased	1	0	0	0	375	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	Adult	Tissue	45.11667	147.9667	Russia	NA	NA	2004	GCC12	12	22	#B81F00	MCC6	#E31A1C	NA	ACC3	#969696	13.92	12	5791.32	454.9347997	145.953414	143.962954	0.986362361	21.8930121	21.51953615	0.982940861
389_CC_ACW_RUS_F	Yaroslav Red’kin	zmmu 1042	SAMN18559835	SRR14117565,SRR14117684	Unreleased	1	0	0	0	389	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	Young	Tissue	55.21667	166.15	Russia	NA	NA	2017	GCC13	13	23	#A80F00	MCC2	#1F78B4	NA	ACC3	#969696	14.25	13	504.76	37.14201619	145.39	144.1428	0.991421693	21.8085	21.56986901	0.989057891
392_CC_UNK_RUS_M	Yaroslav Red’kin	zmmu 1181	SAMN18559838	SRR14117677	Unreleased	1	0	0	0	392	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Tissue	56.18333	51.33333	Russia	NA	NA	2003	GCC8	8	23	#F75E00	MCC4	#FF7F00	NA	ACC4	#636363	10.9	10	955.09	105.3020948	113.80305	113.201612	0.994715098	17.0704575	16.85760395	0.987530882
393_CC_UNK_RUS_F	Yaroslav Red’kin	R-141674	SAMN18559839	SRR14117676	Released	1	0	0	0	393	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	Adult	Tissue	62	129.8	Russia	NA	NA	2018	GCC10	10	25	#D73E00	MCC6	#E31A1C	NA	ACC3	#969696	7.27	6	731.74	136.5186567	80.346102	79.933466	0.994864269	12.0519153	11.75775912	0.975592578
395_CC_UNK_RUS_M	Yaroslav Red’kin	R-140815	SAMN18559841	SRR14117674	Unreleased	1	0	0	0	395	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Tissue	53.11667	158.4167	Russia	NA	NA	2018	GCC13	13	23	#A80F00	MCC6	#E31A1C	NA	ACC3	#969696	9.64	9	8225.18	994.5804111	97.691672	97.088762	0.99382844	14.6537508	14.51896231	0.990801776
396_CC_UNK_RUS_M	Yaroslav Red’kin	ZDR 263	SAMN18559842	SRR14117673	Unreleased	1	0	0	0	396	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Tissue	45.31667	42.25	Russia	NA	NA	2020	GCC7	7	22	#FF710F	MCC5	#FB9A99	NA	ACC4	#636363	7.37	7	249.05	54.37772926	86.233864	86.034336	0.997686199	12.9350796	12.11608957	0.936684577
397_CC_UNK_RUS_M	Yaroslav Red’kin	ZDR 268	SAMN18559843	SRR14117672	Unreleased	1	0	0	0	397	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Tissue	44.81667	44.51667	Russia	NA	NA	2020	GCC7	7	22	#FF710F	MCC5	#FB9A99	NA	ACC4	#636363	12.72	12	915.07	84.65032377	134.384112	133.719688	0.995055785	20.1576168	19.96306529	0.990348487
398_CC_UNK_RUS_M	Yaroslav Red’kin	ZDR 270	SAMN18559844	SRR14117671	Unreleased	1	0	0	0	398	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Tissue	44.81667	44.51667	Russia	NA	NA	2020	GCC7	7	22	#FF710F	MCC5	#FB9A99	NA	ACC4	#636363	10.41	9	1580.69	187.0639053	106.95302	106.52949	0.996040037	16.042953	15.81873889	0.986024137
399_CC_UNK_RUS_M	Yaroslav Red’kin	ZDR 271	SAMN18559845	SRR14117670,SRR14117668	Unreleased	1	0	0	0	399	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	M	Adult	Tissue	44.81667	44.51667	Russia	NA	NA	2020	GCC7	7	22	#FF710F	MCC4	#FF7F00	NA	ACC4	#636363	13.67	12	4587.47	353.9714506	139.722994	138.686254	0.992580033	20.9584491	20.75349639	0.990220998
408_CC_TBW_RUS_F	Gennadiy Bachurin	Cc-033	SAMN18559854	SRR14117702	Unreleased	1	0	0	0	408	NA	NA	8	16	Unknown	NA	NA	Common cuckoo	C. c. canorus	21	CC	F	Young	Feather	44.76667	132.7667	Russia	NA	NA	2020	GCC11	11	21	#C82F00	MCC7	#33A02C	NA	ACC2	#BDBDBD	15.76	14	6087.62	405.5709527	165.18511	163.212884	0.98806051	24.7777665	24.42899457	0.985923996
410_CC_GRW_HUN_F	Miguel Carneiro & Collaborators	C03426	SAMN35327838	SRR24761404	Released	1	0	0	0	410	NA	NA	8	16	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Adult	Blood	47.12	19.1	Hungary	#46F884FF	15	2014	GCC4	4	24	#FFB86D	MCC4	#FF7F00	Croplands	ACC4	#636363	17.44	15	497.17	186.906015	236.525906	234.22179	0.990258505	35.4788859	34.08332567	0.960665049
411_CC_GRW_HUN_F	Miguel Carneiro & Collaborators	C03428	SAMN35327839	SRR24761403	Released	1	0	0	0	411	NA	NA	8	16	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Adult	Blood	47.12	19.1	Hungary	#46F884FF	15	2014	GCC4	4	24	#FFB86D	MCC4	#FF7F00	Croplands	ACC4	#636363	8.53	7	624.83	156.9924623	137.154856	136.220486	0.993187481	20.5732284	19.75380539	0.960170422
412_CC_GRW_HUN_F	Miguel Carneiro & Collaborators	C03429	SAMN35327840	SRR24761402	Released	1	0	0	0	412	NA	NA	8	16	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Adult	Blood	47.12	19.1	Hungary	#46F884FF	15	2014	GCC4	4	24	#FFB86D	MCC4	#FF7F00	Croplands	ACC4	#636363	14.35	13	973.17	484.1641791	184.303428	183.028468	0.993082277	27.6455142	26.91451736	0.973558211
413_CC_GRW_HUN_F	Miguel Carneiro & Collaborators	C03630	SAMN35327841	SRR24761401	Released	1	0	0	0	413	NA	NA	8	16	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Adult	Blood	47.12	19.1	Hungary	#46F884FF	15	2015	GCC4	4	24	#FFB86D	MCC4	#FF7F00	Croplands	ACC4	#636363	7.29	6	2893.25	396.8792867	97.447336	96.668516	0.992007786	14.6171004	14.40214312	0.985294123
414_CC_GRW_HUN_F	Miguel Carneiro & Collaborators	C03639	SAMN35327842	SRR24761400	Released	1	0	0	0	414	NA	NA	8	16	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Adult	Blood	47.12	19.1	Hungary	#46F884FF	15	2015	GCC4	4	24	#FFB86D	MCC4	#FF7F00	Croplands	ACC4	#636363	12.98	12	1.38	69	183.889138	182.499244	0.992441674	27.5833707	26.88744807	0.974770211
415_CC_GRW_HUN_F	Miguel Carneiro & Collaborators	LM02034	SAMN35327843	SRR24761399	Released	1	0	0	0	415	NA	NA	8	16	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Adult	Blood	47.12	19.1	Hungary	#46F884FF	15	2019	GCC4	4	24	#FFB86D	MCC4	#FF7F00	Croplands	ACC4	#636363	13.94	13	87.27	6.260401722	194.228322	192.39847	0.990578861	29.1342483	28.74762142	0.986729471
416_CC_GRW_HUN_F	Miguel Carneiro & Collaborators	LM02050	SAMN35327844	SRR24761398	Released	1	0	0	0	416	NA	NA	8	16	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Adult	Blood	47.12	19.1	Hungary	#46F884FF	15	2021	GCC4	4	24	#FFB86D	MCC4	#FF7F00	Croplands	ACC4	#636363	15.71	14	98.2	6.250795672	220.70094	217.404672	0.985064549	33.105141	32.48531344	0.981277
417_CC_GRW_HUN_F	Miguel Carneiro & Collaborators	C03403	SAMN35327825	SRR24761409	Released	1	0	0	0	417	NA	NA	8	16	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Adult	Blood	47.12	19.1	Hungary	#46F884FF	15	2014	GCC4	4	24	#FFB86D	MCC7	#33A02C	Croplands	ACC4	#636363	7.84	7	960.78	122.5484694	108.397768	107.482208	0.991553701	16.2596652	16.04834149	0.987003194
418_CC_GRW_HUN_F	Miguel Carneiro & Collaborators	C03413	SAMN35327826	SRR24761408	Released	1	0	0	0	418	NA	NA	8	16	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Adult	Blood	47.12	19.1	Hungary	#46F884FF	15	2014	GCC4	4	24	#FFB86D	MCC7	#33A02C	Croplands	ACC4	#636363	8.76	8	1135.71	313.7320442	135.060232	134.331772	0.994606406	20.2590348	19.14998436	0.945256502
419_CC_GRW_HUN_F	Miguel Carneiro & Collaborators	C03421	SAMN35327827	SRR24761397	Released	1	0	0	0	419	NA	NA	8	16	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Adult	Blood	47.12	19.1	Hungary	#46F884FF	15	2014	GCC4	4	24	#FFB86D	MCC7	#33A02C	Croplands	ACC4	#636363	13.64	13	113.85	59.60732984	196.655104	195.51252	0.994189909	29.4982656	28.30656725	0.959601071
420_CC_GRW_HUN_F	Miguel Carneiro & Collaborators	C03424	SAMN35327828	SRR24761386	Released	1	0	0	0	420	NA	NA	8	16	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Adult	Blood	47.12	19.1	Hungary	#46F884FF	15	2014	GCC4	4	24	#FFB86D	MCC5	#FB9A99	Croplands	ACC4	#636363	7.36	6	1397.61	346.8014888	107.812314	107.185798	0.994188827	16.1718471	15.50580981	0.958815014
422_CC_GRW_HUN_F	Miguel Carneiro & Collaborators	C03634	SAMN35327830	SRR24761376	Released	1	0	0	0	422	NA	NA	8	16	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Adult	Blood	47.12	19.1	Hungary	#46F884FF	15	2015	GCC4	4	24	#FFB86D	MCC7	#33A02C	Croplands	ACC4	#636363	7.32	6	101.69	26.9734748	109.68251	109.104676	0.994731758	16.4523765	15.86219709	0.964128014
423_CC_GRW_HUN_F	Miguel Carneiro & Collaborators	C03648	SAMN35327831	SRR24761375	Released	1	0	0	0	423	NA	NA	8	16	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Adult	Blood	47.12	19.1	Hungary	#46F884FF	15	2015	GCC4	4	24	#FFB86D	MCC7	#33A02C	Croplands	ACC4	#636363	11.47	10	1.22	10.16666667	150.438814	149.062762	0.990853079	22.5658221	22.10666137	0.979652382
424_CC_GRW_HUN_F	Miguel Carneiro & Collaborators	C03649	SAMN35327832	SRR24761374	Released	1	0	0	0	424	NA	NA	8	16	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Adult	Blood	47.12	19.1	Hungary	#46F884FF	15	2015	GCC4	4	24	#FFB86D	MCC7	#33A02C	Croplands	ACC4	#636363	7.28	6	906.52	124.521978	103.439394	102.641084	0.992282341	15.5159091	15.31258679	0.986895882
426_CC_GRW_HUN_F	Miguel Carneiro & Collaborators	LM02015	SAMN35327833	SRR24761373	Released	1	0	0	0	426	NA	NA	8	16	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Adult	Blood	47.12	19.1	Hungary	#46F884FF	15	2018	GCC4	4	24	#FFB86D	MCC5	#FB9A99	Croplands	ACC4	#636363	12.39	11	75.79	6.117029863	181.214732	178.361372	0.98425426	27.1822098	26.64278501	0.980155227
427_CC_GRW_HUN_F	Miguel Carneiro & Collaborators	LM02018	SAMN35327834	SRR24761372	Released	1	0	0	0	427	NA	NA	8	16	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Adult	Blood	47.12	19.1	Hungary	#46F884FF	15	2018	GCC4	4	24	#FFB86D	MCC5	#FB9A99	Croplands	ACC4	#636363	8.27	7	26.34	5.959276018	116.828388	115.671546	0.990097937	17.5242582	17.05589263	0.973273301
428_CC_GRW_HUN_F	Miguel Carneiro & Collaborators	LM02036	SAMN35327835	SRR24761407	Released	1	0	0	0	428	NA	NA	8	16	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Adult	Blood	47.12	19.1	Hungary	#46F884FF	15	2019	GCC4	4	24	#FFB86D	MCC7	#33A02C	Croplands	ACC4	#636363	7.97	7	34.61	4.342534504	99.34482	98.116134	0.987632108	14.901723	14.65877532	0.983696672
429_CC_GRW_HUN_F	Miguel Carneiro & Collaborators	LM02042	SAMN35327836	SRR24761406	Released	1	0	0	0	429	NA	NA	8	16	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Adult	Blood	47.12	19.1	Hungary	#46F884FF	15	2020	GCC4	4	24	#FFB86D	MCC5	#FB9A99	Croplands	ACC4	#636363	8.21	7	38.82	4.728380024	110.412908	109.16003	0.988652794	16.5619362	16.27506351	0.982678795
430_CC_GRW_HUN_F	Miguel Carneiro & Collaborators	LM02043	SAMN35327837	SRR24761405	Released	1	0	0	0	430	NA	NA	8	16	Acrocephalus_arundinaceus	A. arundinaceus	Great Reed Warbler	Common cuckoo	C. c. canorus	21	CC	F	Adult	Blood	47.12	19.1	Hungary	#46F884FF	15	2020	GCC4	4	24	#FFB86D	MCC5	#FB9A99	Croplands	ACC4	#636363	9.89	9	44.64	4.513650152	125.505594	123.522348	0.984197947	18.8258391	18.45969628	0.980551049
041_CM_UNK_BGD_F	Frode Fossøy & Bård Stokke	719	SAMN14427362	SRR11394194,SRR11394193,SRR11394192	Unreleased	0	1	0	0	041	NA	NA	8	16	Unknown	NA	NA	Indian cuckoo	C. micropterus	4	CM	F	NA	Blood	23.8666	92.26666	Bangladesh	NA	NA	2009	NA	NA	NA	NA	CM	black	NA	NA	NA	13.43	13	86.89	6.503742515	164.181146	159.059368	0.968804104	16.58229575	16.05618993	0.968273041
049_CM_DGO_BGD_F	Frode Fossøy & Bård Stokke	N915	SAMN14427370	SRR11394270,SRR11394269,SRR11394268	Unreleased	0	1	0	0	049	NA	NA	8	16	Unknown	NA	NA	Indian cuckoo	C. micropterus	4	CM	F	NA	Blood	23.8666	92.26666	Bangladesh	NA	NA	NA	NA	NA	NA	NA	CM	black	NA	NA	NA	16.31	16	67.48	4.155172414	200.289424	194.159044	0.969392393	20.22923182	19.60089284	0.968939058
